originator,OML.aic,OML.ols,OML.sp,GML.aic,GML.ols,GML.sp,Competitive Suppression.aic,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.aic,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.aic,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.aic,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.aic,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.aic,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Competitive Suppression,388.458931646477,-223.393571008805,-207.924796273428,402.667771555799,-256.046857418084,-193.43447243624,325.987878152523,-196.646112473142,-176.152650976623,427.837105265341,-248.502443711987,-226.907356433715,370.339835793494,-258.211456685566,-177.426921737164,419.189514604128,-278.257448737471,-199.547654499474,481.795498460896,-237.996303055837,-234.006133198046,635.836950058996,-489.608048177249,-236.065448620256
Direct Suppression,357.943890902628,-216.206991463101,-195.89222134462,369.843047330472,-231.970436470696,-189.326205254112,429.365226379579,-239.19517588747,-227.096128177142,341.485147639338,-200.003074978343,-183.508956473452,471.782655328274,-283.85186407082,-226.243527495133,357.991454413794,-233.078594502929,-177.646975718348,577.686129326851,-287.793121701063,-285.284919076973,480.244299008426,-458.618869679344,-195.861514814886
Generalized Competitive Suppression,398.83158214238,-210.951721984688,-207.756321722162,330.049751418124,-194.078629982669,-167.777141570181,345.391539966059,-198.610921683839,-187.159842752828,431.845428790321,-230.570703092266,-226.709193846157,276.872881241371,-171.989163344548,-151.197939428299,340.094737931781,-233.966784804163,-173.992257407914,473.983089165572,-229.660215907721,-228.848536637505,584.252341417251,-406.726316740288,-234.361380590992
Generalized Direct Suppression,315.689052970486,-181.422708393011,-164.758012123396,219.276865719467,-188.368547436863,-113.548320678008,343.231010396472,-186.830959921319,-181.290411098329,358.966231375949,-207.511760388462,-186.650234158842,346.235622279993,-184.43951402397,-164.697730867983,210.277193896804,-152.20407697445,-112.315313531336,526.363836323549,-258.966024801986,-255.743397947891,564.000032701261,-559.504195457895,-219.303095327027
ROE Competitive Suppression,577.453154378191,-307.796564460949,-302.232399667591,614.81985384481,-372.205265586398,-297.685773256398,532.181111026714,-283.024533503947,-278.938513729165,591.547995799731,-318.393285758159,-310.612141779313,595.318812145794,-326.475462469111,-288.032328409617,617.441704008549,-379.3675222313,-298.10690689984,595.785263346967,-283.89844691601,-289.825625925175,701.456841183738,-388.484778353042,-313.437763522611
ROE Direct Suppression,594.322838581311,-319.699658399788,-318.265421068144,644.138338615938,-363.553044654598,-326.247035857291,621.131844477283,-345.690529558783,-338.955080948891,580.929045183781,-312.809554623764,-310.860334455599,679.912998155753,-368.713033734819,-334.887626760788,628.068702547136,-346.159807429418,-317.48866885413,710.698489360401,-365.309903989966,-357.867349599376,662.708922710029,-330.797323048656,-315.788520046564
OML,312.259099985466,-182.709584412379,-165.712401918379,366.430838515195,-223.666574501711,-166.433741772407,383.372200850717,-247.306880768753,-199.252658336604,347.383598184138,-196.101419853134,-184.248286235734,434.158298697268,-267.51955094776,-199.798885243464,382.431179232692,-224.232992518887,-179.381547799013,563.486173980981,-302.879068667475,-273.615649158097,551.215105146842,-412.561320497428,-202.524950114457
GML,318.295851641077,-170.883574900799,-165.993708244266,211.772661545702,-197.128232735361,-121.869627729871,334.770000673023,-179.86737168413,-176.508307316257,359.77860627825,-191.483680329113,-189.346394400446,304.313080251846,-201.584892234663,-153.552552421556,228.878324378194,-214.192364701148,-129.72214964448,513.346067054118,-254.918695177242,-249.987222518436,571.405621223637,-502.339844042906,-206.977299342143
Competitive Suppression,366.355425125587,-214.796940066397,-197.09071583163,424.898861650443,-249.737497456619,-199.037327150932,330.045607731904,-183.53613892045,-176.863163725875,404.568943611968,-230.293630398684,-215.746725454318,376.874135594308,-226.657585374166,-182.04650082622,440.74060413087,-256.588628406882,-209.000040204406,495.79170612658,-256.721436850647,-246.079992108288,602.764963313912,-431.713998014008,-226.831731100455
Direct Suppression,342.168384214886,-184.23219255092,-181.952864620029,361.82312978893,-211.233965614455,-180.516310610838,427.018161191618,-231.627564388737,-222.286685616861,338.625017985786,-193.951582688782,-184.945101525971,461.884260506545,-309.038280798055,-220.753739784762,363.706401327093,-241.898535249189,-182.573638678336,583.563512823374,-300.079295003505,-285.199369608616,571.199944288363,-576.468588772473,-185.058947693261
Generalized Competitive Suppression,392.736680217626,-206.520907311693,-205.032596497873,330.129113810686,-184.252856905494,-172.148526921939,333.210968625469,-184.858866024301,-177.536183074187,429.757848884876,-227.727076789487,-226.01050253049,289.292599555918,-164.972425766577,-148.383040972629,336.971829245497,-196.080304182392,-177.885910816895,480.118983689873,-237.331423736232,-232.55883249309,608.946561521433,-414.360192125462,-237.626473026939
Generalized Direct Suppression,327.704108733162,-178.067233440286,-170.433616493772,244.600713739813,-143.829980779131,-125.030194148791,365.580265391336,-200.665878931734,-193.919359066213,354.8065360322,-189.027943507467,-183.687807845631,353.825007280554,-203.663073580795,-180.009939887414,201.3968824785,-137.698257262709,-107.730433934982,534.611692326992,-267.414719168193,-262.130878100274,521.007749622613,-446.35406816272,-196.171421518514
ROE Competitive Suppression,562.576704494843,-316.827475659298,-297.759606671805,594.657668509242,-341.295534169932,-295.789318556961,506.14277558626,-276.272615419759,-267.052639655035,582.501920249377,-334.708727181241,-309.927775777391,556.68248551386,-336.960576449901,-277.039160975636,599.774269031964,-353.644752661153,-296.860312896096,549.296966776744,-261.725671284776,-261.696800645488,679.689567418116,-407.314024153195,-321.447258840068
ROE Direct Suppression,574.382132165931,-325.510346948398,-318.332624732124,611.587146898646,-391.163688282095,-314.714644583786,604.899428201831,-348.495170085939,-326.186555939738,565.774755806036,-313.482882605008,-306.967798213291,646.907001147649,-362.365965560278,-324.670963242329,600.40386624986,-342.854881677808,-306.201700497042,694.98169379926,-365.063528281771,-346.2935753669,659.681446298792,-390.748867099948,-318.315074108695
OML,321.302030068821,-178.645088058317,-174.026200674477,373.397245725404,-216.246820109325,-176.583165333462,399.413492722972,-217.414186307138,-212.611092567008,353.627884451631,-197.407120803822,-191.443882793487,447.171565833681,-238.927328089834,-212.112565423674,403.427811635635,-263.349314954182,-192.617171782733,569.320163280042,-290.728294964101,-279.806857133967,582.519938064362,-510.018849477521,-208.41464189539
GML,324.376509230268,-184.594256903074,-170.296277839536,216.680001226578,-204.678404137459,-122.383639560885,326.989232074435,-185.803205642948,-176.459243559363,371.669053420902,-206.069705040721,-194.523317105311,308.820376988721,-257.856454347052,-160.755088929888,229.651305686772,-150.265615327303,-129.089420279607,504.28456689058,-248.848848400933,-245.43465370533,585.981399968355,-562.609842848655,-206.222759797424
Competitive Suppression,398.631210554615,-221.111491406224,-214.020324048244,433.142468528997,-269.079929267242,-208.707086255091,347.633964095013,-186.824673344599,-182.44535107691,438.442819864128,-246.933459668125,-233.164296680682,391.435039537807,-205.566016148,-182.850579521314,453.905866228121,-298.249276983389,-215.204088510105,490.820556581065,-253.842634606295,-237.092423193396,628.394834978888,-421.049197417645,-246.006479826789
Direct Suppression,369.44482411696,-198.250755087379,-193.21239581312,419.620353020099,-246.750704732384,-199.117865708052,420.086648452361,-226.366298515219,-224.032346609116,353.227394298955,-186.935486681246,-183.935665938897,478.11070939285,-285.363778643427,-229.478040007644,405.879379579611,-254.165434954779,-191.276388045409,585.215506033896,-295.753807634805,-287.751986697455,494.971687890195,-300.566991560809,-196.240830483909
Generalized Competitive Suppression,404.087512713454,-215.600027280805,-212.343156786877,348.198666173666,-241.532988750719,-180.818810875218,340.164854006507,-187.216440748296,-182.562664395107,440.464201372789,-235.108988779093,-230.968934253147,295.677720930914,-336.377385056554,-161.377069786607,355.931459481488,-236.611605845231,-182.937824173277,464.475396711279,-227.853115507103,-225.577400738169,587.002484010908,-392.87717424657,-243.914350940598
Generalized Direct Suppression,314.836226263194,-173.472305609229,-163.360847830523,212.153239397742,-157.260914543279,-118.286232182199,348.422911108386,-192.331123024444,-185.919374495952,351.215073348803,-188.606034522859,-182.285737425677,348.843619655155,-232.235377971026,-174.055288522603,152.396516902756,-174.2059518684,-99.6894348386096,531.09635128999,-265.015664163224,-259.263441122244,523.410914349045,-428.90157975315,-202.96565307212
ROE Competitive Suppression,591.827991465762,-314.90085875435,-309.884153039094,608.200464989186,-365.512601534151,-303.899328163755,544.816174459641,-286.28741134814,-283.63317870008,611.320396048894,-323.696961145309,-318.941570822529,599.151710404343,-324.951971870812,-293.039526100671,609.290769684631,-356.479666284821,-302.328074227589,625.343257391675,-301.368165062223,-300.77026365857,718.723136023244,-382.281543119348,-327.57039323628
ROE Direct Suppression,578.08028205861,-313.718906142964,-310.792788175801,634.945124054985,-391.949039567763,-325.082019391235,601.591644246317,-324.169254715546,-321.96949435399,571.568981417936,-314.908525347249,-310.425619517582,666.670666596727,-350.652725952021,-336.594212170785,627.521408393733,-381.118966261408,-322.322875401192,690.022533718013,-347.318052100648,-345.410847192559,644.636408116595,-402.951947103023,-309.101002440944
OML,301.651416112595,-174.982057397124,-160.179547973468,354.760782611797,-201.273794018421,-161.450232031054,394.972731859921,-208.987237116239,-206.43829136267,334.039779724399,-191.438645749896,-177.879862080368,453.871185602723,-231.419014890532,-211.453424770217,374.3747424769,-246.49912252307,-174.280903191663,571.268384987536,-286.889449871109,-280.046302406013,606.094002202907,-466.296460933151,-198.876498829495
GML,309.905553820957,-169.170041815129,-162.34304790847,211.094426034389,-127.612146320787,-113.076685883593,339.362161841785,-197.628888867866,-180.030106346863,354.667897549849,-194.90126660918,-187.618406822761,322.930030074508,-204.994014110478,-163.49268819625,238.177413100087,-140.280472690738,-121.791083778674,516.974372423175,-258.104856872584,-252.908291886926,568.972522867122,-456.025450730402,-199.137537259831
Competitive Suppression,360.511244580073,-197.945118996855,-193.205350790225,378.899548486988,-216.18628729838,-189.054471488448,294.653829596311,-167.502551899483,-159.01410412309,398.394117532335,-227.086234523642,-213.201927500656,332.066024410845,-195.72971008024,-156.778581683085,395.554127725251,-244.205955067821,-197.529821016639,470.410855364337,-235.292432634861,-230.057426950887,593.384864609656,-374.73042086456,-223.087671639798
Direct Suppression,337.556998532943,-183.868795967244,-178.868802470425,393.09390867128,-213.538456533187,-186.168417086132,426.031946201037,-235.634015263382,-226.687918865689,322.469147127491,-174.641493449281,-170.256614082907,489.958662748108,-262.995282998937,-228.430727627002,375.948727128413,-202.643986678872,-179.123575179051,587.988088793263,-302.843037962925,-289.17578225372,500.970863244018,-369.171041409275,-176.884779696041
Generalized Competitive Suppression,397.216784557175,-225.983139729034,-208.730093377362,329.700297062742,-240.685415464934,-184.49472735381,338.818948901941,-226.954947800316,-180.391570645352,429.955685047578,-228.354451088803,-225.718236097209,290.966910554958,-224.882917244757,-168.756371557551,337.495737090834,-234.231584020303,-189.102115922948,479.726610790545,-242.523975964763,-233.331304201465,592.791723632044,-374.694040034511,-238.453270904576
Generalized Direct Suppression,327.866068214358,-179.301561022961,-172.897236077916,231.620672508653,-143.532094225659,-122.920794440769,367.165417716904,-198.79728269309,-194.537395281048,364.503018009241,-200.810928651367,-189.869971632929,356.382290435263,-209.070640296408,-177.118655154632,202.567626200525,-155.085271131802,-114.110878826755,534.468281592083,-263.105654215631,-260.11535441457,544.628014981972,-585.08977716851,-207.029257252479
ROE Competitive Suppression,569.099196351975,-303.714681614067,-294.881218302563,609.431729948546,-325.993624961571,-289.5773359047,515.906822829758,-274.531796082587,-268.18616670585,586.47438609143,-316.452250833372,-304.888762259465,578.565033278366,-303.003981107309,-274.309600255488,611.921263371331,-336.071668703048,-290.742701068849,592.809028582752,-287.274809935807,-295.12338357448,695.067577972006,-379.790023445717,-309.550438241689
ROE Direct Suppression,580.445294179299,-310.32728003214,-307.783651716711,624.600339878487,-336.916661897218,-321.691870944188,601.157993587247,-338.649042522946,-326.336034716356,572.598747531326,-315.568085253878,-309.824965887994,658.213624220926,-377.978220545216,-334.803870429824,616.548086039948,-351.594353185303,-318.000026430546,694.358716237091,-377.116488882409,-354.416637074362,657.331265742985,-389.504730880874,-305.668949362127
OML,272.5803708853,-157.348768141999,-149.250697114622,334.087788798152,-218.76561166626,-153.092934384895,370.733471535926,-215.244935861874,-199.549180542369,309.180329227149,-174.940963262941,-168.640792150772,422.781672580112,-261.28554640719,-200.394502400932,358.57605640129,-237.924763800525,-165.648497025343,556.920890577886,-291.985971550407,-274.868408270405,508.228103184847,-464.882167564381,-168.804453124365
GML,310.964309859386,-163.805737286288,-161.592956134485,221.079357385307,-131.601879410667,-106.555656259446,335.732971654457,-183.409073056295,-176.991625699832,357.156314696169,-188.546067750596,-186.61030228448,327.557143600035,-196.238439326855,-159.272582388229,222.820134242469,-137.429712118217,-111.342501842924,514.891779292926,-255.311782203776,-250.709921401928,555.277639979599,-440.924227166348,-202.606287039035
Competitive Suppression,371.695940861086,-198.690517654058,-195.789752276176,394.725845996399,-213.23340885038,-191.455975179901,322.490057782597,-180.221752241645,-171.189987107609,404.455242222713,-215.860003591168,-213.155937924607,365.030021274246,-194.557055750078,-173.609286301622,405.63311643821,-226.643522957599,-196.25055593873,488.985683191241,-250.827321881234,-236.922824088654,545.850786969384,-355.030626254024,-234.081048448154
Direct Suppression,351.048525249878,-194.748080436584,-185.964152878176,389.873926923786,-228.056659521875,-182.631187993648,439.450205300991,-250.261632184119,-234.663446122239,330.992014941104,-177.744776589622,-173.655562052978,498.026977846751,-290.505528823068,-230.767921973551,372.483365816831,-225.382304526787,-173.086365594779,598.796296575085,-312.98461298778,-295.255061149093,430.644933668923,-312.342911714628,-186.885514995361
Generalized Competitive Suppression,394.462239363622,-211.679978902076,-208.954461514754,339.171363989551,-192.609038443674,-176.476910876587,316.132061441682,-174.302087071195,-168.554580083592,431.267405613562,-232.014624715639,-228.420116313996,275.565368723382,-157.870181853288,-139.963485911099,354.343348964,-200.832328371556,-184.148636213141,467.778247968444,-226.815333056571,-224.318350561019,577.063516540769,-380.652867260332,-238.29516259922
Generalized Direct Suppression,300.860478175931,-169.978112855596,-159.58134503359,174.902679945057,-138.547263782825,-96.1358098977285,345.647284422047,-195.928688034132,-183.868391461026,336.490902249401,-181.427589342477,-176.308614736195,328.320753572383,-177.808104736986,-164.974174657695,164.997920694541,-98.2954593114166,-85.0986441593306,525.503079215001,-259.176549501803,-255.700872863358,540.681089551965,-519.125984298837,-191.127062108557
ROE Competitive Suppression,573.66395905147,-310.281309524981,-300.131966034314,603.044915160155,-392.234000796754,-294.311213410795,520.241443019971,-278.2033644797,-274.3220946279,592.294407211487,-319.868223075169,-309.616691246598,570.768330910955,-323.437688151377,-281.181769829771,603.767170581864,-376.331312575974,-294.692211931255,579.2049773415,-277.780582284233,-295.611666462076,689.994093973056,-370.238144253012,-316.714809558537
ROE Direct Suppression,584.467463468905,-330.768331153991,-333.369730207698,625.820972238396,-422.919593271257,-332.270359535037,615.949333842696,-350.6118806416,-344.914156684116,575.581048672832,-322.450984897024,-326.981859759329,667.230352108833,-393.598464041649,-345.790520450103,616.667748973034,-441.222672346474,-325.442053275181,713.2304083085,-368.934089947267,-365.614761072389,660.04778046798,-356.919087235431,-333.349541460368
OML,299.097312938026,-164.124523628861,-160.949995864792,351.341779419253,-214.632158401862,-166.637757854331,382.616541388741,-210.269557622357,-207.20891034957,342.456978428631,-192.52217340624,-180.727371935536,447.081604422265,-238.743222936639,-209.608662068007,362.568568987148,-211.853487723056,-174.159090133854,560.907629652471,-279.985571473933,-276.56420679892,583.45178093195,-374.572665004057,-200.542070366403
GML,320.493618322303,-176.454869032285,-168.288552608315,196.718201277161,-198.078449348252,-103.500269961731,340.372600441972,-188.497215233096,-181.718358109835,371.246670038852,-207.217846353465,-195.895521110413,328.929335695496,-189.080148026696,-163.276424577462,229.601110583374,-173.811838014287,-122.397763229693,518.987122694493,-262.223335751575,-254.506427953109,590.243553765533,-484.164880930567,-226.565406260153
Competitive Suppression,370.953065255307,-201.334132750448,-195.170421194456,404.77014447648,-260.934880459637,-193.721499528342,300.483157116865,-182.083505506052,-167.525861169562,412.82382288487,-227.009364363138,-219.399475300991,345.767400662595,-227.747923936221,-165.078300833851,424.871353678223,-252.771253572108,-203.779702374625,479.08589856939,-239.505865196386,-231.84188494548,573.822220245474,-394.50419224284,-234.170408026114
Direct Suppression,361.294502436152,-200.62563280436,-196.041956316663,363.964415753339,-204.084177103313,-191.041974627008,444.378303938351,-252.586919450171,-232.328726857057,348.16911685048,-188.556446031764,-184.776725240974,485.262049587143,-283.779945229776,-229.545000012002,359.50329638147,-219.944494329967,-188.075052052668,593.569603598149,-307.631836802761,-291.775660505625,496.021147620283,-327.973916989896,-186.745806600303
Generalized Competitive Suppression,379.982507497627,-211.094408790584,-202.345408049953,313.585129008554,-282.341474460506,-180.902474082431,345.836039545774,-201.148375962213,-184.824771928731,420.379439422113,-239.692237260304,-222.843438667893,291.088458230611,-339.256035356837,-161.098618470739,325.723760754794,-286.007128224708,-186.224441962167,496.064848860431,-242.886886547343,-241.140460224681,603.261533788068,-420.120716023175,-241.747035529306
Generalized Direct Suppression,308.077065956896,-170.001157159753,-164.003430490772,223.732871625718,-127.186195322526,-113.459501113469,355.825070961794,-194.093199690044,-188.423837842901,352.081774993986,-191.111593748562,-183.738273093873,357.178184563662,-200.402804640781,-173.872020333838,206.082123081678,-127.301336042466,-103.852610217958,530.553225956281,-259.710404592378,-258.066739637487,578.50786915469,-547.385287226593,-198.661725945811
ROE Competitive Suppression,568.020489923868,-303.655301936488,-295.3685206352,601.007455465126,-321.02940913434,-298.63487376611,524.01146258334,-276.216779785412,-273.500055033334,585.697425110627,-315.867322296391,-305.545249419597,572.737828847078,-312.825044957505,-287.827964409627,601.118111759013,-322.13022256356,-298.679940771021,586.091722072536,-279.007703145089,-278.821419868241,700.440947307759,-383.434717586042,-315.099447783028
ROE Direct Suppression,576.165038471838,-316.983452585068,-316.52558357219,639.2302415984,-365.658598880832,-329.162487197009,600.645235762089,-332.058081071932,-328.870560537915,569.808336272794,-311.752379237238,-311.034088960062,668.77906486948,-380.411109896708,-339.653680253409,634.940484425015,-371.957533896398,-324.843964305341,692.312166724452,-360.043434881969,-353.328256338164,651.088844019624,-356.127574408501,-310.914193542463
OML,318.89299350967,-175.163139402598,-168.734909029795,382.513036878703,-224.558431590729,-172.615971664548,401.637939268799,-219.266427678468,-211.654874767105,337.942807965544,-184.57406769775,-178.511769991894,472.627026905232,-257.552652500263,-214.594368066426,389.836748888509,-230.346584390371,-180.91542531261,569.639786874616,-285.901773967789,-279.304265470543,563.013138844392,-544.417439767627,-193.436881824485
GML,315.951390822515,-171.585492790056,-164.286502210064,180.132201863336,-131.438022233171,-97.2122621590581,330.231209098294,-181.860151411668,-176.554925317792,363.467546645905,-197.129246212792,-188.254166854684,298.457198506539,-173.907507246274,-153.10726626583,194.554860712843,-125.961227512123,-100.429217215655,514.049782162666,-255.800245202441,-250.973445888305,568.645645991012,-501.403366866453,-206.378386954609
Competitive Suppression,369.894176151428,-210.630955554129,-201.894120996708,384.405952965447,-250.363648636495,-197.056100511549,304.556313517894,-165.991157254336,-162.830855958685,407.368710744304,-231.632920668575,-220.673048246816,340.798006606726,-265.830236087509,-165.835997159941,396.98976693168,-265.149587682019,-203.583659606302,488.271072742587,-243.680797531785,-237.11046858819,553.303841181573,-422.174017916576,-238.971032729873
Direct Suppression,376.799081003087,-202.335402437323,-197.864892275117,412.846543064843,-232.263675336758,-197.557126135715,461.427876317614,-250.412481388488,-239.631589432022,359.738173080884,-199.854872843997,-189.071773304536,524.659075623615,-290.359073324227,-239.381106164756,406.740534193106,-229.956903136064,-191.049957196739,608.597348109874,-313.185739262734,-297.589928983684,509.805380109368,-289.353464146044,-197.980725662802
Generalized Competitive Suppression,404.404670176284,-224.192291592748,-220.842379321757,354.031934275086,-252.828980897985,-186.970870057358,332.979377472793,-211.718419984332,-178.384479899001,443.706839149675,-247.272130638967,-240.858840316264,297.537149076471,-242.943744160779,-166.305901027448,368.07415103137,-280.98870091096,-195.041876091546,448.131517785946,-220.191058148778,-217.919710938596,580.476061105469,-440.54870724659,-252.555672582462
Generalized Direct Suppression,306.071896352961,-166.350634493689,-160.248075864409,224.085551406584,-135.816842177768,-117.207714266245,340.680069762946,-184.983246379996,-180.310369148407,348.8777276872,-187.174947508234,-181.664837127886,334.993801991944,-187.392760025016,-168.077467227242,200.837381368704,-109.74141294333,-102.286690235741,524.360449103383,-257.550321973411,-255.256463201807,586.433507913821,-491.020140876168,-194.086623452987
ROE Competitive Suppression,556.996123638265,-308.653695580731,-291.263385108012,606.921642630007,-350.378435081839,-294.664679523846,498.118102270594,-273.400826997602,-263.312191390273,574.798896209523,-321.376488772764,-300.829272014668,560.908006710507,-300.095845592655,-274.666263740948,611.844645695672,-373.785503465654,-296.577736791668,568.572479803164,-279.50830360781,-274.504199184953,696.073295154637,-379.430360641646,-307.264659362166
ROE Direct Suppression,614.027366280671,-350.57162131858,-338.443292945063,663.126925933248,-387.920179923284,-339.4212056529,626.361499524101,-359.493428449164,-348.012334533887,604.488385343816,-342.89879370497,-332.330492089042,675.281750678404,-406.872256426203,-349.377729198541,653.04078377553,-380.855009488223,-333.079432392696,711.820501727627,-386.912873974713,-365.919547526721,680.001760995178,-383.596392250465,-338.295349761658
OML,294.900155859784,-161.396596118805,-154.757457334874,332.5155082598,-223.345578027157,-155.073977768509,357.541393820971,-198.243042622722,-192.658766163595,320.167489672143,-177.147446936236,-169.582946094782,401.843368101502,-231.031787745783,-194.817134845786,332.433784302544,-237.543512725203,-160.459114165916,542.50120950964,-279.135063043299,-269.320899701007,520.151237497481,-437.240327342004,-197.420029547832
GML,316.030884511079,-177.444195119765,-165.492756071973,219.085344321653,-153.889570917176,-118.114723210696,350.109724455741,-192.678716953004,-185.321889876452,360.58263144368,-197.76081534668,-187.129730914972,340.771569078601,-362.619335899608,-171.360430770793,222.070996271892,-125.675511848758,-117.777979445034,530.002082493281,-263.903907006463,-258.515735724085,586.832843004253,-505.024131905266,-213.158869920411
Competitive Suppression,395.247659724897,-215.202637060409,-209.639380701621,415.628656127429,-236.892773293576,-205.19706060464,308.538958766692,-172.019008362855,-167.00347398592,436.338547588798,-235.32195768251,-230.061334043359,352.386405996383,-200.271105189393,-171.03405138864,435.060739487887,-253.486751503677,-211.259312467734,461.435271070708,-228.934722118978,-223.600104189226,652.303432607758,-409.222969370613,-245.944730248462
Direct Suppression,359.658491515924,-195.802316498428,-192.011288870734,404.068746767035,-237.773008892601,-194.790895055777,446.491386316033,-239.441060319267,-233.809819075456,338.411439960097,-181.893369483384,-178.240355730649,499.86379232165,-267.268789768343,-233.677295183023,390.567843350838,-221.755330824769,-184.179482399568,597.165855133936,-297.340959005094,-292.583912708932,488.227432156465,-368.437625325595,-191.342178888793
Generalized Competitive Suppression,409.833522338253,-215.248787759702,-213.079638329772,356.069288524697,-209.787249126686,-180.602372414,346.500079701185,-198.380301646887,-184.502996535239,442.932299798352,-233.287448986063,-230.836723698477,299.535402812044,-209.834173861315,-160.31327463735,366.134876970794,-217.763390278928,-184.463149024869,468.333257794018,-233.414621506776,-227.523846695857,602.389006130907,-422.210991567214,-241.208135023467
