originator,OML.aic,OML.ols,OML.sp,GML.aic,GML.ols,GML.sp,Competitive Suppression.aic,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.aic,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.aic,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.aic,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.aic,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.aic,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Generalized Direct Suppression,296.876181145841,-165.985220240977,-156.547632106606,213.019421552752,-167.666488441061,-111.179373861761,337.115918054806,-182.465430747253,-178.410945978098,342.907319214072,-196.898747351537,-180.436934271312,342.280859269492,-187.787349117983,-165.471328811286,190.893247239423,-116.010806117591,-98.1680998858956,522.001491619463,-263.646888722033,-254.22547225997,551.38439511851,-823.91337801723,-199.879560408744
ROE Competitive Suppression,565.843726641842,-311.042180058744,-297.332904425637,592.516646875661,-388.706600668819,-293.510639715412,518.664388419174,-280.676711217,-274.182697488238,580.719677955515,-320.249062384265,-305.30039528239,566.217812928844,-324.379630116237,-282.951914789234,593.976188389469,-442.404392874909,-294.414026350648,581.380598147531,-277.986196635696,-267.691640321477,694.648771413816,-381.235768559175,-313.440349659667
ROE Direct Suppression,580.137055879651,-316.137469218251,-315.798782039646,633.107898818296,-358.962740680705,-323.780858723773,619.056664127828,-353.347891794912,-334.914986429068,569.626760276777,-309.060620119687,-308.137150709554,676.934520114206,-374.539469605157,-339.974303067049,621.284510496818,-345.50293607896,-315.726812119959,711.224743276003,-375.144824435479,-358.953007933889,649.583901053465,-398.507779403062,-312.791850066579
OML,283.832229693807,-157.134740908914,-153.417625867463,335.958531164374,-187.0105603025,-156.47482200635,373.623465036978,-205.226051146125,-199.313981621228,306.842932786333,-171.790328795871,-164.924481238422,436.981958387511,-251.05747632604,-206.690026896292,340.202711478145,-198.442811682467,-158.606594624493,557.797827781176,-283.630417361812,-274.640750766983,511.416339484486,-681.545174554639,-178.487011024783
GML,321.110311901768,-177.55324510216,-166.941059303548,188.767603790016,-113.859460460226,-93.3433826271501,331.107821579935,-185.213885215874,-175.61792008534,365.780349698403,-194.381533390166,-190.004089463406,295.919968257856,-212.707146304731,-148.468248906432,194.091805302308,-115.057928887743,-96.2548868091936,510.427712774431,-250.420017386591,-247.439488137255,575.039494141704,-452.012302072548,-203.283370019239
Competitive Suppression,396.818709278755,-231.467704114477,-220.07223797218,428.515899813308,-263.004827531662,-217.124538494599,330.171942272715,-182.986156565433,-177.233009327502,437.867466730935,-256.902911837215,-240.300786290517,372.282327463117,-214.62729928898,-181.798921540744,448.868449092056,-301.852323230191,-224.38674917223,459.395565688136,-236.247662660777,-227.244139650863,624.526022851576,-401.348020874652,-257.963164217758
Direct Suppression,342.973113688415,-184.283263180108,-182.300316301079,391.331032401949,-232.89883275555,-189.015018056155,433.435481847343,-241.462326089469,-230.066826343322,327.30942325338,-174.217797704157,-172.491011547911,493.334250262523,-289.579983073567,-230.285828875383,372.583987882088,-272.243123227555,-178.602116458106,591.638927632486,-305.281209643652,-291.469199744759,497.06313917463,-391.577674005894,-185.264855723653
Generalized Competitive Suppression,389.481889065495,-210.588840776944,-205.29948135639,324.490337303429,-246.927040191082,-172.467838986188,319.497879177612,-170.960546611365,-169.43217896658,429.292950098382,-231.204846413555,-227.114693417336,261.510246901428,-186.41740395234,-136.930592626188,341.68645557364,-276.382803181149,-181.558516544626,456.638396119113,-222.682503815941,-221.083704976668,623.942686260849,-420.697476907402,-240.265771668131
Generalized Direct Suppression,312.711401794473,-168.682779638784,-164.290732645704,216.572676543759,-170.033242198105,-122.321707565152,343.89575790552,-187.139333086648,-182.497716623585,342.328063696821,-179.346197163801,-177.512663761178,329.699457308116,-180.48937083613,-165.406750255736,160.387053896934,-124.76273616954,-93.5561099774502,526.694333094735,-259.872162429103,-256.154291942703,515.848162123573,-388.708553959505,-194.429293140472
ROE Competitive Suppression,573.083315360374,-312.551835664282,-300.093733206161,600.592926277251,-360.142824940025,-291.706756447333,526.278564191421,-280.370350342995,-274.751148799048,590.853420812164,-321.772582249103,-309.242999793948,581.161935162113,-316.6422387778,-281.714355946876,603.874716614528,-368.100762324636,-292.520112503098,567.437090651645,-272.807869222715,-268.84404745341,703.839926016277,-368.6275033804,-314.819763989112
ROE Direct Suppression,576.301709353213,-315.484532686007,-313.009792020795,604.317261336506,-378.179834143554,-323.664146862887,588.807825351492,-326.731925364153,-325.298775418116,567.104175323189,-307.011688380715,-305.050516015463,635.720303962018,-358.834615710322,-333.923662791459,601.929386625376,-367.492843788904,-317.98501786766,682.304351292331,-349.110847630034,-353.69350423212,611.259748395031,-286.881306236912,-305.026272724956
OML,321.187933266012,-174.044831328951,-169.275183071511,358.104688584577,-193.057931923653,-167.117328880564,402.134629823274,-216.208050690547,-210.096745904595,327.470231477553,-179.032851336889,-172.758033570929,438.270145258287,-266.728614642006,-208.005241613292,374.7613713749,-212.425828540165,-173.955775603553,569.434194320592,-282.756540034901,-278.826752669494,534.136273336647,-294.861724384695,-169.267917695245
GML,315.139601164631,-171.979980817089,-166.716120212427,197.127878614544,-146.476259655711,-112.514230299169,339.069391475446,-194.47670293027,-182.618422682036,362.214962999685,-197.67164602782,-190.322056191664,308.91209257834,-208.679315496553,-163.118790561474,212.10236925645,-152.457224054855,-118.170472489144,519.709743124336,-258.796238278073,-254.277586160554,547.877235805941,-452.646873118274,-204.071113883725
Competitive Suppression,373.198150985524,-202.82967251881,-197.334456097818,423.547940532105,-263.247505000116,-195.856344728121,320.352234780234,-192.53495294253,-174.106529078983,407.442435543284,-220.897712226055,-215.542254206829,386.562244413906,-240.885939524226,-178.52711692473,435.834591174743,-298.5122554461,-204.826927507807,469.888070462431,-238.833908878029,-232.729275243088,547.535481959658,-389.654023906963,-229.143365404075
Direct Suppression,329.484030977009,-180.693258515004,-178.117716782733,378.238061284094,-214.424704036835,-181.679231828611,410.476320246398,-231.987323258846,-217.453013675169,323.833314411235,-178.864214032316,-176.936516147128,464.119821293127,-245.196903073497,-217.844193785094,375.168304003487,-209.493632247672,-180.877742747565,575.720195672974,-304.009762236998,-284.09190172253,463.915552443182,-323.785448736609,-181.673328541608
Generalized Competitive Suppression,403.022065220206,-216.357138298143,-211.148515942003,329.016004576135,-250.070679146333,-176.081624033592,321.010275363783,-172.842040734463,-168.531632481026,438.245879913194,-234.333907186883,-231.129495220364,260.4761041615,-188.625625145481,-139.274756410175,338.101577284098,-224.102933959671,-182.340975960001,460.036456777564,-223.471600602721,-223.259401200437,601.121466329861,-393.484801195618,-241.696702151987
Generalized Direct Suppression,324.389183339354,-175.332387610224,-170.433341777048,210.305021670851,-143.397143861015,-110.734207133677,348.555043025091,-190.656321471537,-185.955076668786,360.646440069124,-190.787049689104,-187.304072169552,327.329017527915,-186.099906287291,-163.080922276597,189.777441596684,-152.43101115775,-105.22476801072,522.69194784353,-259.492513747161,-254.652385659559,580.241672256025,-453.630975459957,-195.981466289399
ROE Competitive Suppression,563.541464490711,-305.817670257676,-295.063588112887,590.811081311212,-318.411432602471,-288.287590837871,509.672824800943,-270.752235231132,-266.517215353197,582.180425644675,-314.598358331137,-304.10682763408,557.978781590759,-295.832892685362,-269.939444915382,595.143207356138,-318.610242294871,-290.256244134644,559.831126809047,-265.986640509864,-270.848488476605,700.443701053204,-378.738025979215,-310.431218394306
ROE Direct Suppression,574.350310158122,-309.648882342719,-304.366094215174,637.088089961695,-380.406543316104,-317.135660739337,604.052519932589,-328.939743185019,-323.80268365826,561.870496431614,-300.907025458478,-295.788428174817,673.290190920055,-372.430586109806,-332.043537764148,622.201021869692,-371.723517984776,-310.354147820976,696.912881137996,-365.024757079279,-352.561997710376,641.056441603693,-331.872159289876,-301.475645310658
OML,294.738024127212,-159.418436441437,-156.669507447096,352.018578409244,-206.143624137151,-163.39860036402,387.514003361381,-210.240280957669,-204.268835836155,323.057989826331,-174.737802163588,-172.408160045559,439.632726885391,-236.048433459826,-207.944186789607,377.69087234368,-241.058819076862,-175.577318345154,560.948176008035,-284.082308478812,-275.201166928143,555.529572407698,-512.681548990238,-179.52755103774
GML,294.72403515954,-166.513733611711,-157.163879114483,194.100028417324,-131.798967436917,-102.261276838557,317.495584618333,-175.072479225807,-171.1141468779,345.954368801683,-190.89432088934,-181.625064525539,295.893722802439,-157.39181613235,-146.820608412332,222.826252615247,-165.673743774687,-114.85849101275,518.36215537522,-256.156622907629,-252.760130463549,537.054979709577,-381.750048458669,-207.198029872033
Competitive Suppression,391.036965867498,-225.143930131556,-208.276299421746,431.230000571111,-260.809104966301,-213.883091468191,329.890734821161,-186.043214433132,-177.17546354938,433.34824756221,-249.068789216668,-230.096065705166,391.457197734108,-227.769917320168,-184.234390769731,447.194705282879,-285.433413281778,-220.115223763905,476.307664022175,-235.224543398438,-227.040486179553,613.565802603123,-415.398380152041,-252.208096260757
Direct Suppression,386.09434852491,-224.454410637329,-198.866582734961,438.441749153859,-341.609881897295,-198.565447538889,453.249829166737,-247.243432370543,-234.407319134779,377.978581470321,-236.986742405307,-194.803525961233,509.870387287821,-266.400298659493,-234.107988507544,437.776353694176,-394.373037058031,-195.384220944565,592.334895800474,-299.694289604493,-291.659273064587,496.54444191002,-280.662969994782,-198.862046921783
Generalized Competitive Suppression,392.587773545706,-211.476977345592,-206.715381147728,347.523285103331,-209.836306100864,-187.014141648762,337.768704730971,-190.218209708808,-181.428734258597,427.036115602547,-227.912438765174,-225.68378144398,306.612120803267,-204.576910863055,-174.59004239797,358.098061070207,-216.648477788788,-194.914468272679,487.95161250574,-248.378205917191,-238.187396515025,596.062832906281,-434.410074844549,-240.374143065957
Generalized Direct Suppression,295.731690719655,-160.320063900737,-155.895704348308,190.535281714983,-158.281747606384,-103.051354885445,343.803259348088,-185.305280344704,-181.034024964307,343.129939662824,-181.741401583777,-179.225453876186,339.793627673554,-209.734698796229,-166.573529644244,155.99819072483,-122.605932859218,-92.4117408857615,527.133981043517,-261.397575396554,-256.823560541141,588.97885136028,-605.610674462532,-196.691335053506
ROE Competitive Suppression,569.801097503183,-301.401169753729,-297.224544718924,599.634131881816,-326.828723878911,-299.887424841082,523.154017976466,-275.362374640922,-273.026170604625,589.971818130327,-312.689328732566,-307.084591652525,579.374397829414,-307.085793620097,-287.25252835233,605.91080720764,-339.696062203162,-300.357146261981,569.234185252024,-282.4012066113,-276.138754686866,693.115191593204,-369.866702026961,-315.229129685509
ROE Direct Suppression,601.171768839271,-321.868128072259,-318.87010360447,656.243998761303,-388.288468698035,-336.682856357478,611.16956295485,-330.71101274558,-328.680315173481,595.229619558167,-318.018769398089,-314.449935170863,672.571893054366,-433.731560972705,-343.359262438966,647.911668915701,-373.599504447033,-331.499662740196,695.813512054364,-359.283496510619,-355.164066851652,674.914964515211,-347.305438583683,-315.829729010448
OML,292.833845371609,-164.982163365799,-155.353747414564,350.311286443563,-210.974223798351,-158.707043922562,350.866903450573,-206.935868408412,-189.07142629148,329.862911675811,-184.772232961649,-175.94678218023,411.134708919896,-274.192400139594,-189.842453160939,366.613187466235,-245.992483307544,-173.773427094188,539.069312235187,-284.33971958315,-266.030745235968,575.769760379903,-463.446623620936,-192.490670402279
GML,312.847316207381,-171.044741634131,-167.952038849223,208.982294542028,-173.87805538432,-123.727471699124,339.11217401001,-186.915635531747,-181.561479014659,368.906564858291,-201.676134691857,-193.474497091487,321.176535838244,-186.779690741824,-160.270600110904,238.961246094058,-200.40142648666,-131.823976293165,516.230047593622,-253.685031317164,-252.171269841679,608.585165940158,-504.253622233369,-209.360448126807
Competitive Suppression,374.786762232741,-202.70257179781,-197.794363540144,389.526284831362,-252.674206727902,-183.047269752774,314.124413456307,-171.847248186522,-166.138041635495,408.321145759472,-223.846883850632,-217.396446977598,365.146017762275,-299.735388730193,-165.802141681494,398.661602331984,-229.385357556619,-189.602739692127,474.921879299225,-234.65386285833,-230.879987574709,560.351034730532,-501.290305754622,-231.809861109219
Direct Suppression,356.737113497379,-192.967890294289,-186.14252426989,415.894500079432,-222.43584651597,-189.251415354544,432.392686473677,-231.737064729304,-225.124509068151,347.407039178632,-190.604855224951,-181.221227140528,492.532555685392,-262.82236389266,-225.415662019656,411.28887512802,-225.959288314243,-186.277423514991,588.25629938415,-294.25452941276,-286.878249832678,480.96604164113,-335.304258291219,-186.352243679395
Generalized Competitive Suppression,388.605876507912,-218.920960114987,-212.24441801581,323.427575667998,-210.431599949381,-179.235759983657,336.165125759598,-196.037152186119,-183.28343786796,433.193177882077,-240.499105546511,-231.021895798635,291.828348724953,-200.584771474739,-156.636273724392,334.433787188884,-224.048787764986,-181.392796693653,477.996495431086,-231.912094679964,-232.432723161587,592.883299844558,-403.661478169937,-249.157960637128
Generalized Direct Suppression,309.257800861987,-166.795078335107,-162.111737643621,203.964909972618,-136.75036299577,-106.320973303451,341.717946817931,-185.993349591861,-182.433644685058,353.70981778362,-187.198024675769,-183.81977873565,312.5372214972,-196.425255604171,-158.468206567141,191.531250177501,-108.196737664874,-96.8401304263974,519.791000152918,-257.52273545305,-253.628671794139,574.777995499403,-529.528768150983,-200.32753759976
ROE Competitive Suppression,563.269495843313,-297.530932487027,-293.880637021113,587.439582640586,-308.462127512228,-291.175829027792,516.966694605325,-272.920938291297,-271.279798075705,576.687741486845,-305.495507879029,-301.340874579036,562.563895794173,-299.577332526057,-279.168768523365,587.533609498617,-310.263661598196,-290.846177716475,565.039179064838,-274.141768352022,-265.361059742825,673.780164486127,-358.291752318363,-306.661786955307
ROE Direct Suppression,562.494819737243,-321.925618711783,-317.224898904963,599.579590254262,-337.49110142658,-324.030428525442,601.313294687436,-337.66970514442,-333.637214287629,555.201119143572,-309.386661835095,-305.726960235412,649.453690670346,-684.878200720383,-338.847705335444,586.589134405804,-326.530407973063,-314.587246778066,696.702443143415,-357.566223737655,-352.816144086357,687.823072786632,-435.208092836206,-313.978300637599
OML,314.797507889295,-173.235759545487,-166.976247539187,382.586820420422,-250.09514000424,-174.815600804702,388.235809728036,-207.876623612488,-200.570633528074,350.535856497241,-189.590059448231,-184.178944640071,456.806757291496,-270.161860985361,-200.795989136746,387.461130327068,-267.184628572517,-184.857262706073,555.694961943432,-275.333985733164,-270.789924769794,603.179296417566,-527.452231603834,-198.451825791315
GML,317.055041076122,-173.490986761132,-167.021342757519,209.592595075734,-129.424780452224,-116.253215430626,330.831315076721,-185.902545777789,-176.587034970309,365.348990138326,-197.336262540272,-193.38505313327,318.230356086741,-179.76779003431,-158.535956270954,230.09921041468,-159.577083916561,-130.297014858462,515.608936840623,-255.078592618039,-249.636920506122,574.069058741273,-513.258981522855,-206.391226025685
Competitive Suppression,367.595858982383,-195.483757781954,-193.442284320796,396.450020599995,-277.162279671197,-194.33928257955,304.502227275841,-164.485549297413,-162.249672409331,401.752925739426,-214.588283863228,-211.864826082667,347.101878125872,-241.405522977532,-166.516601438352,403.784810367078,-298.069294549725,-200.140310989836,473.555369850019,-245.297224544338,-230.332215253815,555.475924933624,-357.545059752203,-223.851088389202
Direct Suppression,362.394292633592,-213.622764759439,-194.401821541178,430.083057431312,-246.37168700112,-197.070616816703,427.919229319634,-240.686779806598,-225.054352927792,343.549559181434,-207.008624060653,-183.316077472715,495.364923042828,-284.330479840025,-224.93889000523,413.876438605729,-244.179925290411,-189.116899577512,582.643929170893,-308.458572410371,-286.027281507642,412.861966047752,-275.58845087418,-194.106843085609
Generalized Competitive Suppression,392.012575665397,-213.545376055649,-210.172730018691,370.373552801371,-211.629283971082,-186.898679308781,326.875636491063,-178.070443002205,-175.214837394035,437.666246214433,-237.606637926901,-231.200392497534,325.537142734067,-196.902725080143,-162.700426464355,391.985680753769,-234.933921687774,-194.690964326394,475.436398351932,-237.790256944394,-235.358440737524,575.305699406533,-380.84974234029,-249.529666080661
Generalized Direct Suppression,279.353518312545,-161.510106900155,-152.231764817778,177.674443595502,-148.22149693372,-98.305222805235,332.521920930159,-188.097687379638,-176.819287507056,321.075877116261,-178.724322701178,-172.826321054834,323.358867973519,-177.477859711032,-160.312877869331,163.003860394328,-111.312354146895,-94.6985509418058,521.816964107354,-259.496337475259,-254.691755707396,527.799905111294,-764.709302813099,-188.378199082599
ROE Competitive Suppression,554.099643686154,-298.903684264503,-289.610738520433,570.295865950429,-370.550740610629,-282.615257205421,499.159442103268,-273.084898099589,-263.862168258763,574.534863391464,-309.044124643914,-299.657534482143,550.473341036957,-552.259821050808,-271.894810369785,575.140802131494,-308.804662395576,-283.791891865014,532.372563202818,-257.198830193248,-258.089909716018,664.309017404785,-367.87020089114,-310.479851495097
ROE Direct Suppression,580.429533642117,-331.337593195912,-321.939799780529,629.012491387798,-354.528126836876,-320.598494397705,598.5645149319,-350.467231568949,-332.754017709204,570.526076889269,-318.264139224115,-314.458322881658,657.247515143845,-370.696859517536,-332.317025712239,620.688869795558,-348.693230592732,-312.943710408461,688.628794721323,-361.257324574987,-354.583809102308,643.889616166338,-355.539618561511,-321.920154073509
OML,278.300377629665,-151.334218972543,-147.781158250995,330.132665247338,-201.069962181288,-154.288103226787,369.724159748219,-199.114896567413,-196.064347381536,309.612969126894,-167.345809833702,-163.992238301156,432.362393061407,-296.628388793859,-200.527042564815,331.903746284641,-195.882034100685,-159.554185874049,557.215957745948,-280.155438206708,-272.811319618658,493.134961689306,-399.545870104296,-181.836177367396
GML,317.554123844374,-170.691654310405,-167.782987355813,189.517996470429,-145.035928874604,-96.9570524333016,329.878544231396,-184.01211500919,-176.422310637917,364.562041155091,-194.095987410649,-191.802611429428,299.59735126475,-177.765657193714,-148.542969585471,213.624790427022,-145.438784419717,-107.756606923971,508.574087315071,-251.66691456251,-247.810451967685,587.971190227048,-432.818254784172,-206.036653621658
Competitive Suppression,384.333752019614,-209.242802677452,-203.807036819249,426.713963695703,-266.326534082499,-203.97768100644,331.156128961033,-175.312386495213,-173.263500308394,425.795381982115,-233.86318560809,-224.769161781658,368.25818185125,-394.253297960457,-175.416961607252,447.291738397092,-282.203966164862,-213.344836591559,480.458566106768,-237.826626991195,-234.279581274118,614.847778739158,-477.565310983501,-243.86845882589
Direct Suppression,364.15297722913,-200.641077399239,-192.963095199129,409.219504190422,-235.27397128943,-195.944334228606,453.901133946561,-243.547822354023,-236.600328797338,350.261611333989,-198.626689510702,-190.011717409368,512.194234810134,-275.605424316714,-237.314750599668,398.478282951905,-228.051373846098,-191.166900760716,605.71280591352,-304.920553134774,-296.266639571923,430.687579115406,-286.519633677812,-192.018815211939
Generalized Competitive Suppression,393.324570739281,-213.361118127647,-209.623625628198,343.636575136095,-209.500143992759,-175.365935949555,317.710797559252,-176.147035050825,-167.327492589666,433.240075614424,-238.106208328574,-232.493622120056,285.810824050818,-184.775018129495,-149.218808188396,356.260058163715,-229.418840082575,-184.697665345512,463.034448853095,-228.676326638903,-224.349140208822,603.365957634723,-448.888821812838,-254.927712573697
Generalized Direct Suppression,325.309666728785,-179.118262055358,-170.750933111138,218.753919787606,-175.420510148441,-122.952892471683,339.895300648855,-186.502864258159,-181.364756740179,359.225898240884,-191.748286624687,-186.424268040254,323.472029615262,-198.037664322892,-164.187785526015,184.533283591894,-153.192879038486,-107.468118817202,517.844109552852,-255.176467066255,-251.660739571273,566.041883627762,-404.164095895506,-200.409424820591
ROE Competitive Suppression,565.796499159892,-300.185487809385,-294.880612738851,589.621739504457,-310.329472045834,-287.201227266788,521.234538517061,-275.665855319199,-273.096457738769,580.749228604612,-315.482024212758,-303.644400653816,572.052641938291,-309.881122493111,-278.115067812657,588.068344533152,-316.182110469079,-287.658469613325,575.291403254904,-283.648406053502,-279.837285027908,675.343285171442,-357.214157169755,-315.517706844628
ROE Direct Suppression,587.922436068552,-307.24783822618,-306.481048732596,621.435511087929,-335.974173465203,-314.725320120088,608.618594114446,-328.114329311096,-325.576519679045,578.595750890688,-302.396463715151,-301.620034680282,665.692672413545,-365.511483434952,-333.089937546215,611.134725382936,-327.901385662886,-306.964681850605,696.715129865532,-352.863071413002,-349.127781882297,656.519939063204,-368.442028390936,-305.150197497706
OML,297.917665268213,-168.432594802407,-155.644556897357,339.112467200831,-213.814892548413,-157.283073615407,364.999681878988,-204.556707139941,-196.725210835711,323.673770913733,-179.719484129602,-175.163273775773,405.936818304642,-218.494326232648,-199.899444493982,347.32563988089,-243.439690096197,-171.358314599611,545.881849084906,-278.219721802392,-272.19816139521,548.77354378677,-440.878178808762,-198.659332660474
GML,312.544686467458,-185.03942104175,-165.279150403643,193.302213847283,-111.226305897831,-105.038145251256,328.490298822712,-181.10600536941,-175.121108617053,363.466909525512,-211.987088639279,-191.054153732553,302.891049165417,-176.313670155413,-149.359383000717,223.779079322965,-143.165148303797,-120.8367772467,514.8866521392,-256.233597578613,-250.186582794119,587.14980462424,-554.042047225636,-213.11494498127
Competitive Suppression,378.578804430865,-207.792951997153,-201.248511423788,401.924192877827,-226.413446725926,-187.897062717439,299.973428118678,-166.041527645383,-160.615150922894,411.580471685155,-225.609304887997,-219.239982539683,339.725540661275,-222.509786340958,-163.397936216679,413.266298471843,-236.92230697093,-196.170191167383,463.436133914803,-282.664284890179,-225.272435342156,572.585660750467,-414.498969680361,-232.816722726011
Direct Suppression,349.035787522424,-207.666523895282,-184.275847551787,397.432253720402,-245.91687492903,-182.735295348774,434.191045724022,-232.698057131494,-227.68404131505,332.359819717402,-204.985835506019,-173.871272560014,493.755372742224,-265.162934245996,-226.396173649812,378.475476954551,-230.472676014866,-174.695109800514,592.818921289771,-298.431311475698,-291.436058373253,481.611412836263,-304.404096967196,-184.263386006945
Generalized Competitive Suppression,409.928313633873,-219.08164437508,-214.091581576002,366.102027694631,-200.730529338603,-186.482077551352,336.072202976622,-183.329820188242,-178.573472912616,450.265328554445,-238.222839168758,-235.706585752387,301.808571345088,-172.54249428922,-158.459593854578,383.813730794256,-210.673212982313,-196.568999918517,459.162237045751,-225.350775355483,-222.592948868514,590.325830289614,-373.036005417855,-250.658831065456
