originator,OML.aic,OML.ols,OML.sp,GML.aic,GML.ols,GML.sp,Competitive Suppression.aic,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.aic,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.aic,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.aic,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.aic,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.aic,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Competitive Suppression,370.655203939202,-207.386481274179,-199.318138640195,382.492411299191,-233.048449791105,-189.996542439345,289.083197910083,-162.642918896083,-157.284069002413,418.221496932196,-229.541257301898,-221.183751989085,324.172551539458,-190.384902934629,-157.51882811371,408.081525635685,-250.960320992555,-196.178492889027,460.135170846573,-231.975311230272,-222.248511462077,631.290852496807,-393.513148427463,-238.460004326629
Direct Suppression,349.602718352047,-194.874208595689,-189.313205618398,395.847171501959,-285.563847143946,-193.930563883027,432.940408163647,-264.95314046454,-231.268727547139,327.966833591015,-182.167057453031,-175.526326904656,491.368339950766,-329.71783926644,-230.548013565787,384.417836573734,-307.181919901717,-182.669831354564,591.042312624442,-327.29782667361,-291.324172976823,490.264172962188,-307.743291924688,-186.928012535911
Generalized Competitive Suppression,402.582134872194,-216.587448414667,-213.820549671246,352.164216000539,-248.954509359905,-182.923205352623,321.720088762762,-176.263556668445,-173.986670321312,444.263740657905,-237.917268535303,-234.255971552053,299.49623944121,-219.924017811265,-155.578019692182,371.670749686244,-244.903559223633,-188.864799587625,466.813923403689,-233.122892965969,-228.274711730061,591.633852086731,-399.46927939059,-245.368866937587
Generalized Direct Suppression,316.123368072875,-170.781646576691,-164.740641735619,228.378055444579,-143.040491126835,-123.301812185794,322.367612166678,-176.322591792225,-170.051859009977,359.270833974468,-192.708369485379,-185.584090508874,328.183160182917,-237.568869393555,-162.509886283139,214.468868509118,-127.144649562737,-113.785804587887,515.18076482468,-261.506570081881,-250.91959142173,561.227746183886,-439.006782782441,-203.821149609032
ROE Competitive Suppression,538.914703400791,-312.106891576064,-280.611632070218,575.420600238769,-336.378499759459,-272.818695598203,485.930898933443,-284.716099380457,-254.737725113986,557.702226123955,-305.837134018192,-291.070435716376,542.859835090738,-322.004413252673,-259.108302508057,577.770827474877,-336.116914670034,-274.732189146677,517.738352882991,-252.480700731557,-236.783127784544,681.028802271677,-364.022094830342,-294.043296280891
ROE Direct Suppression,551.857181451851,-298.790521749307,-296.167271784059,598.424142516275,-354.542046324725,-315.004730892231,591.573419477577,-324.582713502557,-320.090845873586,539.180499923735,-289.123523594771,-287.006768436736,646.067028802885,-342.67552970757,-331.200699701365,583.05606882509,-353.98828287888,-308.664507103967,692.750889494796,-363.409473719067,-354.048393670349,605.703882854603,-334.674905775504,-294.17845464483
OML,318.91214414775,-179.209274695258,-164.910981730209,374.850827326139,-247.606856135129,-164.940397531637,384.025237979277,-213.416676898507,-206.567717532079,347.057762087522,-190.752572328079,-181.03494546651,446.709086630326,-312.274731164052,-204.286127248964,397.46752524729,-226.746949621406,-180.625483198041,551.189628584437,-283.184249942261,-275.422895986335,551.717146578302,-402.52498374167,-201.730192645945
GML,327.459877986898,-184.689654621224,-172.794097407838,211.394772747486,-120.690041566942,-111.00653458135,349.838391041201,-190.943581109192,-183.98991414788,368.759103943357,-199.228281345862,-194.574725407613,324.447027626675,-174.024156847258,-157.278238014101,227.893801457029,-142.285870316796,-120.770566634891,521.964455357732,-257.878739991995,-253.079675582102,605.227813142924,-488.527228872959,-212.240060180184
Competitive Suppression,360.66598746809,-210.168362623398,-196.450739940606,391.245355484847,-221.037693756808,-192.940080960615,321.468842800026,-173.383576942139,-170.91939606348,405.972983280728,-227.58548578348,-219.694419702213,377.998994821205,-235.643453706549,-177.973156291945,413.490447818055,-231.928870930437,-200.890940547609,478.136806367128,-249.768520908515,-234.916914911906,611.177424629995,-489.070820218901,-237.581890983106
Direct Suppression,387.864587899054,-214.177708309528,-208.706893663947,437.531895594636,-275.898311401526,-209.49318168687,458.456091285827,-249.597327955264,-238.294132521078,365.553311016174,-200.789912693224,-196.024261170596,508.730162615527,-291.071233514479,-234.508414130673,423.354470365591,-266.761719093201,-206.718794544281,599.930185384883,-302.120027625767,-291.910906395661,491.373986241148,-306.370509148861,-205.552631576672
Generalized Competitive Suppression,398.52408335241,-216.928003705647,-211.707490928102,330.473109069788,-209.232413342073,-174.195595712381,333.074318447364,-183.562382999116,-176.978902828838,436.177965061658,-239.834469348303,-233.691918959787,275.430807350759,-152.551772308138,-140.840655297125,343.265880196409,-257.694541633061,-183.662617038839,475.003769467117,-234.301196527789,-229.154334992183,600.816178199842,-443.749530985778,-245.153865797296
Generalized Direct Suppression,330.557451331508,-185.899714968539,-174.429261225584,247.543209172948,-153.427266988791,-138.692574580724,368.851969152674,-199.168850168202,-195.216371799235,364.294327407775,-199.777730140165,-189.829136399722,368.139568876815,-200.956684546721,-183.410829457316,228.860739420488,-151.358460295249,-129.793872505197,532.522709196869,-267.880201492123,-259.955404841078,560.601454789406,-525.916758214584,-199.822030093691
ROE Competitive Suppression,557.853559223681,-301.202600236328,-292.385925763354,580.023422957728,-349.509358392117,-287.6754197779,501.307253250109,-267.686254638647,-262.977021253142,579.932502049328,-312.802068066992,-304.487084218392,543.175211123837,-318.340756017211,-264.418642392245,582.605183077831,-356.272540865592,-288.804499245076,544.275942762079,-254.091204025982,-252.682649711211,695.051264193863,-394.503112423676,-314.955556387331
ROE Direct Suppression,576.90879391531,-318.60975133937,-316.910274279065,632.94772573377,-369.838059272389,-321.700500162434,606.154132431349,-335.916683205986,-330.738634515698,565.4603853126,-312.698644212494,-310.932347458064,661.230813777454,-359.78673067703,-336.321056520711,620.999861531121,-363.283184468527,-313.334801397617,694.902474716775,-357.422863228024,-352.841567349754,642.807663095837,-357.728345414134,-313.683161150642
OML,300.08027869001,-171.03532053079,-161.32138447418,346.937385295835,-212.961218295791,-160.461701235329,388.76442514281,-210.009878672204,-203.463847733981,329.265035215886,-185.788805009404,-175.355388860516,442.057442160441,-232.29442688345,-202.203336369832,357.227260442276,-215.169640728631,-169.020615808099,564.782180926644,-287.505020550078,-275.838047667872,590.548051371244,-511.293612285183,-194.544493769068
GML,316.101541798019,-168.741478328897,-166.358562967006,201.810770231916,-129.449313563502,-104.212219767648,342.398151695175,-185.40219944805,-180.019395587091,370.99030250426,-201.167787573604,-195.263995631201,330.485819180947,-190.538449471409,-158.052412159492,238.80882663903,-156.038773881444,-123.022503394339,516.547484007024,-257.679849123646,-252.63953054283,554.678867068559,-465.441845283358,-207.525959304524
Competitive Suppression,391.829468344506,-216.386333673547,-206.676271385687,414.757150797147,-288.202754381348,-199.317529490765,317.835897022252,-184.617385799932,-170.299269877697,431.570960819168,-238.376319324676,-227.853023052681,359.54525975753,-251.072404709218,-170.965983571364,428.694601359146,-249.997165304714,-208.131971925516,463.791401283336,-228.331272414535,-225.678346820037,624.59756657826,-431.108126453191,-241.852446647888
Direct Suppression,370.744014869607,-212.3836178877,-192.42544623968,393.70185474039,-233.034994521183,-188.511858347309,453.32826672974,-258.925460256713,-235.691598553068,350.280935381529,-199.86084681265,-181.36471157188,488.983227099556,-286.046938054393,-233.359943321188,380.884375851682,-213.006412283044,-181.628328353877,601.534750492621,-301.181323492032,-296.014052549113,499.62466410633,-317.834804073774,-192.417131894057
Generalized Competitive Suppression,408.656691556161,-228.113064781411,-216.988296567373,335.345262807504,-234.537904011138,-181.573534974585,338.154309983284,-211.859275645444,-185.097464468437,443.618447191862,-238.607402209928,-233.484871766795,260.161592525623,-152.840230090369,-145.516194842421,352.45432972701,-231.522127337541,-184.167573708213,479.091203642045,-234.514993053359,-232.262962074159,627.101672162218,-417.914303421088,-244.212157632209
Generalized Direct Suppression,316.097716628388,-171.277858543428,-167.840818849088,214.650421548015,-144.759467842693,-113.964130468432,354.506808622989,-194.030743613303,-187.764789710006,350.100448531326,-185.831811228882,-182.788317973223,339.868695109845,-185.6314762317,-166.872003825358,192.36265114921,-138.05308678615,-98.822351583858,526.957209051256,-260.103174047828,-256.121227227665,572.086082450553,-461.17407103938,-194.074356871498
ROE Competitive Suppression,554.092505407876,-308.174613506125,-292.186250844594,593.584586783001,-337.760371625363,-288.154584811579,507.961887816754,-283.038212116436,-269.784692176189,572.464806608107,-311.220057055195,-302.241641634985,565.007052137887,-310.282720618636,-278.751253438593,595.766927903593,-338.33643409831,-289.520399133265,565.556224839048,-268.190268740447,-263.255861284025,672.43642129187,-375.534156176692,-308.230172446307
ROE Direct Suppression,593.55015873339,-323.248941396882,-316.225687461285,634.278244403905,-359.269419928503,-325.653542701038,615.226767204954,-329.022815512428,-327.523442961367,584.987360509338,-316.603452640312,-309.913222200394,668.353616050394,-371.627379560944,-336.15378609334,624.781595340884,-356.87712873854,-322.285811932258,703.706614131137,-355.97557550637,-353.073074396392,664.376261066994,-366.704911097864,-314.829212382402
OML,294.106041972965,-161.603577282329,-155.882029091564,350.452125076297,-218.850276669783,-159.545331477784,367.164675616309,-197.527062585347,-194.177817077694,327.643615829611,-178.501104038048,-171.587809457191,409.149278730057,-221.109160258086,-197.640305184115,368.437025086456,-238.497290581663,-168.076622203612,552.518437256775,-281.280552859751,-271.012769701943,523.759944095105,-429.498969608495,-197.21506546615
GML,325.495264959328,-183.806781192513,-169.943151911635,231.696766007067,-143.084434102511,-126.477891510065,361.81650987693,-199.284554602077,-191.720419161676,366.810352598415,-204.579030679825,-190.302202961118,354.423424261068,-229.663909627311,-179.916265662125,228.963793737789,-154.60620688192,-122.268065397102,534.484645621113,-264.593181162283,-260.464760611595,528.87004245209,-537.80938020588,-208.009991445035
Competitive Suppression,367.892721578659,-234.633451109253,-203.867446175441,402.350003789577,-281.119152034836,-194.388633888502,285.777347983874,-165.21422318626,-159.383902697146,411.287281164044,-250.062077186758,-222.823299909783,340.837355436527,-245.583140635739,-166.798100713554,426.19034264109,-280.501669408016,-199.12621311275,468.832419923157,-232.181330175853,-228.941617876723,582.512258083821,-411.160892478854,-240.307351364609
Direct Suppression,341.499564844963,-212.805094037068,-182.123353105756,383.667662190248,-228.285354729618,-181.191306668243,423.858025135166,-236.782962275275,-221.873170948428,327.987368190195,-190.209847285629,-173.569571466153,473.947582291407,-278.846227830874,-223.43730795475,368.209011578134,-206.118709718248,-170.087514501969,577.66069751313,-290.130495993405,-283.323498040832,471.053383619795,-348.98800902319,-182.762567966187
Generalized Competitive Suppression,385.02998250378,-228.45989388772,-209.813573197405,347.500876734844,-224.377853684575,-184.02490863536,334.381372881024,-189.382215691632,-180.8849262639,420.43607506889,-246.766693649019,-225.282515409202,311.384187312483,-167.595279304949,-157.629236455129,353.933985081398,-220.787179659811,-185.450527284599,487.698692759191,-239.532603839715,-237.072356572896,596.305042012114,-423.405492669387,-237.622953370444
Generalized Direct Suppression,336.180082616139,-208.985882589689,-177.408535571239,247.330220531996,-190.340821660933,-141.224139417594,367.998007192423,-203.381143069202,-195.044597806148,358.117233634293,-218.442128434694,-187.721645188769,348.991807992869,-208.24678940999,-180.59214594178,217.318586555177,-157.680009579835,-122.124112673495,528.909768399233,-260.307431358136,-257.428564376979,506.205560136373,-574.539645374792,-198.815061896354
ROE Competitive Suppression,536.314959450861,-403.216631449646,-282.270932095067,592.829151362638,-445.048259925757,-284.045271750654,485.874791955099,-281.85184561624,-259.170197226897,554.595645019962,-381.054508081905,-292.461232837994,554.738782456438,-372.442708020141,-271.191058372424,595.500115563701,-405.94932951509,-286.342026718333,536.035253798554,-249.117465146992,-253.514507730756,664.010149123728,-370.565328958855,-297.957326550754
ROE Direct Suppression,597.236521781694,-323.468978050768,-320.80099577501,653.934595841598,-371.321820887401,-328.2884177029,619.276256850721,-338.368726663381,-335.736388950247,588.883819363749,-317.546328080474,-315.130432092324,675.348833987268,-372.207593572126,-339.419904073842,644.866733022958,-385.16171348553,-321.402096414216,711.036881669817,-361.479080974768,-359.187829622662,678.248047901637,-374.301008667843,-318.200138693692
OML,267.341375789181,-155.180368855866,-145.873328591868,316.470576445133,-193.874264350861,-149.292117079544,367.295364083899,-202.828472834156,-199.037864349361,289.842493652877,-163.898935046007,-157.076548374525,428.659946529859,-244.00224940303,-202.148773764508,326.657486352996,-190.278100029345,-154.188664732264,558.629589666163,-282.069715272479,-276.595150067372,497.02348506772,-528.918229398382,-178.935251644176
GML,320.277296937121,-173.308454195428,-168.357800777044,200.134497830581,-136.638461862767,-108.530371694926,327.85380193475,-182.26181542529,-176.360479787788,370.560472881853,-204.125009785273,-194.412764340009,312.352636670286,-185.320879531911,-155.770671614594,213.096652830756,-186.695782531931,-118.092785972538,512.090495106306,-251.435275352081,-248.969667455594,576.65048540203,-502.801752588667,-213.889430465767
Competitive Suppression,379.880900547985,-205.297826888695,-200.401936411021,426.484591403373,-222.525279515121,-198.528299928165,311.948620328678,-184.526030386978,-167.848042882753,423.301588617432,-231.937482397766,-222.042555428419,375.569259126257,-207.06320651883,-171.092974465021,444.384906674077,-239.760380576349,-204.556166039751,463.992014825832,-233.271177967186,-228.601762640119,592.038494602732,-425.382965246968,-245.666829732759
Direct Suppression,376.059047270151,-213.097015924213,-196.893837387476,409.927875516298,-244.459857677875,-196.366985921349,464.551549113118,-260.499982927167,-239.422149112715,352.149928211561,-203.090304153343,-184.758681736501,518.194875022543,-299.624732172575,-239.312172517876,391.502901610168,-243.814176937659,-185.900716269662,612.541591375036,-311.242223679211,-298.077464975204,460.598954022301,-251.303668722255,-196.901247391272
Generalized Competitive Suppression,379.251922211202,-198.589351762276,-196.12061411323,329.303114561505,-179.502943606023,-166.952346300195,338.864451128094,-188.168604454644,-179.040353709212,417.230661862506,-221.230827296604,-217.783237082798,304.86416577949,-170.945020913814,-162.932988409573,343.123677866208,-192.431636736453,-175.303460192191,481.089245967664,-235.199371939508,-233.386557038981,579.311119934718,-379.651994915113,-240.867428445788
Generalized Direct Suppression,304.106591339516,-163.416211160628,-160.768597490636,190.359420354888,-132.167416293793,-109.401252471968,343.327460149802,-184.477766076011,-180.647355819788,348.810892304034,-186.814479945501,-184.108788229965,335.717563757774,-194.242161146197,-164.010955759984,164.692042352144,-129.316509315856,-101.468074684449,522.062834037278,-256.774534187327,-253.658041122495,562.397973346104,-565.993726897752,-195.487463144367
ROE Competitive Suppression,580.514571503771,-317.580082073126,-304.042646084366,612.946990416504,-358.661268534972,-287.361758462522,527.30351622861,-282.84802520241,-275.462079901778,601.247508497192,-328.788455294301,-313.730899181404,592.145726403034,-326.573872611078,-277.897815082919,617.245827357632,-365.791242592338,-287.430402086176,599.618143824268,-283.13283625836,-286.095435927784,714.842816736156,-383.426832497369,-320.677994883829
ROE Direct Suppression,601.802477796888,-329.217262195667,-323.319116829435,643.630217323542,-364.868722418687,-338.009192778224,623.935393551951,-342.521336629473,-337.097395553654,592.997487985452,-322.84811842533,-317.300128464418,679.714593207126,-387.296070552112,-345.724407767198,632.172508677952,-361.52023449727,-334.226761113745,709.642462877058,-366.516935606045,-362.095682220931,673.106539329759,-377.88704613822,-319.575194283599
OML,287.489392647151,-164.311918666057,-153.849300639265,346.324050595265,-219.893199086787,-154.739529546779,377.854931419461,-208.168872641472,-200.580280791716,311.748821631396,-172.580566725936,-167.225976053472,436.485492584412,-243.067157518279,-199.889718114008,358.67073946815,-212.97955534983,-167.512889751439,559.586966288872,-282.787772561795,-275.47586882856,538.177760928905,-494.487936232097,-179.289741179408
GML,324.473406499078,-179.703173300903,-168.61390017814,202.20475605781,-179.226004439531,-122.24987216922,336.809231760538,-187.189107746628,-182.303364901297,369.873160480094,-210.114741794067,-193.853143026457,326.663209547322,-183.375843959579,-168.582619541098,224.906547469113,-245.750637379345,-136.364960134181,519.889736550424,-259.224628143764,-255.513312927087,593.95743642197,-595.008959157638,-210.56255879625
Competitive Suppression,378.275047256127,-215.832971475772,-200.532150823803,419.524656385918,-254.501838443479,-195.716309206322,309.146979896021,-168.30443206553,-165.086962148328,415.825241740539,-237.888419943366,-221.184194086057,364.984920554008,-236.753364820289,-172.815466095401,432.468560099882,-254.965914208192,-202.001788941824,469.191978913412,-233.81395474332,-228.819565499303,571.796378208042,-410.330126297587,-243.353332304897
Direct Suppression,347.145178101863,-194.493547917666,-184.474409375275,379.569607984061,-239.550455639415,-184.525990875257,435.81918375183,-240.247354842033,-227.249757032616,335.751368932476,-185.792848480196,-178.674463847969,487.520768065551,-269.314452687347,-225.134564997422,380.941273589882,-217.030234491011,-184.925819524451,593.410958819534,-299.332298106293,-289.515831746319,433.694623668551,-315.778274330112,-188.291310626881
Generalized Competitive Suppression,373.117770795611,-203.89004638086,-195.902317957962,318.102684088131,-201.918503410791,-168.029899518313,303.378057480611,-169.595532045595,-163.036181757259,413.949611516722,-220.313543546556,-215.989845129624,253.835353066235,-166.049142646845,-140.284616760791,332.194521545256,-218.292924908403,-172.608382177231,471.289944178744,-234.606410856821,-227.316302632119,617.601266384627,-424.020355432276,-227.942347746786
Generalized Direct Suppression,299.764858592582,-166.127447611071,-158.556642099193,210.446221077526,-139.415066852849,-110.178450646788,344.524700717513,-190.151411898992,-182.100600896894,342.921634427735,-188.437338370397,-179.275691183742,344.035702484938,-220.677520082917,-171.684658564563,181.437993676304,-148.422137389914,-102.892904851575,529.021423403245,-266.236751219242,-257.898561395354,542.238460714723,-537.991019868012,-194.798697695828
ROE Competitive Suppression,550.048479938752,-305.32386957492,-289.188081930049,586.851620909036,-324.990866141541,-288.750307363974,497.106464680152,-267.770057175686,-260.970002124158,570.59330564567,-317.650377440591,-300.664010030017,557.12334291474,-294.888216774927,-270.346652364693,592.367963323494,-333.370097349212,-290.847954291385,542.242931950518,-267.669872250708,-252.48115590437,680.226853466441,-402.822500541632,-308.384651064765
ROE Direct Suppression,573.992582114947,-306.436107199707,-304.785268162709,609.708403562082,-337.363366307424,-315.8060811861,601.580303525556,-323.868949389011,-322.438603757799,566.41530758066,-301.019278215406,-298.729398166529,641.921490267513,-352.676740800735,-331.916971914369,605.178613292427,-327.471030407518,-311.991728336844,696.457194508838,-352.104487681252,-349.989846612711,649.372225252226,-429.004740673096,-303.208106894597
OML,283.418518275062,-160.639587799085,-154.800224573335,342.070610482614,-197.572625893437,-158.968954598033,360.654018203417,-209.965425620616,-197.045304141781,325.345653681548,-181.062804916496,-175.210855012376,420.154500330426,-244.80642779515,-197.14342625147,364.257511540518,-212.732595969955,-170.268891254546,560.384394838596,-306.485652787907,-274.214672046969,531.806577961474,-332.168101817536,-195.116472474594
GML,317.045390222656,-169.821740467922,-166.731790695456,198.307141242012,-177.333599299096,-117.962280625419,337.917684287067,-189.052298127558,-180.567608725643,360.770883525373,-195.202962543656,-190.134586945284,313.048550703497,-181.249213098319,-160.784210221014,216.642816216756,-159.763276323754,-125.377219225762,519.429907237318,-259.969951046949,-253.266627232471,544.263981193447,-504.97545994646,-202.716877971871
Competitive Suppression,366.608488796858,-211.793134983714,-192.995117687148,414.501241481544,-241.800664221988,-193.10990069087,288.941521788505,-157.000139272054,-156.068365070879,411.022718978638,-249.350799505791,-215.936247483118,350.433516185954,-185.253243158763,-171.528254282263,432.688191209472,-301.410569466797,-201.117399484503,468.480097317829,-236.315696756024,-229.000330764491,599.00267573517,-428.199849743091,-237.363800482317
Direct Suppression,368.5691270308,-200.413882279364,-192.159474553997,426.978103191964,-235.873806875017,-193.779359906483,438.467728547641,-240.05874852518,-226.93238318001,360.70535661985,-197.552951836188,-189.639649828357,505.382701875467,-284.45977506738,-226.108557984112,421.974790765766,-238.667840310782,-192.944810098798,589.633926574107,-298.97798017184,-288.183052268476,508.65365249929,-342.532144169708,-192.54429292784
Generalized Competitive Suppression,417.528593836592,-223.537429650087,-219.358660469699,343.20505847756,-207.039117704311,-174.260533180747,365.303957505247,-240.369482774461,-193.398212910938,457.426675319511,-243.127311052177,-237.855042635773,315.350389175168,-280.24780640956,-164.650227437617,360.190843993505,-221.323663606278,-180.879508114581,490.948884182741,-238.876150841433,-230.211407261462,605.517857763695,-391.362315767966,-254.439267933573
Generalized Direct Suppression,307.221228759722,-163.781002573195,-160.214456659731,195.422058854106,-196.278312316562,-99.7658345166266,335.638725619108,-179.221355543122,-176.743600843883,352.976941202528,-187.16999524604,-183.356316436903,328.211270995219,-185.68696962572,-158.598661072251,187.914441380561,-183.550501413716,-97.343625738354,521.093802752413,-255.086215394619,-252.664970043037,586.164581384217,-486.68965751497,-197.34573984552
ROE Competitive Suppression,558.954811766245,-294.012753656581,-288.980953231833,584.335375199784,-379.421710073265,-280.368063258636,509.076531577953,-271.908527234062,-266.529873896753,576.73115679724,-302.441206558622,-298.04827976413,553.202918670484,-348.783095153658,-266.34181140691,585.265249975445,-327.694874461728,-281.280427865835,563.199677460953,-276.295717585085,-255.47641340558,673.811571730694,-360.120649953904,-306.290891285685
ROE Direct Suppression,589.988823787313,-316.269153174877,-313.521173883504,628.901782514209,-330.087875012646,-320.032633387723,621.158601707868,-342.276886280822,-331.829055747671,583.852168908152,-311.648859448458,-308.835093247989,669.856230871684,-409.052351927711,-336.290658439306,622.916552756831,-332.994446262447,-317.451426138423,712.056948958262,-367.221701602504,-357.90243253898,675.407186094065,-318.189088774253,-307.816602846446
OML,296.458988235934,-167.996538035038,-158.233614543364,324.992540361775,-182.476485459655,-155.739915195005,367.908536309123,-201.958328545008,-194.909887580724,330.867860201434,-179.647727386039,-175.053211184894,415.144623291366,-235.191225635493,-198.090937495629,345.662581883009,-200.700040676467,-164.501825458269,549.381236271557,-276.210717503019,-270.406676214865,538.731971947847,-454.543188561423,-185.926336896912
GML,332.347267464661,-178.061341298507,-173.33006865902,206.220932004613,-132.832248910579,-109.508151087004,346.800516730157,-186.603457522807,-182.791759345976,372.374088127053,-197.946774592556,-193.205884465264,318.660050975632,-218.739642388226,-156.537781091687,213.627819142737,-130.64894103117,-109.331020447909,516.63279212352,-252.343982690103,-250.203325942382,591.392973531985,-447.534584872368,-206.925209051333
Competitive Suppression,383.743964433104,-206.484741866649,-202.401569866549,402.717125981994,-309.524114240914,-194.512456092399,298.775647600976,-164.342939894546,-160.014133876374,418.256157935411,-228.273561156854,-223.382439462725,349.15104355053,-248.456945306946,-167.992617198453,413.748925952754,-324.381566610678,-199.830656212633,468.726429985107,-248.506573140865,-226.072423683412,574.401216826552,-366.215476167513,-248.610488750284
Direct Suppression,365.415213614534,-210.371627870504,-192.736282770354,391.287957199333,-252.208716266379,-189.142389382298,445.778008998691,-243.323686479941,-234.288090239445,344.842678790685,-192.805088220529,-182.283567107553,489.061054728598,-277.600975356662,-231.371857336982,378.629741546525,-217.914432394097,-182.314135650515,594.708845393562,-297.865250678461,-292.538626035911,450.889538186771,-252.395489901107,-192.725273926131
Generalized Competitive Suppression,399.477404327899,-215.275603752041,-208.632786549411,338.628692386396,-211.345789123073,-173.283561055849,342.900433520631,-234.186091084186,-189.170089566086,435.675414331378,-228.127358623934,-225.499164392755,285.726361379812,-533.039275773873,-159.589100633751,351.7789648325,-217.802016384159,-177.377768458575,487.460420849003,-243.733457059044,-241.723654254844,611.443544993967,-413.073350207901,-237.449192298402
