originator,OML.aic,OML.ols,OML.sp,GML.aic,GML.ols,GML.sp,Competitive Suppression.aic,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.aic,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.aic,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.aic,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.aic,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.aic,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Competitive Suppression,367.824031716773,-211.903915043164,-203.420219401985,402.977784702281,-228.182816607224,-191.812418312363,278.518194898644,-160.935915894878,-148.805490129907,410.123206543899,-234.05209726308,-226.576058962382,329.940467603722,-199.03343942382,-151.672316481918,419.122362415542,-238.620545433028,-201.672127259212,455.792434261168,-226.656746093588,-220.438345706564,594.913467080493,-451.749846440281,-240.220489964083
Direct Suppression,332.657551620973,-192.428640928899,-180.369721826586,376.971974650414,-238.190116186746,-186.403567921915,409.38170959215,-226.002711730697,-219.889158239978,324.827029479881,-181.032150753424,-171.922946363312,450.516195947021,-273.702677037072,-223.254046442504,377.058114553187,-238.905927819824,-179.435590191871,575.098668623633,-301.534074878718,-285.273613794468,477.620837721119,-308.742185554268,-177.877746208108
Generalized Competitive Suppression,384.983478420257,-205.925884767955,-201.802976247217,346.654425856335,-199.432008779788,-177.53035858316,321.063418192576,-179.619059450137,-170.293210014637,422.070445127926,-222.143808756379,-219.985872126476,311.31973185215,-225.199814656053,-161.444126402122,356.815261840736,-193.887138670105,-182.909200253823,477.288157064873,-235.200643019474,-229.956179365229,597.611212505556,-401.471901651743,-233.189224639618
Generalized Direct Suppression,295.014451821844,-159.720600682615,-155.530204431211,214.628600562229,-146.888411748412,-107.42658081817,338.401300606352,-183.382478581789,-179.636840940529,335.701306963019,-182.560074157572,-175.805474703905,330.292174269388,-189.105096774231,-161.633712332673,191.516822428361,-121.108722984018,-98.008238144043,518.602943269655,-256.648174993449,-252.536017711405,538.503758882134,-473.327825975447,-192.068810711509
ROE Competitive Suppression,553.574550266955,-301.133078205097,-288.545007517004,580.479379521647,-327.13385679852,-285.708365249124,506.287726059448,-267.358894957439,-261.866025576604,572.173749826745,-312.625340770325,-298.161581499603,551.51948451332,-320.97481839564,-266.634687753081,584.731268542038,-333.560673586679,-287.360962092992,574.747972111017,-267.64499398272,-257.39402147779,660.426671120206,-352.943641649801,-305.640603231771
ROE Direct Suppression,591.776247114695,-327.67370413136,-325.546216277913,644.211700030769,-387.410403766446,-341.433825835169,619.779219034438,-351.394771315282,-345.060187474901,583.680480354797,-318.552576853002,-316.705166100064,682.232213062364,-391.09784723198,-354.11215839973,634.688521758523,-380.89223642931,-333.348937720854,713.439621340985,-378.897316514332,-369.33969615417,686.912835738194,-410.255918461745,-321.70601409499
OML,293.724227406761,-160.036576819188,-156.218436627061,353.051976934325,-185.992001838749,-162.332652690754,381.558680760329,-208.154768422986,-205.085169745226,333.42139157769,-181.029543992251,-175.004132977944,441.983240815017,-235.621801118937,-208.577418011393,375.730899751667,-202.733610096731,-175.075678997422,565.910885515098,-295.608135911293,-279.219179876348,535.451973348146,-474.571169256636,-192.914642443887
GML,313.304279765682,-167.150953282925,-164.964511174982,199.334969871929,-145.134765739432,-115.432162794444,330.831787479479,-181.902497812353,-176.937213339861,365.014109626721,-194.852359978832,-190.04618694696,314.033695709029,-211.280113386821,-158.024451221515,226.300076687328,-145.958441902687,-124.989251175886,515.893988372549,-254.931387845133,-250.685706240123,557.044370515812,-549.318298149174,-209.188384165584
Competitive Suppression,357.338091560804,-193.702999988676,-189.906474224723,394.919702550498,-232.589033690078,-198.524883046072,297.096550787795,-182.529530946309,-158.691756139265,403.65018423448,-220.655728799549,-215.999548882243,333.63020659594,-260.200437920686,-160.746207516036,416.698847859298,-252.770567598097,-208.473691883059,475.000675764174,-238.59411199958,-228.324503622649,560.658697460847,-377.278551528499,-233.396081387463
Direct Suppression,343.414759234145,-194.648464049837,-184.705518376727,386.844986130207,-299.39875613402,-186.670470372281,429.195387585828,-233.581483806903,-227.551844458201,319.766398096997,-176.39019930682,-168.218253045893,478.447569469484,-301.739820729493,-225.49391213811,381.103040429454,-302.373884225108,-175.981759974482,591.466960656512,-298.171694191473,-290.628654480583,491.359457181824,-278.719690557534,-183.327039550913
Generalized Competitive Suppression,391.8029535035,-222.748536145311,-209.238224921374,346.685845888633,-200.210468368874,-176.657077080709,334.652427507919,-201.242877993871,-178.774587644393,427.404026226038,-240.110546037869,-228.189228294986,317.309519243699,-240.606564059025,-162.634233057693,347.712075654673,-207.959913480881,-181.594003173496,477.476470539508,-235.208137138241,-231.918778214247,615.967478050181,-427.928444505533,-246.284078221121
Generalized Direct Suppression,327.858822870629,-178.386590091055,-174.098346775738,225.286031245772,-154.786669223286,-118.057680002328,355.225634628154,-190.954651948617,-188.078743661713,362.34901894032,-194.797332957442,-188.952001457827,327.824723208676,-166.420965942233,-159.021948314112,202.924774540793,-129.027989292038,-103.973615317417,521.673952155895,-259.174952900472,-254.25992772405,528.887015576424,-463.491945775506,-200.528341669459
ROE Competitive Suppression,571.029401254268,-302.713489795715,-296.648319139125,591.164326741552,-325.406345327131,-287.348402889822,525.447911350634,-275.777105664908,-271.846397208071,589.684705839279,-312.243944964541,-305.937851025158,561.776880254415,-392.736642431135,-271.611939830783,594.883286152335,-331.303364630999,-287.920437981223,589.176489367336,-274.756679137099,-252.10370260255,688.735163329304,-353.551901187243,-311.464142879915
ROE Direct Suppression,568.155553039674,-310.460637754853,-307.693810306201,599.612494657385,-334.764042669598,-311.932424424746,603.155510727661,-328.284833053458,-324.431617113749,562.194219762116,-306.054721680763,-303.139759635103,648.730615866391,-345.690362174034,-329.384442848977,598.117489868253,-336.240364572265,-307.073170010236,700.733203398273,-363.072800010873,-353.918755916523,675.166151162069,-360.122248568979,-305.24080203033
OML,303.445865917657,-169.680090074004,-157.793261709249,368.341376200952,-253.756312027094,-159.504903191162,389.973303629071,-227.182939996058,-202.560962082037,329.82289645549,-179.114451339536,-172.086981565525,456.037044008548,-352.832748825991,-203.294087646382,372.859003103141,-223.778984527622,-167.709906996156,567.257789757809,-297.545063243767,-276.810248261391,549.48749672816,-515.10610166753,-202.128487906268
GML,310.727162065171,-168.820440360494,-162.773459546741,212.287527279783,-177.151039912128,-125.120053900152,340.256381548647,-188.785952785991,-181.538523797886,354.554551565367,-191.256943070766,-186.57068069536,340.860868051319,-207.035675591294,-171.104668753486,226.007121509657,-159.337702831469,-134.05440998964,520.004375728228,-259.599287505591,-253.724786263151,544.601720885746,-492.826872255308,-206.41154268875
Competitive Suppression,365.034603713206,-204.864457038097,-197.82783644231,412.234265877772,-229.320118395687,-197.963295479142,302.045111083187,-367.754822469858,-163.642722843564,411.911022945858,-232.604044616469,-219.046902341429,364.697031193571,-335.739498629899,-169.617574575605,433.206441636241,-250.06391685828,-204.153485623839,470.071274005295,-234.344163898305,-231.567448280156,605.334697709875,-442.018697512944,-238.477101549345
Direct Suppression,359.799244414585,-189.073800111191,-187.730482618653,401.899724952786,-221.64328203961,-194.508064340891,444.707470117335,-237.764437700724,-233.288825573285,345.348695116752,-183.024204305196,-179.645510554623,499.738638319896,-272.259948814202,-236.003378737758,390.262758434031,-204.962231440662,-185.421416661261,593.871383121114,-295.853231383009,-292.418168672699,482.421690590686,-304.99425562736,-185.101517297985
Generalized Competitive Suppression,409.475106379452,-219.375460581538,-213.40242914839,344.681204680209,-192.575934171189,-179.107941729519,354.574366880301,-191.971675687066,-184.875618100748,440.162668979348,-240.538961148136,-230.103885207831,300.140153455943,-160.429078969006,-153.874271410175,352.576662536287,-205.726553811255,-186.524907276756,483.680603740648,-238.099405634129,-233.064553126796,612.461780211969,-387.500205701563,-252.820531017517
Generalized Direct Suppression,318.343550895151,-172.952877555376,-166.850311569276,206.634331909764,-133.56661504028,-112.146466023635,345.102407417335,-192.2099965621,-183.054482706958,355.812856812993,-190.08548158287,-186.096864721395,324.815825857555,-210.763155081562,-160.584384604144,175.415258294604,-184.03973773,-94.0113347812294,520.126101660087,-257.788661265133,-253.119275558608,555.08403717647,-481.568905568472,-198.409201842203
ROE Competitive Suppression,567.469896993908,-314.436012943691,-302.557324971499,600.339814389332,-339.424595237969,-291.895323382255,519.534463251436,-283.36317713307,-275.257637819246,587.886440356437,-324.115943561695,-310.954622300253,573.301224160847,-401.071669296591,-279.653443453582,606.383121179715,-340.272882283113,-292.623914283622,568.0200015262,-267.151231861404,-256.456721060804,685.56469772137,-368.064175197251,-317.495702923086
ROE Direct Suppression,593.053009862809,-329.152958024128,-328.207129597024,633.513237098891,-397.738595197154,-336.991242169974,620.948520127026,-345.555133740374,-344.325928112332,586.0993081403,-322.083471059544,-321.155583605366,675.480928425193,-563.873618519281,-353.932296262643,621.954886521351,-396.940065642661,-331.533048008195,716.372018759056,-368.753587076484,-375.115296953004,655.291310564427,-371.888105427078,-322.092913068561
OML,278.778244681543,-154.64638597391,-147.431777415745,333.315124757184,-211.749564012146,-150.695443503797,358.067790620054,-203.090777417344,-189.307369255335,332.120518812743,-188.004007315941,-176.849543262904,419.702849829077,-255.346112058363,-188.625618181542,363.987211606145,-232.493692016745,-171.820809480751,546.96634626356,-278.715936830058,-269.144919429257,581.229013097756,-572.367270846272,-180.31825019212
GML,322.799215176994,-174.836537965462,-167.665022389452,209.782450657797,-150.158825574076,-109.05372229396,338.342940052366,-185.065886323958,-177.932171243,363.19722740769,-197.388768848046,-189.973239615405,318.89455839598,-181.332530841644,-155.518786231088,223.149939630876,-148.427591853682,-115.696363386903,519.53834864104,-258.469803881634,-253.545283794765,561.272361944396,-469.834895926987,-207.696829500082
Competitive Suppression,393.817822875005,-238.506021023281,-211.34387364926,420.962545510171,-323.217074811865,-204.274912324292,314.897965321225,-172.811117702162,-169.666006989897,426.855623348845,-252.658032007392,-229.10576662502,370.28675007081,-309.007170102063,-177.633419107802,435.187999216757,-307.238748342173,-208.317291566927,459.976666413373,-229.268376735368,-222.526694373463,579.199380412956,-398.962466365446,-242.539978714405
Direct Suppression,353.349354955819,-195.34121184144,-185.873437351296,393.177086040114,-307.886079491768,-191.760860490387,427.727231617804,-230.397375372904,-223.40422395874,339.436986826727,-188.152790247289,-178.849446245928,481.752251501874,-270.637229195469,-225.105245656861,383.801526699571,-280.420595221014,-183.494309867797,583.549939225785,-287.108784036624,-286.402246419406,489.128747679732,-294.624519764073,-182.258199632856
Generalized Competitive Suppression,396.887304823106,-219.258991253642,-209.886071424278,353.166161260439,-259.052575538418,-178.855163165474,331.155478472975,-218.108377820258,-174.555360893232,434.059936732771,-235.423458882284,-227.973950499019,319.527378707086,-300.688261588667,-161.651575018052,363.90587353652,-246.324609557299,-183.190627613223,473.372830947411,-234.38939064044,-228.849952376877,592.783787323876,-399.265876312904,-243.581671718104
Generalized Direct Suppression,304.338162676228,-163.729358707361,-159.706092450995,196.372111186555,-122.354561486976,-97.3940614269476,338.034433337127,-183.561722232675,-178.335984566267,346.452451792027,-184.672980782492,-182.145047856112,307.574151365595,-171.63504377902,-151.723302413622,181.077403531482,-122.975423379499,-98.3318402091423,517.512695539173,-252.798746518242,-250.419601447143,508.207244619462,-492.151932746779,-201.061696419752
ROE Competitive Suppression,560.812021886618,-303.644907363309,-295.35904887813,579.496087323716,-331.872349014857,-285.667265761284,503.934235058228,-264.303271593873,-262.417437028403,582.790739957961,-317.122880073201,-306.293094009178,550.021829346325,-305.555064994872,-266.933507207739,582.271051853923,-325.451067121595,-286.661896337151,578.196056476728,-268.098688742657,-267.998136014245,693.892489454655,-408.440903731193,-314.956943899563
ROE Direct Suppression,582.780719161891,-308.709468981556,-305.820928167181,631.509606873932,-343.281975350451,-320.798751406042,605.711526392386,-323.768427173409,-320.654042865243,576.179725090859,-306.671993521507,-302.51721284658,660.264727062056,-351.395208526117,-330.537856780144,628.403156753442,-347.89565893406,-318.321638885395,692.438342245666,-353.321256898935,-346.614456840235,650.50776744758,-343.397292486042,-303.293619137574
OML,294.080810036687,-169.940586510393,-159.136074834619,344.845033346878,-260.429692276213,-160.490307154073,376.080534081228,-209.361315386489,-201.314400666478,329.187342901042,-187.673379198874,-176.898309394665,434.265376847016,-243.710771575556,-202.015771145657,364.474359491528,-399.260142297489,-175.547140312822,556.401965906644,-294.946871488523,-273.573746458615,549.884667699669,-534.621801805399,-191.387083940391
GML,305.823917112047,-165.36041797119,-162.14427757165,180.640311746001,-116.932785020108,-96.4619835513069,329.180193482609,-232.118782508772,-183.6058666933,352.831684560806,-189.960159461806,-187.470387653334,315.565064519026,-228.085937058837,-167.622821854877,204.350462853587,-144.370527310743,-110.78357728991,515.106965199341,-260.492112637227,-254.873081737678,612.551173416795,-528.480266971996,-200.673060586511
Competitive Suppression,395.047918599214,-222.912874700116,-217.091039703458,424.472251383161,-251.00407201431,-209.19076757139,321.492572669181,-184.490243160156,-173.464133805417,430.111441649353,-242.981590544311,-236.4563831786,361.742519456744,-227.629564575223,-172.676795412345,441.164120442272,-269.844655023586,-216.6291138243,455.947569994072,-220.745430856294,-222.199245971754,582.221938147697,-453.521783712578,-244.712427825845
Direct Suppression,377.558946041537,-209.067206925904,-200.77062932721,420.149817300669,-256.422495229769,-201.143999512067,448.015446923449,-246.466141619075,-233.364984071851,348.688848001308,-198.783901451385,-186.862690556121,491.879296885713,-261.62267312129,-232.09404865019,402.629834558047,-242.531498555138,-188.723372764586,600.211888514763,-300.630626171233,-292.955817872801,450.070712606376,-334.015644007933,-200.822529931382
Generalized Competitive Suppression,394.437677206016,-211.284908760036,-206.954690268793,345.585961848751,-206.963869850827,-181.811292460468,328.825051856759,-197.019991996617,-179.341131753583,430.80421972274,-228.757728361094,-224.468308812534,290.399026805428,-183.406233239906,-157.584290301855,351.298570451827,-224.101203119442,-183.035035208155,480.768648371958,-238.783832871069,-234.453988110277,596.366472270635,-387.162950866995,-234.8063870828
Generalized Direct Suppression,316.40262184587,-170.504809362116,-164.822912458947,228.439908573587,-160.587078518114,-119.892168992726,363.516217167135,-193.845610890877,-190.933182001707,346.129791219505,-180.649774397965,-178.401350764425,353.948758541223,-223.836846615337,-179.52467016731,185.390595860636,-136.266506090288,-100.552367750792,535.822069737061,-268.930735470563,-261.792519787904,560.215894781495,-413.047882876844,-192.112775406296
ROE Competitive Suppression,569.354517010867,-300.083554335406,-296.831945619175,596.593279164312,-328.591641290171,-296.115372848548,523.288406210056,-276.557737827295,-273.367430385057,585.236224407981,-307.800233537678,-304.630273551545,569.688366005436,-305.369782424686,-280.756281309106,596.393351864328,-332.883091452378,-296.411325911584,579.71877828961,-275.834931281549,-275.381297714902,681.836247339134,-366.002781703505,-309.558894860243
ROE Direct Suppression,600.041373645621,-356.546610509105,-335.824793904924,645.973408101896,-381.524522688885,-335.642144883988,623.330122777635,-373.595476910576,-345.920364387902,588.224504570361,-341.361836006377,-329.201923767157,687.152735554325,-430.503313842914,-346.435773256579,631.131949679382,-365.805050276158,-328.600096585062,707.17314343995,-385.334650122317,-364.507827232848,648.261981656703,-330.792292779438,-335.800503731766
OML,300.359975344226,-175.021779289353,-161.843452046288,356.897740159029,-233.784452089015,-169.846378685725,392.157167140195,-212.315687759939,-206.385177021163,327.884699341858,-181.293281282602,-175.919425589956,446.158223120587,-261.064384608052,-206.712785856687,374.217474004537,-232.172004895497,-178.684879923371,572.22686876546,-292.749496008688,-277.915927313404,556.264677685044,-534.895623676698,-184.061859626183
GML,329.128393982021,-175.273911613294,-172.192583492239,210.873596290873,-136.02728835538,-119.804389749548,341.854266202511,-180.262131632872,-178.114938835615,371.718578915747,-197.546540041373,-194.630263283553,320.60886175406,-194.624189896319,-158.379591710922,231.533727414934,-149.996327672431,-128.322878321135,516.767989989433,-255.772079895316,-250.505515252017,571.644374229018,-419.357998780946,-209.2198914686
Competitive Suppression,364.400143710763,-204.363053970066,-195.256100115923,404.214798665359,-224.82674254368,-190.619235468649,298.608710971683,-170.687695912591,-160.690684473547,407.652319420708,-222.362715712492,-217.975751706873,345.802503433644,-201.431032899058,-158.781439775453,419.79950102884,-227.549443653318,-201.329487211098,481.715301990276,-249.610123677408,-233.372153054151,587.327852643809,-358.866125722878,-231.550614157226
Direct Suppression,329.436707553038,-177.422812968916,-173.231949090797,365.626386563981,-209.81058723515,-173.619739308925,424.005699463763,-224.927376740029,-221.969028226934,312.427774373568,-167.092092321857,-163.846724622834,473.111712593983,-259.53664478485,-223.606290525051,357.642639143718,-202.215077283231,-164.674547240567,586.737881447472,-307.195252094649,-289.186825145774,459.482102306075,-330.713117874588,-172.311274726877
Generalized Competitive Suppression,409.345447139404,-219.767976301256,-214.283251110705,356.612156266553,-201.562277305376,-179.422470335699,336.116043775248,-191.505028455483,-176.743618617553,444.746354981896,-235.769714985004,-232.546128155052,283.992282503754,-166.083842424729,-143.900443237824,365.935693683018,-209.081738170737,-184.713812069719,468.047099086316,-226.127970230156,-221.55034748048,607.353642019457,-419.90167714059,-245.146831630625
Generalized Direct Suppression,319.090687226428,-176.48494506641,-171.405360963819,221.595890805887,-177.769513882837,-119.136852888824,349.319206330185,-199.740973435214,-189.760648574697,354.171599135148,-194.476748758328,-188.138818490599,333.625862008143,-191.828739121313,-169.49524844366,193.19413521003,-164.712586961509,-111.950394751323,528.093674285745,-262.143452014145,-257.28273538116,543.440978977325,-485.604054294949,-199.041763002196
ROE Competitive Suppression,585.791021195873,-314.726412944682,-307.549003841678,629.408845716642,-335.205534413323,-304.101585663644,534.806502149701,-285.087010492942,-281.442659499644,600.598205359649,-325.272002811666,-316.821335072928,597.710489558444,-332.295158904913,-291.554684214496,628.238081099434,-338.516870442852,-304.819753768285,599.899245313496,-287.521768745406,-291.345613194381,685.480124244043,-368.880273665377,-321.468537808989
ROE Direct Suppression,571.667026033306,-306.844841780458,-304.084190802467,625.168327902546,-339.637918683333,-321.453272701516,599.075434902912,-322.136454674586,-319.555709510554,561.002877611038,-297.119296170425,-294.912896626388,659.128152225628,-355.478431507349,-331.762778770031,614.36217910234,-327.897328555688,-313.640320650783,693.362252673965,-354.844194552562,-347.147566836743,626.309635027903,-337.027424695027,-302.071006472189
OML,303.840779282406,-173.451595705317,-160.813846628071,363.998227791849,-209.487557816366,-164.430002802537,385.365081472429,-206.922451393274,-203.306845584572,340.716058037188,-190.223538118571,-178.351058395331,451.070413394722,-248.554802801515,-211.50324932005,383.489998618145,-215.903169529847,-175.025834682244,562.823295388396,-281.324874283689,-275.766966066863,563.838440985795,-502.332522823388,-199.167224642017
GML,311.930320227573,-165.3010797334,-163.143712257985,191.137301315659,-137.155421369327,-94.8902377759634,325.928806428078,-179.914417810662,-173.749305322749,358.36634049514,-189.227647686172,-187.27080388985,300.38167105588,-186.436667897685,-152.785902986224,200.889364257266,-146.623970045378,-100.944845707402,510.20789955361,-252.292975841491,-249.076333861401,547.618762501958,-427.305119492015,-199.156031065334
Competitive Suppression,389.074239222752,-230.916133450575,-215.173042391613,436.62461865231,-271.183871020296,-211.437632707015,319.693695880635,-175.924707954271,-169.668110572798,428.464956746489,-253.030255970511,-237.720684567168,379.49510123454,-236.820625717763,-178.846750253451,453.549085806925,-281.722419666935,-220.19977952794,475.211266500933,-239.99138109499,-228.132732997952,651.327287726246,-551.937894292719,-250.099699558545
Direct Suppression,360.61990139821,-209.187218612353,-193.288562075276,393.223090353442,-243.708537345752,-188.217832468932,439.903036169444,-260.696744227218,-233.144727021448,342.760168965804,-193.181449995534,-185.471192870267,488.164045478618,-285.369271314026,-227.864680036195,380.017426117056,-249.63957920914,-185.255862154317,594.492838649081,-309.669474832942,-292.873069210027,479.69876968618,-380.319379601614,-192.757910313485
Generalized Competitive Suppression,408.560767831047,-217.530273954967,-215.832757214458,345.66354902256,-265.034936730479,-182.324901670509,341.163300197915,-185.16368928217,-182.073296329567,445.650550252006,-237.504049930969,-235.049876187564,293.929293707294,-157.692125327651,-150.457203922214,357.791321403365,-270.85661244824,-187.538275699579,471.610620596183,-235.648048745078,-230.051132715754,611.37603674609,-410.92009805129,-248.292992609946
Generalized Direct Suppression,333.300128189841,-193.413964075518,-175.176069356842,231.565658360183,-149.215753298242,-125.617914184835,356.574661567862,-192.718764256545,-187.463091276444,366.522939007257,-211.421996376954,-188.83338267906,350.688242081684,-243.437111063464,-171.462765380716,195.21676465629,-138.293075173799,-117.87910150829,530.690025562241,-264.407862229707,-259.544012348388,558.15823995594,-597.716339395474,-215.32189424057
ROE Competitive Suppression,587.58975022475,-322.839419129681,-310.03679041667,628.706618401903,-332.903467951371,-303.01553091378,538.536723531781,-302.017889918307,-286.321187848127,603.407063673466,-330.205461258109,-317.609969031731,599.95103267444,-338.363278931198,-289.65835039077,627.313594678334,-331.189525310385,-303.302001291191,621.207735016806,-300.53785470705,-297.885209621034,696.198511322738,-365.718275953855,-324.655117987589
ROE Direct Suppression,579.170474443099,-317.006566099528,-313.884005423922,605.174711938259,-433.161160170015,-327.505607069375,605.738675723292,-332.035342030474,-329.338347574325,568.352274519236,-308.945051223728,-305.798897998839,657.382605326286,-364.615349896128,-337.930824948356,595.748550258054,-346.716726135699,-320.496306868026,700.070754691901,-360.47151844105,-356.776553041913,662.034758709023,-372.37712833025,-311.915791113617
OML,269.147147777973,-154.815073374714,-149.101591144793,294.380846045031,-183.462238616134,-150.99283980781,356.765427403835,-199.51963120179,-195.777965995575,300.555456665825,-168.477108741726,-166.557657447372,423.199393161756,-245.016008878679,-201.083912865852,304.010206485555,-195.043297516997,-162.421322431419,546.549838658064,-284.404932273666,-270.9909344119,513.371056915946,-360.815211730771,-165.092108684811
GML,316.18909355916,-173.781962147597,-165.968033825304,203.340427554021,-121.129698906306,-103.684823928979,353.229087097677,-193.39576882781,-187.123038124651,359.245353919809,-201.033602183379,-189.953012425975,320.976040981161,-183.146872945172,-165.241071288901,223.401250748719,-146.488070278177,-114.522203303087,521.896634128217,-256.922739673122,-254.622680056204,609.063105971773,-716.368420764719,-201.184046033016
Competitive Suppression,382.453945856524,-215.534409683875,-207.394771487494,421.902161087627,-253.895867709964,-212.110695653376,320.743036817337,-172.751311637028,-168.577956163274,423.71818306352,-238.567604312972,-228.71346175555,387.474961648797,-223.862903303658,-176.410810164501,441.792822304197,-276.396218610194,-221.124219065847,471.295246968522,-249.697678513116,-231.202306249197,578.804362768882,-435.56247329745,-246.255033560266
Direct Suppression,336.588164898287,-183.51859297363,-180.281324392831,383.56476740922,-212.298460249474,-187.081664704551,436.195039794787,-237.39095321287,-228.293975141155,320.605969637306,-175.900668311112,-173.3977466667,483.325371780259,-302.350760355187,-228.892107448403,372.245128545041,-260.48136572328,-182.61757113386,591.355194681219,-299.479828914861,-289.90190725068,458.30194298197,-305.338338160169,-178.500564557861
Generalized Competitive Suppression,420.247324306159,-227.274828605192,-222.536306269105,355.592403254603,-226.683349229079,-194.424302029527,359.331022053844,-204.034179057172,-193.803713310636,453.852839915488,-241.120189483724,-237.354965893739,291.246305339515,-182.20385848843,-172.564052275377,354.435331419819,-220.493120520975,-190.645845460826,474.075829406486,-234.329857959032,-231.335771913604,612.21871112656,-380.603897188701,-249.822985393387
