originator,OML.aic,OML.ols,OML.sp,GML.aic,GML.ols,GML.sp,Competitive Suppression.aic,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.aic,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.aic,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.aic,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.aic,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.aic,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Generalized Competitive Suppression,383.226822574481,-206.918692683936,-203.363228389962,326.958613580007,-208.95428634502,-171.490236235845,316.120305528113,-171.975770556114,-168.404396119654,428.574013261091,-236.376368279395,-229.108654248141,279.926756225506,-211.342894451533,-144.819480000767,347.260503915223,-218.61980659409,-182.523559868676,466.099492857683,-238.070981426887,-227.986937529505,605.285415533719,-429.102413183146,-256.201352040346
Generalized Direct Suppression,294.84484344023,-159.378260700938,-155.163900605892,183.656219510448,-115.384002053396,-96.9092509605866,324.155276177042,-174.956797989222,-171.660113027298,343.373531157529,-183.007944640401,-181.232387865463,310.1999183961,-223.143651991069,-149.542107440572,184.855181392421,-109.414104240956,-99.6670727070842,510.127898301341,-254.359296894257,-248.536439030024,538.075781145494,-468.835776132799,-196.068392339806
ROE Competitive Suppression,550.88825050238,-287.298658216978,-283.614235725031,592.411212310717,-317.004407606511,-282.230728798952,500.97298747674,-261.873174452153,-258.694505965212,571.879712946117,-299.300836739988,-294.77364893363,563.555501952395,-296.848360075018,-266.701721585786,595.527187158483,-319.148757463848,-283.743866603706,527.234754169186,-261.261874678274,-248.592730815797,678.3055334848,-369.558234603514,-302.892459193453
ROE Direct Suppression,585.428262382649,-317.325257014555,-314.845270966817,631.947838208195,-335.301448107441,-323.702419559862,609.57056616165,-331.582273970701,-328.243788974359,574.646326519997,-308.943827648094,-307.321402355031,665.239852988844,-362.937843082791,-338.279256640258,619.668232223908,-332.911455867886,-316.521209232742,701.273050348641,-352.024778543294,-352.822976897079,664.397560989487,-342.166935644663,-310.316482212457
OML,299.632502486917,-226.834505637315,-157.193851086972,340.697090325347,-589.914109108061,-158.060873678171,363.645295396328,-206.085434737527,-194.640420512419,329.444358743416,-212.445297863274,-174.891828910934,414.941110026506,-230.975231152602,-196.056507496393,358.787956030649,-564.13112251696,-170.506485937684,542.203356089591,-269.978135883672,-266.980603202839,500.630449527541,-428.571327540417,-192.82036236312
GML,313.18861178356,-176.813642636822,-164.053791296346,187.61796894138,-170.884753399375,-106.101588955669,350.436724087809,-199.330036867027,-184.363115280593,351.112669770194,-188.355978379911,-184.559678834543,337.170749013138,-202.061031328341,-166.297147435324,188.232386090947,-120.535941058462,-100.637397301531,526.606027701158,-261.43234680109,-255.858484603789,549.213067711362,-411.21784475836,-204.499811470743
Competitive Suppression,337.438963798242,-182.839455952609,-179.488349007811,385.618508009376,-217.504995492558,-183.055346953509,322.826140258998,-177.350730252705,-175.238325936321,382.699173788832,-206.31208688926,-203.568022940177,382.26015936312,-277.106770812412,-181.734148769441,404.93459357324,-236.260437810973,-193.960174681635,507.932042453698,-251.732590036268,-248.925003429435,555.137907102149,-404.998628274462,-225.673789673984
Direct Suppression,338.555698077061,-204.848953206355,-183.351990610966,393.287063234042,-244.813766945031,-188.982695468277,441.018433796739,-237.668538939814,-229.370722487299,328.04520617101,-187.914099656141,-180.087883870547,500.395214991118,-278.498776079651,-228.260770692547,388.23975109434,-255.343086629809,-184.561700419132,598.439713290105,-305.573869325991,-291.411511407431,467.245166336634,-331.30062797017,-182.770975510257
Generalized Competitive Suppression,411.00428462838,-218.499271494134,-214.752269818622,355.493213890628,-227.399782966471,-180.814894249468,335.862431977291,-185.759058886697,-179.190715053835,442.560214150233,-236.20147496926,-232.834884596549,290.264942630935,-203.725431728405,-150.043249895663,358.147322860834,-238.893668682926,-184.087979113864,466.971455590874,-233.950353796521,-230.653845151657,598.190434182479,-380.110870924847,-246.889883978397
Generalized Direct Suppression,315.326742564165,-182.903966507817,-168.889756627445,252.09670160631,-205.488078255633,-129.783959931045,371.035824292665,-198.769925701561,-195.766479851398,344.872807579877,-188.228863049829,-180.785673658983,378.495448177114,-238.715266936954,-186.476489484014,211.123711704435,-163.273154714847,-109.87886284349,539.670299175631,-269.824592996608,-263.327167303811,536.516720677665,-463.393674590641,-189.772542114485
ROE Competitive Suppression,543.287994127303,-299.15989827389,-284.997276600174,577.032674489212,-344.666562743334,-277.023659508917,481.757088855807,-259.445243809137,-253.010353167803,561.419475004674,-309.501186177997,-294.735517939438,538.286132593068,-289.225916359716,-261.173943895379,577.869991511685,-341.939423057648,-278.50042608114,550.138840441011,-264.736821381572,-246.696185688447,653.458644565118,-355.354624507686,-300.135754287874
ROE Direct Suppression,599.023258390446,-328.166039849538,-325.83546995367,645.93101591657,-372.756993832305,-331.005930108365,627.209489913202,-351.924521823192,-341.885604343373,589.452714423161,-319.749181337385,-317.481216111986,681.417345788315,-387.602930858799,-340.979081458532,636.713166733455,-358.903590752018,-324.393659965322,717.149488379038,-372.100921929994,-360.989617366801,672.318690834282,-383.430847290353,-322.219239167401
OML,303.451155631413,-170.121853280324,-159.549222224947,358.0828778465,-198.962695435583,-158.861976091148,380.28983118045,-214.723795234358,-199.057151351289,328.198599802786,-185.383062837289,-173.643398681935,448.990705319041,-248.746658045465,-200.361198957307,364.772755642296,-212.731717057023,-166.191559693368,556.288871054834,-281.83177813552,-272.660314284077,536.899222354507,-400.033524511485,-184.454604278926
GML,301.407918169753,-164.390151024969,-158.44349936108,173.807253025728,-126.75730696039,-93.1577569229106,316.39735162092,-173.539855174156,-169.058447138509,349.288341654411,-188.184113436733,-184.738712859274,308.127979681683,-162.364719522583,-149.712150463201,202.979804468813,-189.20950607666,-111.519084858871,517.832375264357,-258.94429403541,-252.409495354181,563.780401304558,-520.214956481401,-202.495933964961
Competitive Suppression,353.626994313566,-200.607965968209,-189.364796964479,393.143282793833,-240.609894189092,-188.496466239505,318.461614193734,-177.368577004646,-169.603066737675,394.384627017842,-213.57274340318,-210.457098125654,374.988029712048,-254.314433961721,-177.756286137454,410.825964251114,-228.83825659194,-195.9067376524,493.857443736217,-245.092229176401,-239.970840144909,608.801735660639,-477.095866802354,-226.550582891903
Direct Suppression,348.487978079594,-194.550475047011,-186.235718387219,402.771795596452,-221.797444698716,-195.817295726458,432.444641491573,-259.389581233487,-231.460528324096,333.667524566422,-186.003212725197,-179.565213758899,499.306931041944,-297.909674956489,-234.765147119008,392.033477317587,-218.590384660363,-191.902864127781,592.493978089022,-307.267770900219,-292.492886127499,463.813852154594,-298.667124736805,-182.580356772579
Generalized Competitive Suppression,387.850581724619,-214.877202876201,-205.402801462433,320.981126348483,-192.121564633691,-165.325099085048,335.271969143823,-184.842878851372,-177.68360722121,425.292964748988,-233.49524604574,-225.776870639897,292.559160603382,-164.019323026703,-150.110673716963,329.526665141725,-193.553887157838,-171.184734760694,483.552504305396,-237.678859634621,-236.553340493858,611.957271822409,-420.275472986082,-235.758255928002
Generalized Direct Suppression,327.724248859439,-186.449320762287,-170.412693324152,200.750939338016,-135.757258967364,-115.098460564401,354.688067325994,-199.220665460978,-187.507932016178,363.538596509339,-217.554030776391,-190.6740272741,307.321662611754,-202.261628745548,-158.06593327963,176.851570751148,-241.991836146146,-107.391613601068,522.196361412868,-256.772237243508,-253.835956588856,539.767982407456,-433.018981560239,-219.095809597409
ROE Competitive Suppression,591.047517273265,-321.65368226961,-310.832850784055,613.535502106907,-319.629022683793,-292.170158515785,540.385576451716,-290.133796539911,-283.919338147379,608.940120689553,-332.008227680496,-319.699270690315,596.811146837935,-304.63523928705,-284.681689835345,613.854610265527,-325.042219510587,-291.832566810615,611.531763826986,-295.316763262072,-299.673761040278,703.041905762159,-367.345396974967,-326.148358935947
ROE Direct Suppression,561.626971414481,-302.755632420167,-300.349702926524,604.940127482727,-325.363967779328,-305.805475548662,592.957133921799,-321.775611449353,-317.649540231471,551.363667481219,-296.71638623599,-293.890455204214,643.460331180638,-333.904499433027,-318.71393731757,590.901343873853,-312.145555708329,-298.233813412494,686.42639004971,-352.707546440024,-345.212214295964,645.394521062903,-312.703543902466,-297.794932480363
OML,308.548854581416,-167.214130532923,-164.516991132372,372.909631362758,-289.397881839632,-167.725770048972,376.303449349784,-204.82587375332,-198.532751160342,337.985304832033,-184.522044031294,-180.235665793443,439.149536927324,-269.065337646951,-199.131170510037,385.077445330453,-286.743269900314,-177.893055112809,547.598558868656,-273.374155769428,-267.700364857959,518.294786286573,-373.434513554164,-191.216994421685
GML,318.39659919782,-171.003535229642,-166.725243661975,227.633407833736,-149.363063355521,-119.114658680745,349.813490233814,-190.781200045344,-185.097707008115,361.29434783935,-196.42114129288,-190.944281796158,345.689277668889,-206.545646995416,-172.368049306639,241.993110817412,-142.296078923063,-128.733328633592,524.89599928387,-263.347411125932,-256.374305056403,564.443854167646,-486.511782911245,-205.250645345612
Competitive Suppression,375.827278586079,-205.473105829458,-200.208158351311,415.764513936659,-250.689900623611,-194.004086674725,280.111244074309,-157.800313962386,-147.695775195991,416.067104495098,-231.798293852826,-222.462534140966,328.049741588898,-226.179891716016,-150.980779383572,432.726695800127,-271.732020233042,-203.358879940484,459.813303914795,-225.372690886363,-221.306834993832,565.504530778442,-427.5276661385,-243.389256395728
Direct Suppression,348.205737621735,-189.260434593902,-185.456783654987,385.826371139019,-241.010504840786,-186.554434907573,449.207318100278,-241.167997859417,-234.686926171737,333.522307237059,-181.064545072539,-176.518271370402,509.141727452038,-339.911805600754,-237.069532762107,373.660466994087,-228.720451507634,-177.867118156164,601.442025602192,-298.977800253693,-295.461080075408,471.003173779331,-369.097451110001,-184.78856654902
Generalized Competitive Suppression,395.579879795077,-225.073443049337,-205.35507130608,334.62977666957,-211.05314543478,-179.331621384103,348.0509843679,-207.386288080616,-186.42660128386,427.447335252776,-226.226300283775,-221.898274898694,270.851302564098,-209.831455249305,-157.554555459908,337.735413476367,-193.330010926148,-179.218429383286,484.360375194019,-238.828207310783,-236.576158813121,565.176358589713,-364.230052936531,-237.154137478202
Generalized Direct Suppression,321.20841343445,-199.594622327758,-174.379377997427,221.037302861868,-478.381841645466,-132.300790540171,350.180214399181,-206.424702978843,-189.138771864437,359.612309437857,-196.923587391681,-189.960516436441,338.761181312993,-211.836191598341,-172.149165092101,202.161554135866,-378.837808988189,-115.942404126527,526.224464731273,-260.482180293799,-255.972560867749,543.377601419504,-440.722302548685,-206.112547212517
ROE Competitive Suppression,565.938486578644,-312.973150083124,-295.670272648351,601.552376644211,-369.869678340738,-292.90896399593,524.360309356419,-291.794126158506,-273.714862581778,583.528040933816,-316.353592961752,-304.892719714565,588.944580572558,-349.529331059754,-285.019970901561,605.598342644116,-370.212761259296,-294.070928299499,591.318586492646,-288.759129292921,-287.255189052182,695.663731674779,-366.30526823725,-309.827601088127
ROE Direct Suppression,594.328428081137,-345.625735899681,-330.631682757821,639.538527266678,-363.658460242897,-328.230514982865,626.110926787586,-374.793879226026,-341.475185125633,587.210621130479,-332.85770638168,-322.801025427117,676.978973144962,-394.36893638777,-340.93669889004,632.829702954028,-359.212392749743,-321.364536048923,710.124801521455,-385.139054627937,-362.000649579889,682.360172797823,-382.831311583986,-330.614066889317
OML,277.635408158563,-167.950251726141,-159.332402490756,340.215358866478,-212.874814101615,-162.387805901655,389.05020052525,-225.799897334393,-215.58959631655,303.474723526453,-182.196951702414,-169.572747451,432.39104492151,-249.045672976758,-213.388386061061,363.953005000556,-245.117440479763,-175.429254305221,567.508653303354,-292.394173113993,-284.301084628391,550.585439636696,-472.300495221116,-169.550349243868
GML,315.739139806277,-170.99654519719,-165.831215713658,204.698010814037,-150.119584309304,-113.628184763159,350.359494554308,-193.697140427839,-185.388195890215,361.174400855364,-194.194518736653,-190.060170844575,333.40040493785,-185.145607558953,-165.321005155971,220.924595854955,-158.594152177108,-118.446314950523,521.635302595582,-258.706824304621,-254.210864877325,585.829230152828,-430.585952035511,-207.388759689248
Competitive Suppression,387.961892244571,-210.491546754466,-205.116023417489,442.569307066316,-256.561733346525,-208.684576546557,310.734269503306,-173.258173974444,-164.073816296574,421.787730055182,-229.393637617396,-224.17827569376,376.796698223244,-216.549186874524,-170.074599050893,453.549935173217,-267.699538989565,-214.514878613225,460.455976796142,-227.522403079732,-222.676930793655,566.258289094338,-403.819910205714,-241.60225703767
Direct Suppression,353.450806099435,-193.488466575033,-187.583734361071,380.724490515415,-264.597414327331,-181.150218597103,430.03259383132,-229.2069495723,-226.838214516133,340.384425684335,-183.907835146307,-179.370922718301,474.526383141508,-261.920704779307,-227.62125616929,376.777311276245,-239.902888454947,-175.915604973927,588.207147529801,-294.110669566183,-289.270827733197,527.164804300995,-314.009127843117,-187.756434686976
Generalized Competitive Suppression,406.142869795064,-223.184081903979,-215.657389590328,345.514145307121,-218.370794282019,-186.797762477077,323.755356607184,-189.337731444525,-174.061263726139,444.651137937247,-242.779353547588,-235.878255837569,283.891050831547,-176.916412313347,-155.320075188364,356.998129415871,-231.892249629034,-193.499128052756,456.104663607308,-229.253723223438,-223.117054582451,606.968981032831,-401.173555390391,-244.76825907889
Generalized Direct Suppression,309.790343435925,-169.250322796375,-162.701514744394,218.71417793892,-136.379441796151,-113.290117949545,347.579129579405,-187.485584499162,-182.590532891961,355.706075810226,-190.601010068689,-185.782438427209,343.615702969218,-198.056015958481,-167.187421453717,201.299017891785,-140.709444410018,-108.763348435331,525.732834185719,-259.536095862785,-255.658317668168,607.56148694922,-637.326366039291,-211.055047606293
ROE Competitive Suppression,580.9139955403,-316.23840848783,-305.875776533829,614.648966293038,-328.95072629826,-297.461439645351,528.605607411844,-282.255277357113,-277.73732990366,600.300574133081,-326.909953999482,-315.082191651449,586.515668995095,-326.020375116776,-282.695985708314,619.333124414538,-332.227287853254,-298.030469988171,593.096164694269,-287.310289352171,-285.267206328825,693.40842477814,-377.888272406566,-321.837741720451
ROE Direct Suppression,595.124375084379,-344.421635733745,-334.93999448726,642.378319734696,-377.463925423249,-334.476910503979,617.559871602682,-367.015784802075,-343.177750533509,583.180552615101,-329.640813846352,-327.886952928466,677.009671475602,-403.909053576675,-343.161143455305,629.718716356293,-379.371054912958,-326.812835224205,703.129815448554,-370.267769108173,-361.414283475754,651.097675694179,-327.684665747528,-334.905964229447
OML,285.206604880032,-171.50895832443,-158.673891652845,339.052359313993,-229.583862438334,-160.685827861553,384.632973276013,-221.954286814579,-203.760347939884,329.067985118788,-184.082256507433,-176.808237304715,450.686968977103,-246.070138025648,-203.026800663316,356.220430170624,-217.458792194449,-174.542252785823,563.910361735243,-284.005738498893,-276.866340000776,576.615049394582,-401.137457398073,-188.642189476805
GML,303.330863759495,-180.888568180781,-161.646813372451,179.356665741048,-118.218752386433,-100.52573814101,312.05534211979,-175.635956005743,-165.922488171551,354.981506363067,-216.258846699511,-189.605403890932,274.323320894889,-170.945910107116,-140.795889005264,209.618087904078,-192.431065482079,-114.09154358913,502.071648570162,-249.495094149571,-245.14576197721,598.116205770975,-653.747802697422,-204.378929441261
Competitive Suppression,375.870290670968,-220.094024791894,-202.997573892719,414.343486448089,-239.103399959144,-196.964215538159,301.038235268208,-172.479026910142,-163.293972516409,415.766060446218,-245.297425831087,-223.917891263179,359.393622393634,-217.510808677839,-168.558574133677,433.832437945925,-251.622390607679,-202.81879403094,459.098368898104,-227.210022513559,-224.699377764817,613.427965932897,-567.5197554667,-245.217041903893
Direct Suppression,352.717828371985,-201.338364485433,-193.395305027683,394.2718726852,-267.628371287041,-198.085342336942,428.675493218079,-244.509877368077,-232.057408714896,346.406665767981,-190.951210425812,-184.908485750733,475.332845662402,-290.629225330503,-231.659557908214,380.515270237183,-270.77612183115,-189.54758310427,584.66390695046,-308.680397219619,-288.264603403681,494.640067902938,-395.674724103045,-182.95622536875
Generalized Competitive Suppression,395.7591479125,-214.533535610974,-208.863578047913,347.484239998164,-208.120047039369,-176.438944398551,307.584540776804,-170.54096154957,-161.528829359539,433.45872282215,-235.537418652982,-228.089644451231,274.523839084865,-191.546791712863,-142.410518891394,359.432434271735,-211.638041930296,-182.27094521997,446.742017237047,-233.21875525801,-215.090452311167,594.38721139783,-404.910548057647,-244.840507216621
Generalized Direct Suppression,302.988590943448,-163.511073958757,-158.959694731755,206.798523656434,-126.250303721769,-113.397211079003,338.24227744695,-182.523994880736,-178.559033698968,340.594318277111,-183.512706525013,-178.776481733569,339.687868686352,-197.365493291925,-168.485436429357,172.481224402223,-121.030925434227,-98.8015591526526,525.740862911591,-264.389291919194,-255.771101764075,515.685003536148,-447.283688621832,-182.706220446949
ROE Competitive Suppression,553.879947202406,-321.780048644312,-289.140979391646,588.738251418318,-362.435480912091,-287.871287867908,497.70896913455,-265.229884771615,-260.172929046459,572.893113946522,-329.736385703314,-299.833134350789,561.261938283832,-316.227406592494,-270.626495436227,588.462880069461,-368.539335363877,-288.607997496759,553.518719033096,-283.402612100493,-266.485787676018,668.342241447906,-357.392491762068,-309.60005380212
ROE Direct Suppression,597.886148925114,-349.032521666413,-332.490003713101,649.057129524292,-398.36727389332,-334.376217332621,626.823028966582,-376.355935518437,-343.737191856445,590.209967125387,-328.907527429593,-323.136382186742,684.315239509497,-412.517938394258,-342.839180022685,641.167028275942,-387.580225570386,-325.891522856046,716.37855266215,-380.330091438185,-363.549645351936,686.886468185259,-332.870151394788,-324.684565550815
OML,301.014059754114,-163.055181203811,-159.327377640706,352.692462516191,-210.692593064336,-164.186256402748,378.308159190531,-219.140434391849,-208.003374951523,334.869238086077,-183.208548368481,-176.948961722861,436.276577097288,-241.731385419207,-208.223640053947,364.81370779951,-223.317091264866,-171.689172203548,564.18889685938,-291.562309285883,-278.542269944765,490.451978290565,-331.641946582561,-195.278787157983
GML,307.774277749814,-171.089575426503,-163.397318741348,200.68781630823,-133.171922003716,-115.078339679754,328.087917709445,-182.304682217503,-178.064544663024,359.425236917794,-198.968187863926,-189.704595085544,320.628175966575,-218.058548852158,-165.792856716958,236.36159036291,-159.011594361035,-128.665830238378,517.012556819851,-256.959883431995,-252.499876992973,586.358619085106,-492.371888694732,-210.769569815264
Competitive Suppression,383.760590592095,-223.149956387667,-205.520075559678,418.357171497434,-272.59439653064,-199.925297434649,327.948403799435,-181.749956468205,-177.344321605897,420.323041412844,-251.044781057873,-222.198396127146,360.9684725637,-250.417156693379,-177.802704217881,430.538485708978,-264.193735466969,-206.561625769138,477.50537200658,-237.480379509868,-232.007090472219,587.80890903499,-416.775034424914,-237.66685759647
Direct Suppression,317.994894939421,-174.313593797266,-171.762711508398,359.324081295215,-204.940888114371,-178.041081592499,425.178670745178,-237.691815110636,-226.854264530116,315.971595756212,-173.483579688556,-170.302934331657,479.844793303162,-262.198900833712,-227.34986571619,362.202253350199,-212.493949026368,-173.496250583755,589.488543174126,-304.453101560279,-291.168156908794,472.861421021391,-413.38570733961,-167.848578523034
Generalized Competitive Suppression,383.765991318839,-204.662422856662,-201.009282491914,307.952179217461,-249.12404504179,-160.378155560388,326.015552772556,-178.287911599362,-171.650179934514,420.779698295294,-224.763895986356,-221.120013540655,276.522123060051,-221.902838823277,-146.082603910999,325.524972048207,-243.341839184137,-166.190644000348,478.26420144832,-235.94817030787,-233.12828048351,582.365915687685,-435.459223712258,-232.534894350935
Generalized Direct Suppression,325.186586986057,-177.91991846478,-169.407559629987,210.489779503289,-134.416868068584,-113.319682740449,355.782411141855,-194.225808825188,-187.943210364354,361.895829672678,-197.580117676893,-188.694706572389,339.128651543334,-335.915189396497,-169.999977651942,172.267340299325,-106.158081758902,-97.7072359863842,526.695737555923,-264.24357216939,-257.853625888676,546.123821285308,-494.432570573452,-200.04302871959
ROE Competitive Suppression,573.332020247329,-307.598837792288,-300.52317773457,605.10312719717,-366.196163816613,-300.160818151722,526.839488205503,-284.708980154944,-280.160184236887,589.347588693083,-316.667458873253,-308.698022005098,573.314441234079,-397.868694336873,-290.087623273478,610.601841833409,-371.9056823715,-301.438923113029,564.279146241604,-270.66105689416,-270.595253317247,676.912482968876,-375.160832474824,-316.280183546452
ROE Direct Suppression,604.861543525491,-330.226487979342,-329.716245032083,651.991116775814,-367.561275678163,-341.305776946204,634.657573000644,-354.438075204077,-348.258277203206,593.415237738511,-322.460230310533,-322.012558559372,690.097209354825,-396.756827914682,-357.587995125139,634.605159816658,-364.252405710191,-333.627259242156,725.270998387622,-384.813848717508,-370.568638045317,678.400708498743,-352.404738386228,-325.028090369572
OML,310.608427444051,-168.171022598306,-163.965238366366,358.568250144871,-203.216011682245,-169.436669545465,400.914302944079,-221.060274075241,-210.056496934165,340.398578592975,-184.953478316594,-180.434128278482,456.681825086408,-254.504605295271,-210.50233305319,368.123092784592,-204.844497736474,-176.546265620754,570.261578645265,-288.908494688376,-279.367483912125,600.481301489608,-419.460776724081,-190.716769016742
GML,304.48333263431,-171.709537138905,-160.38402588903,212.474378115543,-134.719250630683,-109.336279386152,324.318047174289,-179.158579487063,-173.265165319137,351.83820259835,-198.904509576705,-185.622764921074,324.737441463932,-212.764005539712,-159.87855513522,234.961361429117,-162.454930966784,-118.833583551868,520.637389863788,-261.554326306045,-254.372117497161,528.282456809546,-462.466099636444,-206.922402151511
Competitive Suppression,398.443965761345,-223.294627245921,-212.069857924257,427.661811440409,-276.642279517142,-199.790847723725,316.624339995934,-173.107716468793,-168.395285883485,435.314238041844,-242.362293314582,-233.142930718756,359.368920904666,-207.964614875991,-172.895042339019,441.576304392444,-303.488574587233,-209.351064783214,461.995841609204,-252.133067999059,-227.62952978052,596.117113963815,-420.694153389449,-249.258741828363
Direct Suppression,350.536154627228,-188.816866801012,-187.663011433283,378.999107819099,-214.300154681957,-184.157045918902,429.726318462761,-247.998141330326,-226.542140547474,347.2491799144,-187.189381749276,-184.728683684748,469.21437140007,-248.860201158683,-222.768252684712,383.960898883157,-210.996731373958,-182.221818628345,590.091210253013,-305.049751014071,-290.090675858052,520.578412471995,-412.740877168495,-188.195709532521
Generalized Competitive Suppression,402.23986023101,-229.354472342218,-213.757372374092,333.546371070253,-208.326734874429,-176.454589083596,342.148851056456,-192.364828104916,-181.754508234622,435.294660364161,-233.652484360935,-229.87066421723,284.270430174148,-211.239319142691,-152.93103099341,336.521275958732,-209.833157601682,-178.219062424819,480.357024139987,-235.532696142555,-232.147103578749,604.832793939558,-394.736825463853,-242.292135664048
