originator,OML.aic,OML.ols,OML.sp,GML.aic,GML.ols,GML.sp,Competitive Suppression.aic,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.aic,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.aic,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.aic,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.aic,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.aic,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Competitive Suppression,391.181819812788,-209.918666694901,-206.243290579286,429.389644634179,-254.251817821438,-202.96044882323,320.475037800997,-175.408297702094,-170.316681950048,424.445290179805,-229.227181130492,-224.185361618612,368.426336789106,-229.447681430164,-175.353962660478,437.496564083213,-258.886992437182,-207.664817031639,475.064149760578,-238.342717156028,-233.835800085307,596.302288032546,-387.202957446544,-236.674219953349
Direct Suppression,360.723802879156,-204.298168700439,-200.003340079703,414.980904039334,-273.827153216161,-206.150999184168,441.053082094085,-253.968144030859,-238.580083027831,348.011632789437,-197.022993741888,-191.650868480131,504.602435504194,-289.750784163619,-240.131920356682,405.970361436533,-236.701129348583,-198.031440364298,596.083629847204,-332.321049463342,-295.875676475118,451.697148963163,-438.912425731761,-192.005480597117
Generalized Competitive Suppression,413.046353595257,-243.052822378203,-220.545293496641,362.363479284409,-270.045211749121,-195.840357909319,342.111038021253,-189.775364810949,-183.897661867998,448.759798327493,-266.326755788983,-237.494598983066,296.075736567491,-171.665268627653,-156.379496123885,374.089958821872,-290.274667380569,-201.427781772625,469.1688014475,-229.231826505876,-226.981556807233,605.421921753019,-502.803435597091,-252.920909835082
Generalized Direct Suppression,322.468503585649,-177.920875618659,-169.979339421045,221.731646852905,-151.331652956549,-116.685120154137,353.436476366314,-194.416006043299,-186.011109975787,364.335428143386,-195.608972347226,-190.58737499565,340.112333401066,-193.479978297585,-165.484573504441,209.991411484735,-128.828725109458,-111.762648614223,522.302637417207,-255.287757983331,-253.094548905939,532.177203500766,-424.406796866937,-201.894089039366
ROE Competitive Suppression,560.231711967541,-307.427722717158,-297.502986559391,613.536536950808,-367.284889717081,-299.464350969917,513.627022661467,-273.991885337352,-269.378248062103,581.447275548437,-318.235350457975,-307.624509389246,582.737642798976,-312.939878524415,-282.624142343167,620.161263079747,-373.220615414807,-301.023962747381,572.284442274829,-269.150233794666,-254.411867739114,681.085282147244,-361.661581325359,-316.71218132461
ROE Direct Suppression,556.668964266191,-328.437017892509,-314.708534722242,597.359441517233,-352.225412599513,-319.527261558124,594.250113533104,-382.897048916792,-333.398587689365,550.470381114537,-323.397479904878,-307.929544334981,652.110661836383,-441.376485302718,-334.165598586739,587.978712797225,-334.183680549541,-312.740901315374,693.382322471749,-385.906026881637,-356.440073807946,686.353167251991,-410.906881463684,-312.038600924103
OML,310.30974272494,-177.305707488841,-165.208895996273,353.660702197554,-195.718849739866,-165.017349600213,388.559036253841,-217.684344772369,-205.956870604722,338.338536890085,-203.782805829101,-177.491282866812,437.876502890656,-235.823778153088,-203.701621903723,359.46765943126,-206.981982880379,-175.153749688392,562.16035838712,-291.277044759728,-276.13263664173,515.112545808248,-392.446943430774,-178.41521203151
GML,291.723189870407,-172.756672364005,-157.84868952984,197.905961428948,-145.200826023992,-112.358819006283,331.249936179581,-229.234592111208,-178.497259926926,340.663445977848,-185.245013063316,-182.161397242177,326.840542350091,-217.280241334682,-166.17126054422,209.014379736045,-168.770191915628,-110.153431282214,513.034339148769,-254.013525419536,-250.79918806966,560.329376970433,-554.043951518368,-192.806680796914
Competitive Suppression,379.425590085008,-206.7875519754,-201.551041902524,425.86917192247,-257.417752785238,-206.666629814537,302.473028000898,-169.857829530226,-165.041130251762,419.567283024635,-227.969809292987,-223.234133431266,345.671842289928,-208.538352918542,-165.245094179763,446.059775300781,-276.029131142995,-215.799366637006,463.289574137471,-235.352009453261,-223.663735347823,591.862017871329,-421.731682688632,-235.986990934164
Direct Suppression,367.811696114944,-197.951097352882,-194.781251432898,412.212037360655,-257.096204605382,-198.39441992392,444.553100909865,-241.335588125372,-234.591110094445,351.947249551266,-188.75216974486,-186.083834697364,499.57133342129,-276.716293218003,-237.157569826694,399.088564598682,-240.517126192396,-189.813615904804,593.046937711727,-299.917012910247,-292.467702592544,476.879420685861,-402.290094156232,-193.414507398365
Generalized Competitive Suppression,398.750434955874,-213.720762849313,-209.905361041384,323.405936689515,-232.807236094658,-174.210583447776,333.872434619123,-187.88569121232,-179.384084653641,438.598642120341,-235.715770739859,-230.871824841579,275.541475024324,-226.624563585143,-153.872747573231,332.013780603896,-228.148210349255,-178.82836761708,478.397248377446,-233.800784544827,-231.712195216986,602.603006591633,-413.296681221502,-247.966125610762
Generalized Direct Suppression,319.089223339845,-181.091646535202,-167.789344579361,216.9114812865,-165.417807168686,-119.613001767636,357.235758918037,-192.612357600492,-187.966493581419,361.685731600779,-204.065376093579,-187.856517280912,353.515969379464,-230.155671754618,-173.482947172153,194.80562394411,-169.229602350932,-113.34656228449,528.486403731273,-261.915822522745,-257.883466276087,546.100605823248,-632.517498112015,-204.234407676536
ROE Competitive Suppression,544.850271870664,-297.73843329676,-283.853639603407,577.485525995456,-313.419144342809,-281.153876094035,491.53818061806,-269.166033474885,-258.715125335931,567.861990207778,-310.864992664839,-295.015022141259,545.13957788755,-295.283748007777,-264.550741884368,582.033149166178,-317.434587279437,-282.694494697145,547.877280603902,-263.383041080816,-260.623409537239,689.500357443399,-382.456672188561,-304.547824895733
ROE Direct Suppression,600.769720058587,-332.328029398324,-330.412308538284,633.427005548629,-419.058673814811,-331.881861954114,619.32153807192,-339.085149798845,-338.227714362438,593.111489005852,-323.988308030376,-322.663578589119,674.786763600083,-360.545580034776,-351.386286037955,625.185330625286,-385.059385804335,-325.450859009685,707.532502892503,-359.474631342954,-358.028198501095,676.269277294027,-392.747498707159,-323.917880951769
OML,314.192019039364,-169.861953926863,-165.063088601256,367.071709520845,-222.311785828476,-167.724021187046,412.961428656148,-227.309032599102,-215.229286249924,327.558570443564,-177.026783884566,-173.382283233654,473.545056109731,-265.339371822195,-216.099570116547,373.528709976219,-227.321586063907,-173.681489373714,578.37920836068,-299.095337715996,-283.511303580988,549.049372691478,-434.300471122118,-180.785686227281
GML,327.40358998252,-174.36541801402,-170.812077366333,195.614869743046,-113.010162525227,-102.871284824372,350.500696826364,-193.914186395366,-185.617762513048,369.519922741116,-195.82856164918,-194.174751874723,329.483510591385,-197.230459202502,-167.471051501944,201.401214633306,-128.929094015377,-103.00251236241,521.919492602143,-258.130772376204,-255.157917317705,573.700787821286,-506.81123791169,-210.466998008919
Competitive Suppression,376.679302816246,-211.518307885866,-200.261006237463,420.840926284618,-247.550964076966,-202.265997103426,336.376228421387,-181.064659994609,-178.724145405067,404.949647815686,-225.301895954805,-216.202359677304,382.699915187366,-217.180104242612,-180.858485958032,430.975555652572,-229.850527369405,-209.331259332791,492.010147847812,-240.701310934347,-239.056519466768,562.488669431237,-370.246130827721,-231.131905460176
Direct Suppression,353.488703875791,-195.140746848998,-191.817311821321,426.814575230035,-273.23900224688,-198.049052332362,428.900222099743,-240.84886356711,-229.195742540053,352.79796375527,-189.693217097268,-187.805798282034,502.514922309519,-306.622777347115,-230.70996532405,414.059768569148,-256.138446080828,-191.943712489252,584.122734875982,-294.602327638879,-288.606378089546,499.548858169282,-326.623908523924,-189.894490136154
Generalized Competitive Suppression,390.916127135604,-217.270136970652,-206.943782626498,349.239440200138,-202.606842303229,-178.121641952897,347.783306585402,-191.535035626076,-184.889618227086,425.61979223158,-235.202771552538,-225.633223626026,328.04329474039,-180.94325730665,-163.88360690172,351.333102462889,-204.963994883647,-181.319265833573,490.971103537723,-241.139593504298,-236.428805417703,612.84989857972,-409.68416269366,-238.878197293208
Generalized Direct Suppression,336.671393971833,-178.576446154297,-174.325770642749,205.516139913605,-132.28461097635,-104.10691390681,376.281064861405,-200.27945552806,-197.304844337027,363.009133677657,-190.00464901675,-187.057046834777,345.616603224573,-216.293287863706,-170.703295043458,164.468974239015,-103.274270340482,-81.21609620094,538.990302656305,-265.511595047849,-262.208087945748,544.534656322589,-475.23737931755,-198.184079844494
ROE Competitive Suppression,573.470980496843,-306.978563493782,-299.848403503641,609.409254294552,-320.316025564762,-287.456114987667,519.522902777144,-275.857047980705,-271.505564599576,592.621122310204,-318.120577897787,-310.099964097868,578.677425237534,-310.315020498548,-274.673561737961,611.612466523121,-328.408249503487,-288.695230903879,580.95462199285,-286.401844466236,-287.495734042837,695.1066594247,-392.384531477306,-316.787475574086
ROE Direct Suppression,561.536579156238,-314.781993003016,-312.374194395344,615.370107982573,-346.566041779208,-327.725972987634,582.729088737148,-339.16837879595,-328.810834357041,549.878949663039,-303.645716170234,-300.866219070932,635.781853420924,-378.366399647429,-339.129797055946,605.480324866228,-348.222780939448,-319.749618831556,689.142950971899,-368.537953173611,-356.232397718427,633.641786386807,-364.710970098437,-306.841227060201
OML,287.640991005065,-166.998243357591,-153.293505311243,339.771421965754,-201.759012128826,-156.21470912454,392.978727414438,-219.171139642262,-207.427641107628,313.526772814488,-173.628968248051,-167.845366648402,456.622233547321,-262.620619269924,-208.577856419024,345.148967104727,-208.01971839179,-162.084093287381,570.446808040321,-294.805763361327,-280.227329970068,521.795927338743,-453.784289565961,-168.68901127471
GML,298.157171617789,-171.732579570543,-156.534348262998,192.599744847761,-162.723291615711,-108.456708649646,325.984503357664,-198.798238636938,-171.218918457079,340.000629235587,-189.027323491995,-178.891226326194,313.592238401621,-218.794968456981,-159.070749539905,212.686694774694,-176.935714904938,-113.117545455369,517.85635568252,-258.478041406601,-251.956385238319,582.396817507095,-626.567990388846,-192.484558633127
Competitive Suppression,402.996305665995,-224.983353524084,-211.543173225346,433.391662571944,-314.417705993523,-207.819152829139,349.292737825886,-189.396417718752,-182.310058090663,429.281985938829,-237.543826141776,-225.232000938421,379.942695044234,-211.788015995821,-181.021550314391,440.893580855575,-289.168989490976,-212.248492481862,479.302369830974,-236.40625434266,-234.306642307757,571.271180916117,-373.07500089777,-228.122385538229
Direct Suppression,379.439113768559,-202.920554970185,-200.111154299504,429.667820922323,-287.505915315929,-205.834181769409,453.383328792941,-243.234721929532,-238.99620345904,345.079493348399,-185.109446902897,-182.017457105758,512.058533325066,-275.009782501681,-239.827701752526,404.5414536178,-249.655383970078,-189.322446265075,602.291340229126,-302.05331894751,-295.516176158087,440.758025400879,-282.899581512807,-200.152562712037
Generalized Competitive Suppression,392.469902892537,-208.091366017925,-206.483508672926,346.750910798711,-194.289920176854,-170.554293001107,331.762798600168,-178.979076444627,-176.548558726653,431.014607431573,-231.525105296226,-229.129654435426,309.297473218935,-198.965913781858,-156.196478000368,358.251117950348,-200.120037154006,-178.920876290606,479.493843445175,-237.656300145502,-231.54027719918,613.997555206122,-411.833844946753,-241.847020420922
Generalized Direct Suppression,307.125109802057,-166.138124434776,-159.974108552793,184.880243154423,-121.000860441952,-98.8705704145783,338.727252641267,-184.131414968543,-180.157047929125,350.879866208279,-191.410647144047,-182.788475997703,325.007027460104,-6454.64289034605,-161.678659867293,158.366510583839,-105.230577406858,-85.2358617302029,523.50678128564,-260.989525433736,-255.253458504246,555.958968950487,-481.30300743147,-198.032943077963
ROE Competitive Suppression,560.423103347461,-323.993317109601,-293.82990877325,601.897921376963,-360.441896267672,-286.815561828992,510.654415650628,-293.465879548444,-268.397043273184,578.620624585181,-340.217412971815,-304.417624525554,573.976786856493,-339.355433732006,-274.583960415663,606.316211306949,-381.502902593956,-288.120914615349,558.272727779013,-272.830613140367,-249.075155398786,673.621931229412,-415.4494074916,-315.776886634329
ROE Direct Suppression,593.757155289839,-362.794267145638,-326.578138551408,627.969814901849,-570.869150090395,-326.965974266842,622.010093914069,-362.285438560784,-344.788622546568,581.534795716532,-353.748018209818,-317.393541488629,672.921652910741,-396.362084666881,-343.527271283612,615.994781453872,-559.20487832455,-318.44346479554,714.868274783306,-373.211319660875,-365.802020483164,650.391957986786,-340.104825825268,-324.051927313702
OML,299.253924401678,-163.42438308494,-159.455227117931,329.319611454585,-191.69903038282,-158.670526439806,391.894960163697,-209.881188539909,-206.630452226722,323.366324010445,-185.457218409398,-171.985244381022,442.503831904469,-235.966892972691,-206.291363419097,338.915412815548,-197.971844518901,-166.160627437585,569.060384771365,-279.4050485392,-278.923720609817,464.082476692523,-414.228024047731,-165.748462385203
GML,319.174305298765,-195.013548381666,-170.941262937087,234.544859325113,-225.030275061627,-131.229422761026,331.665635541854,-196.083655862323,-182.170776645571,365.766592621816,-220.740797640216,-195.573730577836,327.517844291554,-206.703637068625,-169.233622290422,253.924360277262,-198.201673161764,-139.045874909942,511.266819343822,-251.863794416406,-250.307297396507,521.00468423292,-398.999310438819,-205.877358065502
Competitive Suppression,390.672696333791,-213.10822046771,-205.631127747673,427.686297446372,-265.36600424374,-200.829264612091,316.89152480877,-171.878680558802,-169.428515391701,429.093259462661,-232.890384868264,-224.529842524491,350.535737089685,-204.90728064301,-168.269897236016,442.356062045251,-300.721842383873,-209.194319105062,475.219996055522,-234.366307499174,-231.089936252555,600.010703068006,-403.541037758218,-246.409836583666
Direct Suppression,365.412694361019,-202.160913275691,-196.455647472431,401.89099616109,-242.16514471725,-198.690979044119,446.749953109134,-240.562897603273,-238.366661090841,339.679372152866,-195.599094908101,-184.315545345093,495.654198502328,-286.353018546917,-237.855745344775,383.576300463136,-260.430803604069,-185.508748679427,599.592808808562,-300.72168104766,-296.219161732038,469.724080320522,-378.74976578571,-196.143630688347
Generalized Competitive Suppression,391.043547794604,-208.184519235092,-205.222554559257,327.948026824279,-186.472964235003,-170.538153801841,329.91300135877,-185.992110075216,-175.690532931733,418.326343950142,-223.742610645124,-220.512409335806,294.207062411378,-183.840305079136,-159.801920201636,327.342628781105,-184.720573192143,-168.797099374839,471.735097938809,-235.654960058554,-232.690050387833,568.162140559097,-407.314223279066,-231.762888373751
Generalized Direct Suppression,322.793182969708,-181.893943326168,-171.812933804733,197.641509394426,-165.422857184688,-115.252906506129,367.793971820158,-204.538434214238,-195.126519848002,359.055664516419,-196.634862935687,-189.073711570604,340.308550896537,-195.78675900222,-172.682970876501,168.375145755269,-129.501655745158,-99.1278967272906,537.868390918381,-263.211777887456,-260.896169450929,581.37376527556,-491.79482010304,-209.972555668327
ROE Competitive Suppression,567.473999223387,-305.192704212405,-295.908924714698,605.731109316281,-335.252424330384,-297.787472346761,517.199435524516,-281.293981729375,-270.33864093773,588.862706028601,-315.28229604311,-305.838120999386,573.436181298429,-307.113017295466,-278.83963757689,610.635295812111,-348.532384288177,-299.117305647608,568.06185842319,-272.244935911981,-277.400107212339,690.542446663482,-371.4182219804,-314.341905923094
ROE Direct Suppression,581.470670997563,-330.994303378162,-323.492671391247,627.997580930833,-371.031662552638,-321.14095888102,613.387021475993,-346.607645657375,-334.950403378443,571.391547462088,-320.857728543734,-315.864697743658,666.674824160892,-407.638081526232,-334.364213879223,616.347218609388,-366.131991547141,-313.088674026302,704.116361228832,-365.261176687341,-356.538378317681,672.131291518999,-374.487115599375,-323.471018683412
OML,297.060055651571,-168.877613757672,-162.359062602108,343.132300902872,-209.928518394975,-162.386049166555,367.467164440143,-211.53314200007,-200.000835898225,328.198150336902,-181.805889279032,-173.516326572886,416.034158472109,-236.901923536978,-197.534807696492,356.15698581183,-211.975740186066,-170.231898496309,557.786470932346,-282.873990029919,-275.283898236754,521.547086251163,-336.412969338047,-192.002285897658
GML,314.088012323813,-167.949511865899,-163.79179771438,198.302560777235,-155.30057252739,-109.109885903075,330.748278363933,-190.883597122947,-177.127488113687,353.295432613628,-187.981339917718,-185.668969578503,304.970112666849,-172.049590110911,-155.037454366798,211.848147798818,-137.309180693396,-112.09093833038,520.778657405699,-259.582277045685,-254.570298981922,549.431414871811,-493.046542088953,-189.009933835657
Competitive Suppression,373.121011609054,-208.879126139159,-198.397981059826,381.756621486776,-243.001606708902,-189.784393244296,309.660709189344,-198.112681859368,-169.485786427912,409.462476541776,-230.438179130442,-217.624180199727,345.320050354181,-242.449172237859,-171.269400245811,394.017063496857,-257.149834733856,-195.718044928832,475.821900786267,-235.888673906456,-228.817040018865,603.814892877517,-428.725041912697,-230.889820955996
Direct Suppression,343.859378727564,-191.093450562811,-182.684004230743,398.823968448908,-248.991914247768,-189.826547519182,401.174737140516,-217.241148936578,-211.44518370278,327.265610637988,-182.72559614896,-175.4092418603,467.287315893453,-265.773419162674,-217.30244597926,381.234158517284,-232.763659635624,-180.797172155711,563.535765812321,-292.917312359515,-276.976695153811,489.983223153214,-403.094927660753,-181.974799154126
Generalized Competitive Suppression,401.243595084845,-213.810200984608,-209.070783310253,343.165298260058,-202.240301501546,-171.22852478341,327.261738284246,-202.727971026698,-177.311815759381,441.260858152053,-234.385288406825,-230.403282265166,292.559748637841,-222.975501394145,-152.175137196844,354.86927019154,-222.735613594878,-178.208781048822,462.544056471737,-226.280419525491,-222.875347806591,614.516585056536,-411.071240276296,-247.787708270612
Generalized Direct Suppression,320.629103266794,-175.285665483673,-168.971687035296,214.284324246078,-206.470124902503,-113.848659017761,338.287706286808,-188.235331069453,-180.467023406199,354.386538734188,-191.087814500849,-188.016505141162,319.234010435263,-243.776585919572,-160.703774735064,178.55802954221,-122.457079778746,-105.506738871907,517.570154462889,-257.231097544103,-251.405148972308,522.652405813176,-459.388772280717,-207.380685481333
ROE Competitive Suppression,566.439309136901,-298.871239851041,-295.252794191116,597.489523243512,-361.666888670287,-289.378491805894,516.779380813617,-272.662816578578,-269.669070507383,582.33581342457,-306.768095458354,-303.449673115442,577.242309806011,-329.495396893096,-280.080860447917,598.987033487128,-366.626382295234,-289.920512301404,570.779524247752,-277.549723361699,-281.570144580687,669.41272409633,-351.737479173011,-308.529541818785
ROE Direct Suppression,571.087723085412,-308.520612649488,-307.048016744417,615.107698649002,-351.526234838537,-311.555895762328,605.656016955779,-330.43026471782,-323.530372445052,559.077586232938,-296.464319907736,-294.980868266209,660.631002333966,-344.214229707613,-326.411729660244,599.971244725139,-327.129447290766,-300.790496442095,698.303479931083,-360.368598569024,-349.070267251389,641.704521737855,-340.612866660297,-305.131656557232
OML,303.83782924639,-168.339896510394,-162.302003652934,353.027357889859,-214.193923578331,-163.179602730433,378.126564592045,-216.690508150469,-201.565919266237,330.85463179979,-181.691862271334,-174.885919753942,439.910184188433,-271.252498483255,-203.199505878802,357.887556519618,-234.834827719749,-164.524544453235,557.153882025702,-292.350246696046,-274.596739614061,516.616563458266,-418.094319617072,-173.711490590647
GML,309.061583264697,-176.613335739776,-163.417403167074,181.59903985281,-109.667566276496,-94.274729160423,337.630735497715,-184.569447729258,-179.6742217275,356.278581360142,-206.136725234194,-189.786044204457,314.062977464,-175.856896296312,-150.109359658842,197.229850888436,-138.297424836898,-105.625109878154,515.603708608015,-254.300323398591,-250.755615406532,541.161237187455,-581.025047498186,-207.327572684478
Competitive Suppression,390.886090133795,-208.459204720447,-205.657591230673,419.488257487193,-227.000644663875,-197.533256778673,322.522505526645,-179.62174497526,-173.652837685751,424.316025170968,-226.606739449036,-223.464566149831,365.14719578846,-561.430541517953,-170.982520726185,433.903283285843,-244.029849738067,-202.316298217844,470.003763088166,-233.355014541557,-227.943844696541,560.311740575827,-367.991866212155,-231.945760695536
Direct Suppression,369.76469930742,-200.674115393774,-195.321239821615,414.205651305454,-213.516234174889,-194.643252774258,438.424583928205,-251.222480818282,-234.571397823992,349.479283333493,-193.739723089608,-181.529125392892,479.087031061034,-306.2195725804,-230.039738508131,399.614945600252,-214.090627421172,-182.142927669556,584.020513422984,-302.750186843634,-293.119174057784,462.100836872015,-312.212910156775,-193.252182034497
Generalized Competitive Suppression,402.537038864331,-216.333550265825,-211.035374837959,336.650243570934,-197.038934000887,-176.862961930808,337.009206543224,-185.27884796554,-179.119529618067,438.820267909074,-232.496757773564,-228.818903440885,275.834260315182,-164.097888454762,-147.407212624427,346.600816899589,-207.847278475108,-182.357673949645,463.454003248216,-225.140101247838,-222.087443617885,605.919682173966,-406.120033625884,-243.574501843768
Generalized Direct Suppression,317.016775233763,-195.250248104185,-166.752220334362,192.876997109849,-211.923215024396,-101.284105114304,345.542897413896,-189.667214326001,-182.695728136326,350.494485110027,-193.00047972497,-183.295307338756,320.86236127284,-198.433273985026,-162.490436193266,159.176623183177,-108.874821238866,-80.6615916633366,514.560042320981,-257.48095496462,-251.650883296944,553.370704160036,-437.634101473586,-192.690604904734
ROE Competitive Suppression,568.241498805139,-298.180779316377,-294.760251281129,598.555815623968,-339.022978531839,-296.821602338172,519.760591370112,-272.436630358556,-269.009788201673,585.053748298418,-306.526978210036,-303.503775932304,567.630007054092,-310.367971299849,-281.936578167577,599.995398420213,-342.560711730751,-297.995585055746,573.713958947577,-273.555431747018,-272.470578639372,689.150034426737,-354.937701447154,-309.286193780473
ROE Direct Suppression,569.064775517201,-311.635627835793,-310.40246224779,613.403983575358,-350.483217839212,-320.876613828108,607.116087039798,-341.039090186091,-336.910973919995,557.715810912649,-302.744743685039,-301.317752996238,658.592734743259,-376.409761281168,-336.211733803827,596.076757712769,-342.620936390473,-311.382558887324,704.03446956139,-368.13327355337,-358.973774648201,645.69686474513,-327.367081357769,-303.977810926827
OML,285.903766736754,-159.227648883172,-153.36083600132,322.057455114656,-191.400491023603,-156.174652334848,391.374103911465,-215.2103756896,-206.181938269493,323.793838543125,-198.809724832535,-173.498947199548,431.839600097221,-227.150395373212,-205.690452624407,358.61139068542,-309.828713975646,-169.529044167376,568.127219329316,-283.080301983322,-277.79971551814,573.232315609919,-572.241675292462,-214.300433029668
GML,314.207504750399,-172.470551252521,-165.566097612672,212.980773467137,-136.442962460438,-113.757797680385,332.436140295096,-185.465174163297,-178.230745182608,360.182305082611,-198.791461839104,-191.11824050134,327.72475228538,-185.822480931676,-161.209387735899,230.030028063237,-137.217805230418,-120.880111255703,519.061935317521,-258.022664072899,-252.687533000824,551.945270159669,-495.146908984249,-224.121421423261
Competitive Suppression,376.32346113097,-217.799843480764,-202.05782070153,417.783070617954,-255.135975742887,-197.078508227678,326.833092511703,-179.325071344845,-173.395032062738,412.918979454049,-240.096714716607,-222.073789968404,382.272230891191,-230.684429200571,-177.984663915811,438.082494864041,-290.75666666693,-205.458415234272,481.209783212589,-241.596075588213,-235.070383260562,597.266938501386,-401.649115504679,-229.170321122084
Direct Suppression,371.421855321128,-200.592883226253,-196.914854855899,425.645588215601,-234.36559667269,-202.342420044652,445.524426387392,-241.263888610063,-232.297255732254,362.375785674194,-198.059382877735,-192.959499920631,507.818765108918,-281.598616535462,-235.971879849131,411.403546694685,-222.140055639713,-197.045026531118,591.361650963139,-299.100435510192,-289.971146308481,468.450382813295,-355.341900277963,-198.075139100426
Generalized Competitive Suppression,407.340162977711,-216.019797776363,-213.025240431977,337.619639105806,-192.134616493469,-172.900748221031,328.57494359626,-185.014011709931,-177.865980574492,440.67674201371,-232.236846384155,-230.169912110028,266.709202020159,-154.267808181599,-144.720081168722,347.98202633648,-200.259819996682,-177.40740622794,457.509734090201,-223.887460599297,-221.305744394828,591.473342595909,-411.772203304609,-240.322406626483
