originator,OML.aic,OML.ols,OML.sp,GML.aic,GML.ols,GML.sp,Competitive Suppression.aic,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.aic,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.aic,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.aic,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.aic,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.aic,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Competitive Suppression,375.245636194014,-211.306404805195,-206.501631124668,422.111003142494,-251.552898772243,-213.737672447243,315.849334889903,-177.298534569307,-173.393143173697,413.424195574701,-230.998490270297,-225.747441899503,366.187600462074,-248.875051311496,-178.753952231116,442.919137862198,-253.329358593085,-222.758278756883,476.220462549476,-239.582888387585,-229.547563127885,596.598861665479,-426.644490558994,-240.621316064619
Direct Suppression,339.682504201522,-182.232938597017,-178.166641416844,393.269798044857,-223.606642689662,-185.084753746483,431.061740380736,-230.797793778197,-226.282179312276,318.864039130851,-175.798922265531,-169.503035906053,490.688103583607,-252.832656067721,-229.212048812081,377.609159117039,-237.363904066909,-177.37595348968,587.194715483227,-299.270489890314,-289.8577270335,473.000487683137,-360.955659121388,-177.564625762651
Generalized Competitive Suppression,402.321274663126,-218.895346941877,-209.621039475357,326.118877729625,-215.375428708289,-172.999003687339,327.2820953789,-189.584176549544,-176.001167907492,440.255401322829,-238.48227141543,-230.876356649254,258.554825416415,-166.065106605505,-141.327327671075,340.151278116434,-218.222690736198,-182.930709885311,474.54271008843,-232.478674407631,-228.728017146944,628.48189915094,-404.668924951023,-239.166213268458
Generalized Direct Suppression,301.714545386292,-182.056133577916,-161.019085469191,195.597359965778,-174.209461952208,-116.043500624615,353.4573491234,-190.752891495238,-186.864988669208,334.919900008409,-182.22302738626,-178.078892698816,359.762291018257,-223.82941128534,-177.127151553756,160.7197997532,-115.635628939624,-91.1532169557632,531.049850758199,-261.651940771097,-258.362434540286,544.108370740277,-587.901536277152,-187.782171742176
ROE Competitive Suppression,561.72852936721,-298.222145658083,-292.103634599726,606.927638245379,-347.715365146082,-294.490097811823,511.716780583206,-270.235425887263,-266.500018895096,580.327316302846,-307.087158784111,-301.048917808066,573.877387158781,-310.197091591143,-278.937869031615,611.709716403416,-365.955214469685,-295.35140446084,570.849924327873,-270.948328388538,-268.677724910149,684.745710165286,-354.985843419966,-306.922499170151
ROE Direct Suppression,591.384595301884,-318.576472185813,-316.646456029888,642.108212291366,-367.210576689703,-326.455555840253,612.956839831727,-332.220755647019,-329.105248296892,582.671810378626,-313.886910166551,-311.697938046555,673.558930317487,-391.437457839098,-339.109061111286,632.038591888612,-390.728107668935,-320.893177189692,704.759222062376,-360.339025149205,-350.98748881794,646.387221793466,-307.281781151263,-314.424528173632
OML,274.099190958045,-151.857150248594,-149.259599934368,327.132155111525,-193.297690827677,-150.833624510518,366.517056756146,-197.643586014154,-192.515135274516,303.301077529751,-164.444156408006,-162.632388371675,439.718813664366,-253.240378455102,-194.998855571021,326.865802751879,-189.425175020291,-155.677469459487,553.133743248785,-278.749159118269,-270.577037485724,512.244436223524,-556.124079989583,-183.046956131621
GML,291.744903609004,-154.43331050283,-152.667245144237,176.666266093414,-178.104521466593,-104.978008976631,331.147216626387,-200.738781159675,-183.898894879545,343.585295461997,-184.908632724866,-180.086918667514,322.085847426112,-260.54940077586,-172.205052705499,200.593324655795,-182.225879456945,-113.284889551117,526.138362651103,-265.131304396655,-258.967489005517,556.990425734443,-441.707386513749,-214.479684731064
Competitive Suppression,370.355695913802,-208.653491438013,-199.08833325244,398.043068798449,-277.779574118573,-187.307342960164,306.716857636282,-176.052224433246,-163.529335217789,404.985025555747,-227.735463534396,-218.128337586145,355.614928229917,-200.856668585681,-164.990558416626,414.360939232414,-287.047342169839,-195.145136008073,472.912116157444,-238.305379398753,-231.08674440499,596.455031514783,-494.122402125986,-230.598074662926
Direct Suppression,352.847713422195,-197.541410780473,-192.212327300863,383.945877927819,-218.895670706042,-187.008493857255,441.959492508734,-247.800766973092,-232.62295471233,321.142763914167,-179.215410057382,-171.990234035209,488.634951344009,-270.550897002394,-229.748757920513,361.849763515481,-231.065773788461,-174.230265969935,593.577636744466,-302.86142196841,-292.351911610918,415.121243701838,-391.970170862829,-186.774277329908
Generalized Competitive Suppression,383.390248808227,-208.949113446868,-202.077363078547,330.474042536606,-239.762847104021,-171.769501134465,319.19497126471,-178.816364774811,-169.870019180891,419.18397104328,-227.491426646617,-219.816905915975,274.096563824677,-239.447687841831,-137.546027547759,346.138711264601,-208.299647790311,-176.991656365038,480.945320033232,-239.810384259597,-234.508562349411,594.441928801193,-422.20059292728,-233.492719928911
Generalized Direct Suppression,324.579153580268,-183.365846922586,-169.284735010844,234.034339644345,-167.865739239472,-130.359967751264,362.03403970098,-196.710353108823,-192.164676316662,362.160858741397,-199.512481572112,-189.682942811255,361.400523379102,-213.497982291638,-179.117549718732,207.527910609391,-178.274531026843,-123.656362010058,534.082709607632,-264.076231534789,-260.176136656545,565.375613892349,-469.217686920578,-213.97858926105
ROE Competitive Suppression,571.519280169561,-303.217176620718,-297.843497510172,598.728000185046,-319.2294513999,-291.158433649221,523.045722564703,-280.389819798404,-276.41442087976,589.264751523062,-312.476500971698,-306.925720309757,572.588575439445,-305.940300683514,-279.222884050868,602.142301940366,-321.019913572543,-292.349174240932,570.825404288471,-278.262923136449,-277.003798248655,686.740444189329,-365.415379772687,-311.996045287059
ROE Direct Suppression,579.879001656201,-313.888776261411,-312.546710096887,634.417120876317,-357.107975552402,-328.540260834343,598.549576590013,-331.65463700472,-326.451870314788,570.91599484946,-308.447229385659,-306.559364498883,656.047967140577,-382.928881656499,-337.176533771589,628.498988269121,-361.483177747165,-323.768745017916,688.233714826176,-360.913278475665,-349.852431513291,634.579125835515,-312.12437461698,-308.268775794847
OML,301.185510272649,-160.637213378117,-158.539499336884,356.979424333348,-203.547243778887,-162.577885523651,386.118310417106,-223.197822867168,-203.158240887851,337.560227901141,-186.539689394569,-179.150593615062,447.098624123334,-258.382181700428,-202.853205730653,373.325278561626,-228.088587690011,-174.52516516762,557.20645491375,-279.998173007831,-274.707917952847,596.444097700691,-570.228820817458,-203.117764782361
GML,293.9938982193,-162.940237944502,-155.042998230571,169.897928897046,-127.74900813098,-99.3954653135449,333.028697069755,-190.124233714613,-179.856618037216,348.679676996811,-195.205433086546,-184.297893196351,303.613295111963,-206.476366104643,-156.849176885094,194.215110043279,-141.273205211724,-108.703380071534,517.084797859943,-257.367113706932,-252.627724957015,567.57980100667,-516.045287061142,-204.365329979667
Competitive Suppression,372.936517922382,-207.186570564416,-198.056268147624,412.422094605958,-255.91745563812,-202.691619735856,268.982231813832,-155.614118426561,-146.8622306936,411.899313935856,-227.013733996778,-218.616442651573,337.718459388835,-218.776222108357,-171.239417377141,432.815917261586,-259.583005019643,-207.897507738129,463.639187874568,-232.536576712729,-226.232481154518,573.46915217326,-416.078557573835,-242.356363352898
Direct Suppression,345.019022199899,-194.316358121028,-190.615890669263,387.591304963498,-252.316705814049,-193.741262616412,433.402454143639,-328.217752441127,-230.949357571229,327.904227868207,-183.588348797468,-177.361844384742,487.296029513422,-322.97890096266,-232.160154614638,380.994553919169,-248.965451466163,-186.009102508071,594.688385849868,-323.65408575022,-292.557346811145,510.253229915235,-342.874576270369,-190.404985844765
Generalized Competitive Suppression,412.879793637073,-225.310926846765,-215.429959190926,354.07393331512,-210.912828339862,-182.296594462014,329.338126442425,-183.29569148726,-176.297468685671,449.827662706136,-248.574467859481,-235.52590074862,278.483353748177,-161.521607735141,-140.52188048345,365.162165193348,-235.97659061034,-188.744954959187,456.2667116574,-228.120937764342,-225.528765366456,583.852218032392,-409.494140433531,-248.749161580785
Generalized Direct Suppression,331.833679862491,-177.098441448123,-172.119215129806,235.119608695695,-224.078047856173,-132.220573052553,353.013025623089,-191.721679772741,-184.333439105346,367.523487859434,-194.518685195405,-191.605646566457,335.407853539029,-364.227826071121,-169.720617032855,202.840125087651,-139.46777932286,-124.506756114217,520.454498405702,-262.916123331583,-254.290783867802,547.130845441233,-432.376728372114,-201.758832477708
ROE Competitive Suppression,575.515193991326,-327.290521867087,-299.390219964161,591.08113893462,-362.276208517494,-285.333288285041,521.662881106673,-293.141077559924,-273.893364468129,592.886961039397,-335.189615976729,-308.645797101838,568.847966840584,-331.972845071581,-273.217336267487,588.622151297443,-363.227112388338,-285.584556866149,583.985819689089,-287.624337005563,-289.736409502212,692.534878982488,-381.946505947097,-316.099824571792
ROE Direct Suppression,581.244126406003,-339.768724896243,-329.133905272607,636.576858778558,-378.400501407819,-328.403771211798,612.545526339984,-359.496177036984,-341.462264451954,571.291450762999,-326.099240879986,-322.754851635756,672.322797490088,-372.661942293084,-342.277678889889,624.167338905184,-373.547939460059,-322.116173460557,703.998532735364,-383.13331706692,-362.157093484017,637.893134956346,-329.445460849875,-329.109410129309
OML,287.307645526136,-183.726567635372,-154.799839815711,345.675762710396,-226.058996205002,-158.558264528943,385.913523192496,-216.105796762746,-205.558954553826,322.328685130839,-209.506396927577,-172.19509894422,446.343566437145,-242.314532119996,-208.242078987467,360.017945703631,-226.828685150802,-170.139943129495,566.438569067819,-290.768927611963,-278.264219902475,524.435452188859,-448.549864449821,-193.945621336741
GML,306.106053478263,-169.143563557627,-162.580261305219,206.436231265031,-145.979321345898,-116.564682394484,329.100835203058,-183.026733112894,-175.21822450947,357.614799116559,-196.44411469799,-185.888591131535,317.494591799997,-189.939914979515,-159.411408032798,217.762302716671,-161.178128920699,-120.919065369843,521.850827508191,-258.602978964167,-253.768563478378,592.423929754681,-472.886156452257,-216.905006773087
Competitive Suppression,386.126351519601,-241.420989172583,-205.302980964399,403.760076172072,-278.339280472109,-195.185308380462,292.423745826905,-166.10941074325,-160.180410758135,433.299833417117,-250.857963718897,-226.581587866415,347.363130239499,-198.894037192073,-166.622267143067,430.682981106502,-267.642415637701,-201.668395030853,453.626552051375,-222.700835753765,-218.30946057739,601.974250227152,-365.729005201434,-245.164789464433
Direct Suppression,349.665696285738,-202.211019557494,-186.83357542512,377.420893298846,-281.304550332196,-187.941379641572,428.001662518302,-237.906201238457,-227.433107129434,337.450343343933,-200.65501611636,-178.8564165981,475.666237300802,-353.978366520602,-229.115656442352,377.106638591756,-242.202818183456,-179.480425847469,589.934455003421,-307.413772364175,-290.059848699153,516.726121112665,-386.472541234495,-188.284952474896
Generalized Competitive Suppression,434.033771554344,-236.53059553381,-229.041381708712,400.206079653652,-246.71897880844,-207.628968695078,364.930715374108,-196.287166269295,-191.78943769141,468.847384631376,-254.875893997847,-246.211818007758,340.841404042885,-216.6473603709,-177.656239407561,411.797839975168,-257.981398577908,-211.438612076214,468.084477364703,-228.34768005916,-223.485071837412,633.419495678071,-401.477408690153,-259.756753308893
Generalized Direct Suppression,331.741003485159,-191.842251529515,-171.229965274908,206.815127945736,-141.059321583583,-111.111578594445,357.847998957544,-194.520935970538,-188.615315921206,369.943070225593,-203.812148729719,-192.249445884137,328.320005569105,-182.566423349961,-164.803288042089,171.652736232475,-121.190894940663,-93.5325105534977,526.153474256153,-258.838900960215,-255.244037825527,585.837969958378,-468.243088993135,-209.478558583838
ROE Competitive Suppression,579.353872417193,-309.383872218896,-299.780868427179,612.574566726921,-324.687806608158,-295.456777593451,533.120785310392,-281.721962742084,-275.931934820373,597.041581765862,-321.600824009813,-310.23356029682,580.633877769425,-339.360157944686,-279.119331566831,616.858640906113,-324.930912043841,-297.553689096607,586.133372820831,-276.729201933981,-278.042425320375,695.548078438436,-365.81926562586,-320.028619082361
ROE Direct Suppression,598.198868036401,-340.870677084045,-325.646987949763,640.677988814783,-361.171766338355,-341.607336974172,634.086516690294,-353.271860262439,-348.752125313419,587.110339152383,-326.636448036383,-318.409309561248,682.833241462713,-362.851995187039,-353.607340685306,636.800188922972,-359.157158815788,-334.526505776044,722.08246160794,-383.378873683088,-372.491881409904,679.16548205808,-366.921646573516,-321.735916564769
OML,308.471477179724,-184.921082865489,-168.729457896722,364.85246473038,-272.490029530081,-173.14527787732,388.361816449359,-215.702444186194,-205.968351426419,352.582077907347,-204.979771164871,-188.616905607682,454.233883504559,-287.605670444923,-207.986780895755,380.312051649336,-254.156135042241,-182.69021638608,563.121151063428,-287.186804766761,-276.723443096661,584.634402305329,-502.796085470265,-207.066013927958
GML,307.11710836063,-165.307770873996,-161.266630185987,189.361275536737,-159.708362234434,-112.112785661636,338.305639884168,-191.961809161927,-182.026119803294,355.578904267561,-193.461903943443,-185.918884376358,319.952815158774,-230.825757710892,-169.111585226868,206.906683089486,-223.736414536862,-116.47106026049,519.688742272547,-257.428926720457,-253.76852798815,583.313315033364,-420.359066312852,-203.707102802734
Competitive Suppression,384.947871682861,-207.635205333913,-202.131600092941,396.983378465719,-233.673201684207,-191.198596198992,340.730113079091,-185.545746200702,-180.281894482501,417.805835870465,-222.202884408092,-219.156051991391,372.361061024564,-240.077851379276,-179.296919020337,417.663471778199,-246.489689551223,-198.599668994697,492.811336920477,-250.075085511186,-242.563338620685,601.055708437782,-323.483387125718,-229.110194955825
Direct Suppression,374.673777628422,-209.141641354444,-208.525466097332,416.119373618981,-246.640415010155,-217.709349626761,453.791617215097,-260.805554717891,-246.337519062768,345.409355892142,-186.570348256264,-185.52281968808,516.131840951788,-308.64336622867,-244.620860083897,397.952389721792,-238.378616651574,-199.631005530916,601.141306491654,-309.354190578313,-298.851437905599,447.162109517628,-247.090722915913,-203.375010802478
Generalized Competitive Suppression,393.385925009012,-208.449824786273,-205.062943588896,348.435410530346,-219.670986560358,-176.6933728638,352.676323279211,-198.261989082301,-188.04808205896,423.018824662562,-223.646268033107,-221.051987179204,329.807567412451,-188.709364625641,-168.224539119576,357.337939015984,-222.175402898543,-181.950615345949,491.060006735951,-244.121836143328,-238.57561724411,615.325165689343,-422.024998033568,-230.536985522703
Generalized Direct Suppression,300.981201982272,-160.428591063925,-156.703801055504,217.518587799467,-125.019716326608,-112.770798800928,337.26229341572,-182.177672055897,-177.965929938192,337.987580601815,-180.106869332768,-175.92777110027,332.96299515679,-243.314126907221,-166.622812908319,190.682424269428,-106.68354427264,-98.0560215383864,522.542065548265,-269.154565254164,-255.823928146294,562.470519259483,-537.052184625104,-189.331620185056
ROE Competitive Suppression,571.366792997674,-310.184282821081,-299.411221634985,596.659944677531,-327.119115764005,-294.001914716756,525.49431682138,-292.184728539583,-278.614362614509,590.259498065332,-321.908306975621,-309.397827905258,578.457876735758,-313.450643528646,-282.852398071288,600.45560930059,-331.410017242982,-295.301558187115,580.229195605893,-279.623885190072,-278.651921261047,677.75528511533,-385.412857668981,-316.944902273535
ROE Direct Suppression,578.21208994235,-320.616632956056,-326.024904016853,618.577922343697,-344.68050698782,-321.673034994909,621.44627269672,-344.665293992029,-339.025843914394,569.50404875885,-312.408496750325,-310.350993805755,677.95320651301,-358.825352053093,-338.209771724309,601.359152088771,-334.06331659651,-312.53045774215,719.020303899092,-376.081995409156,-362.024047203606,672.655236796848,-393.975773303705,-326.006704346641
OML,266.850362725968,-153.015654734842,-143.585290484065,328.821816684101,-203.237301349506,-147.764177665469,360.40798804532,-198.736850478452,-194.871689303057,310.458357403173,-170.63580231511,-164.389032446194,423.273271006914,-231.108610757569,-195.961365719081,350.446300881532,-222.014747563708,-160.422940623242,548.222175787322,-278.194211240725,-271.02908848666,539.429537272012,-547.534609316063,-187.630022837493
GML,316.367156760793,-171.521995641301,-164.595504769117,204.818140607722,-136.457028910011,-112.106272061859,344.548219797616,-190.221985559491,-182.321299413653,360.561214134436,-194.990239208639,-189.028811244143,336.803207740438,-206.424443808766,-167.740288069167,219.442177995431,-145.91080222468,-123.319442739917,527.606768716447,-265.583617126642,-258.086197292248,534.641789519028,-506.290389527602,-205.470863625296
Competitive Suppression,367.225285321532,-206.105155016722,-199.879534196161,405.627964662248,-246.109967053847,-196.158565432916,291.58387336255,-175.182350513388,-158.138758911388,407.447497877506,-230.924085988992,-222.87669120629,343.488979800416,-201.523533929606,-161.852967019937,419.950983697748,-249.732797446344,-206.09949494878,470.552466529867,-254.0433824529,-227.377690037176,563.558103320665,-437.41157327673,-243.065644454854
Direct Suppression,357.684318126167,-204.762669791847,-194.316462514585,405.275660626392,-243.4333768759,-196.294837255348,436.998510171994,-236.733212279291,-231.47649866814,346.69850771208,-195.206427712402,-187.925567558159,492.331706962058,-268.197407797823,-232.472632917746,403.269939868611,-245.439307915324,-192.773206725248,577.096177674578,-295.375842633916,-287.226965258183,486.089466007393,-464.942066184027,-193.073779345939
Generalized Competitive Suppression,394.812853984764,-215.924114869648,-208.950487022233,342.770224330576,-213.746369537602,-183.278528849286,326.129040498197,-194.877988473252,-178.015830889491,433.207733016361,-233.591140744542,-226.826074777463,280.025407476432,-169.477387297723,-154.615572479168,355.760986494084,-209.859449883627,-186.553337393246,463.05341845894,-225.674811964808,-224.064437621719,605.611332005928,-370.868201268187,-241.418609300613
Generalized Direct Suppression,311.782448802663,-168.36511785067,-162.771959191636,228.93184043331,-162.480957477547,-119.602276728041,346.595643085696,-191.38991726572,-184.976390478459,347.443423007321,-184.361874078777,-180.875306980449,350.647441821341,-243.912251399516,-172.675989312419,196.779132425994,-145.864661018049,-105.490831005613,527.0210400942,-265.374856969943,-257.260671844153,541.587218550474,-461.871159216524,-195.810525710344
ROE Competitive Suppression,559.436716336451,-301.172844000674,-296.369220540071,600.375440334526,-365.972804412229,-293.034059793754,514.457078398135,-281.219356924007,-272.399610929857,577.258224033199,-312.951110220063,-306.468896090452,575.966503466429,-388.252489451001,-281.367634173655,604.362390398358,-372.498032167311,-293.526716356844,576.197238388552,-276.83765996,-272.32173593045,691.817593073569,-392.299376189406,-315.017141778276
ROE Direct Suppression,598.226369479658,-352.632855522608,-345.520761251322,610.866720861327,-393.476415763067,-342.089575449531,618.534193509125,-355.769638870216,-354.578268987825,589.597780689642,-346.711217256443,-338.608831078445,657.264998090241,-384.172039656291,-353.445745891312,598.752279121503,-386.971883284778,-334.357620088963,706.202615650629,-369.754100667808,-368.129176060766,669.426374318973,-378.816021423958,-345.474154212346
OML,304.735827941207,-170.480576440318,-162.25767968691,365.31334299924,-202.441724491591,-163.657231338835,391.407364186882,-213.884691463408,-202.077060386932,330.588209372517,-195.47823949469,-178.989158213589,445.809950888265,-237.443818349682,-200.22785520932,380.530351760016,-226.807348297089,-178.279743496013,565.434875726907,-284.162964185885,-276.018729896391,537.33776422866,-394.171877711351,-187.598593177921
GML,320.510100874006,-176.985582223293,-167.184463348276,205.378977563764,-153.478379891421,-118.08073329659,340.03067206136,-187.739705556879,-180.138454792798,365.783837743719,-198.954463529453,-192.444192232301,315.984043069794,-179.44788812218,-158.245574648119,222.942841922218,-190.335720836389,-127.337040430964,516.44347837174,-261.151636089966,-253.003959265889,588.975167701231,-517.988541612287,-206.35449979148
Competitive Suppression,375.048762158486,-208.627811426449,-196.622852871794,411.66006247715,-241.622084218962,-192.883223760024,308.913258993388,-169.5183648221,-163.640492815295,413.729086122177,-231.827168078411,-218.808356088753,365.459144775289,-249.142761403987,-165.807218903792,428.712465950823,-250.981391156609,-199.574771379721,471.164192006956,-249.559485560327,-228.046374887446,610.738817991076,-383.799025865142,-229.73648512258
Direct Suppression,352.341950442876,-203.00978717433,-191.173344381238,375.069775455265,-235.376269056939,-188.809140810708,424.710891588654,-230.941287759784,-222.845102054446,332.053035075467,-189.835137899055,-181.724354166012,466.675088911424,-241.619605284488,-222.243284437642,364.598332176331,-233.266914281399,-181.967387188214,587.518361418759,-298.684015361899,-286.422175400208,476.71537783117,-346.680873748727,-191.135415154021
Generalized Competitive Suppression,411.473422348111,-219.48678628304,-214.303061773537,350.920952465992,-224.154472167745,-180.659238282583,351.680349603307,-201.325354876455,-184.577340008405,443.686645752013,-237.4286002007,-231.797331634251,295.1071118779,-184.756140636999,-158.413093431026,360.40310240501,-226.252817026605,-185.346275056236,471.044912323588,-227.889274622386,-226.564580108854,609.94389134975,-408.999217278888,-244.101561840421
Generalized Direct Suppression,329.75487569463,-181.649161829975,-175.381242384294,238.740976613643,-196.24300542399,-137.133787707003,370.698115713442,-208.782213822169,-200.911723933416,365.360788422909,-200.355137886734,-190.272755584835,351.05480949459,-209.235227897107,-187.540342828893,202.142021731867,-198.095406543761,-126.209897088057,533.810877568884,-263.837720320224,-261.702861720905,551.281729721314,-456.884437181394,-205.059640734817
ROE Competitive Suppression,577.175084038045,-319.223899639516,-311.040599800781,605.513715567671,-337.891128958669,-302.637017877464,524.869969566028,-287.346268439418,-282.979470111735,595.479690741165,-326.367889434222,-318.690590703446,574.832427606506,-326.625448954759,-288.059618416324,607.543992642654,-341.856094134927,-301.593285843238,577.558788467801,-281.582280123361,-281.110608542219,681.595401571743,-374.505611607475,-323.784753350539
ROE Direct Suppression,593.343066302651,-345.195428202558,-337.057478085927,631.519558755236,-400.648173714507,-334.471994335602,627.293623949599,-355.702405938041,-348.883820608128,587.561433965476,-335.935096582111,-331.01041631526,694.4558783385,-398.668325111672,-349.09419091444,627.26951872929,-370.80140499482,-328.277815364813,722.771040179512,-378.43087070622,-369.739794393134,710.657018062168,-398.977286503072,-337.040433243015
OML,278.810435744185,-160.54861780589,-154.40828054378,326.793659753572,-225.028900031526,-159.249221003174,390.774848188085,-213.4964528138,-206.064374578381,307.284956747893,-172.378548158063,-167.106116667925,446.624315703648,-249.230498606339,-206.784525674711,323.590906627392,-198.186366870596,-160.164603850785,565.867692725523,-283.742214180559,-277.57873469833,552.662423566286,-480.270882267574,-175.80390552293
GML,302.767773625006,-163.503484637318,-159.729562781549,185.280826719891,-114.402559043445,-95.110489232349,317.652856340221,-175.261897948012,-173.119297190338,365.174185088724,-196.250505092074,-190.272043495022,305.646701782732,-188.00319440911,-152.766982589572,221.777621528408,-140.906280756087,-112.711039057898,520.17308083575,-259.676045481023,-253.689411600983,592.692385774623,-440.473084566626,-212.458938993021
Competitive Suppression,385.947324933362,-209.264821165165,-203.690828867326,438.180543288335,-252.246067683543,-206.18319313911,329.82898658534,-182.580952292077,-178.984040431628,424.906727732587,-230.088465059879,-225.975750559557,386.840455780109,-259.026232347728,-185.266589177925,454.613628712684,-245.036642378508,-213.074102615979,479.060205270038,-244.118858255703,-235.645203970975,582.289335111716,-402.188796372995,-238.202350572973
Direct Suppression,351.401156212473,-195.504919757265,-190.14131290389,398.801711889714,-253.270007421453,-193.003531090554,427.329979333353,-231.576849936994,-225.351062013969,338.516523427653,-192.159852159711,-184.042493195849,485.358497706951,-279.729760685366,-229.836415449947,390.214605318112,-248.393363276683,-187.272875544407,587.771178379495,-292.485045571866,-287.893684249528,493.333358757631,-366.578349435921,-189.59124484932
Generalized Competitive Suppression,390.458659427393,-210.502083821514,-204.861038776866,325.881719781319,-183.477773065912,-168.157080767041,323.435458398409,-193.751473941552,-176.125019475544,429.836490173409,-233.017132889989,-225.919847208124,304.146347492108,-202.481223601597,-163.401158531956,340.212297523664,-194.782204493744,-175.259309651145,475.928758199356,-230.069104311395,-228.990737315858,614.856099552803,-453.750076885365,-236.650269811409
