originator,OML.aic,OML.ols,OML.sp,GML.aic,GML.ols,GML.sp,Competitive Suppression.aic,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.aic,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.aic,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.aic,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.aic,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.aic,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Generalized Competitive Suppression,408.866641154305,-221.252264429653,-215.444625710298,360.932504273487,-214.063423266678,-185.894777568267,335.374055288446,-182.985155483358,-177.918706849256,445.662289317904,-239.201189516045,-234.657236953318,301.568520465502,-196.149136313087,-157.611248825468,370.076137385217,-223.86557861559,-189.927829079221,469.71546583244,-228.493305398705,-226.762387790508,602.094345668499,-407.622468886308,-250.746452862889
Generalized Direct Suppression,310.99647237425,-171.690967188303,-165.055425268289,201.050705801526,-111.380348057328,-103.776084509061,354.409270789322,-196.420671684715,-187.5663166317,340.442201515384,-182.699801536212,-179.212995190477,340.162874201461,-232.813432194348,-168.655595259323,162.606947520049,-96.8328830213628,-85.0189767805184,530.409262174092,-263.699745171966,-258.560654114747,549.302573803073,-520.498011038773,-192.875766554751
ROE Competitive Suppression,553.79368943868,-297.978897664298,-291.864749318105,587.287044756515,-317.70453484391,-287.332415814537,500.686484413759,-268.335284976668,-265.064273976057,575.025163744626,-309.547379170993,-302.962823776107,558.406019399758,-293.871517368326,-272.111459531234,592.087305914511,-321.8627137441,-288.98011467716,544.469608398053,-258.295281347792,-257.31028262674,682.063328065305,-389.312744890161,-311.780975509128
ROE Direct Suppression,585.964301187558,-326.304940462236,-322.172563176586,631.358316419076,-352.458842206703,-327.57027062361,601.403684974642,-342.298440974636,-337.924949127211,576.216041786465,-317.939081117964,-313.479751166185,653.045751303357,-381.371533423694,-338.946185202217,619.231118546958,-359.748978526357,-322.34579050668,691.546524244575,-363.284180602723,-358.591452547636,639.283119681497,-336.393125498179,-312.279065797961
OML,301.766712061385,-167.590161757878,-160.592724178616,364.856104809779,-214.386986392485,-160.486584928227,394.412039567222,-214.056102880692,-210.484819697386,337.985402346155,-188.059781593464,-179.822836439661,451.205000881113,-305.236441447626,-210.946030212058,387.423109963179,-225.761388789279,-179.689910114097,574.306137826597,-290.184271853061,-282.575811256306,542.399269110657,-376.705705034191,-206.758251104766
GML,305.206740794409,-167.235087160431,-163.061090663499,159.941994531993,-121.259279615107,-96.657004839861,328.283042789538,-183.949865745802,-177.688836367867,361.921869162079,-198.257730922247,-189.15369778279,306.386956371907,-182.150804073783,-151.855767187959,194.00063760407,-166.854722076713,-107.942116541243,517.326427985742,-254.618730316619,-251.853031164527,571.290581771956,-531.228036959287,-214.669569904778
Competitive Suppression,372.500891834162,-203.47286456389,-197.63390749639,417.791191401308,-253.186929309545,-197.529090257361,339.745366862342,-187.959265108921,-179.085238422122,406.414272597317,-224.60860628669,-215.512805302463,394.639810813665,-245.578448208148,-182.972580745546,437.695463021557,-255.199697487759,-205.395624930436,498.962999359372,-250.898382407254,-243.744220772895,616.530771822199,-409.469384642959,-230.365247743993
Direct Suppression,361.970361701675,-198.198353069761,-189.106736122615,399.640512118598,-224.395265797173,-191.860634038694,428.050566097956,-232.807608715754,-225.353423924581,336.752418194609,-186.99074283489,-179.951365253565,483.554057717389,-266.503769656106,-226.6982233094,376.380146876077,-212.93124266453,-182.408130221596,577.011894674549,-296.24595084407,-285.790855384346,482.364651979176,-358.133735172429,-188.37861973262
Generalized Competitive Suppression,409.951086018482,-215.001561238303,-212.479435218936,348.130369948196,-247.423086113246,-178.324821027486,342.494441647064,-182.534830576308,-178.753393420402,446.46564898094,-234.760581973262,-232.626948740763,308.511683587557,-222.57018878557,-160.205522241162,359.131393523013,-241.882946785667,-185.401032826032,466.522925217929,-225.990717228278,-224.338450034695,620.034376356649,-381.882499764083,-245.487907113029
Generalized Direct Suppression,310.806516753246,-170.033031726595,-163.268550138724,190.775225846758,-174.196587698805,-109.614679470604,342.090059950851,-185.197766526773,-180.966531440474,351.525056774882,-189.969431039575,-184.378893358922,323.772836688135,-211.860059319094,-164.51284205107,153.021611001435,-166.354875704155,-95.4714118470511,521.569992280944,-264.440914729466,-254.659366385887,583.587236182044,-569.878157492636,-194.480158041443
ROE Competitive Suppression,562.795251129346,-306.135094183623,-294.327503674323,595.200296378625,-327.604571109616,-293.072938017511,519.518352124762,-278.738345745842,-271.44497078484,580.432293735298,-315.087793271925,-302.564257087959,562.221551773161,-318.828883855838,-280.962654429018,596.561847982073,-325.109746817255,-293.356588107161,589.192536935053,-283.130429746119,-300.083300738678,682.175450581487,-369.924807089486,-306.720905703042
ROE Direct Suppression,587.827772580155,-315.627570157684,-313.994169203387,613.230260707058,-365.763006382707,-324.884586075122,619.827261138866,-340.948577515232,-337.578293018062,574.543511204846,-309.980687487485,-306.871068628647,660.438798040598,-400.106735152957,-340.256099834608,606.204790953556,-348.974282683181,-317.010757549442,710.572034694932,-379.793312274828,-362.88340306609,647.913881163887,-367.72390123657,-312.657213427148
OML,257.072389543751,-149.352164517083,-143.437453727301,304.321103264311,-174.224069718429,-147.320788359141,368.796820838726,-203.37425586606,-195.446901349958,312.625580158195,-181.791331517963,-168.589209785528,421.564604584572,-241.607054469853,-192.947674058297,335.591979341179,-203.385243801311,-161.194101222198,555.522204023709,-278.914073347728,-272.270858247993,616.846223545342,-566.887798792527,-192.889069600776
GML,291.780075810259,-157.861347414907,-154.123736409854,169.873166606511,-114.421490802367,-94.7740798256755,336.956198960472,-184.409956210573,-180.89207689761,346.465867887001,-189.253330912387,-182.820054106832,333.92033573035,-227.763302883456,-166.683369261919,188.924831494475,-163.247915893228,-108.136722516819,523.352733676554,-261.161200284703,-255.618371569521,588.39157522759,-562.015800545388,-205.5198103222
Competitive Suppression,373.513245311292,-205.756944347884,-200.838201403357,420.32265318223,-271.953032413346,-200.736876445576,286.337216412234,-154.742464725797,-153.293107342325,420.456402185056,-231.791346944763,-224.877370518198,349.654121854514,-216.544195971821,-162.430483669451,443.75003351228,-295.838519528231,-208.030103381653,461.918654260739,-230.698141476155,-223.438746740221,624.112037763084,-409.543560658715,-246.27939627239
Direct Suppression,365.145122784911,-199.479475150649,-191.196662817028,397.321525561813,-269.831331472049,-189.084695272322,429.983094788137,-231.341786992623,-224.602169104241,349.863950229134,-192.253161573572,-181.757859196379,471.473276907343,-271.282136614676,-224.167678823204,389.082941469267,-215.220462461634,-182.070729370062,579.965574116626,-291.773302220941,-284.919020883112,500.810662639606,-285.359073441535,-191.186159495036
Generalized Competitive Suppression,387.628993241505,-210.647470598093,-203.656906974283,328.955594541786,-181.017334831683,-164.078759407477,327.910684635649,-201.22642990132,-174.988931422811,425.099269705767,-226.216092213172,-222.84816814927,282.633229205533,-212.288855431065,-151.197969195741,343.998691246435,-190.017353970624,-170.558149251972,478.92019951048,-238.234203498015,-232.600616061596,570.973247885787,-376.141241118135,-236.209783256201
Generalized Direct Suppression,325.516151139241,-177.861096700828,-170.682497282076,201.212995369064,-136.25490423894,-110.779210135117,356.52695351095,-193.771787420598,-188.763163458421,367.027218792626,-198.498275932021,-192.295982362587,349.20005931836,-233.727596716077,-172.465777888794,176.342779171717,-123.740482249465,-101.723247893494,529.379619125747,-263.394101324876,-258.505060012998,578.39913105488,-460.613891910026,-207.89404011224
ROE Competitive Suppression,543.799400692851,-289.93114504945,-284.043505477352,580.811359025296,-318.395263925122,-279.248450418994,487.634397347444,-263.10847914617,-258.202713331172,565.90057256798,-303.292640631581,-295.801405129707,545.181681027323,-291.803106947339,-263.174224098837,584.199019357931,-331.295146677766,-281.087515917669,545.980771828086,-254.250701684409,-242.487439320694,680.982442782733,-388.797909013913,-306.202740445833
ROE Direct Suppression,605.631783080945,-342.218458887179,-338.739967099887,643.647985860657,-370.738299772267,-333.721837622447,636.704989819439,-362.139433311149,-351.484489968748,595.944730816518,-332.499135448964,-329.079271089473,681.391998253924,-401.33079486852,-348.279049737405,632.317333875278,-366.767860060998,-322.817979149673,726.635936718912,-380.354871537124,-371.65773574712,664.515221349251,-328.009835504364,-334.989055191426
OML,294.92432018138,-171.609919152813,-159.437756206661,347.284147174299,-213.992190570641,-159.609848325117,377.356456243157,-209.684707878243,-199.215586248133,334.107279161375,-183.474014139511,-179.209099655522,441.290988913073,-286.923781574791,-201.060613272195,359.714396663761,-211.658665250007,-168.104272247416,561.358391877861,-289.86801984953,-274.541921159332,612.133192007995,-490.576951147222,-192.458418367525
GML,284.903890166812,-152.333976613778,-150.619442783797,170.761237393949,-167.456216538812,-88.9660638537613,322.492797219938,-175.021496003162,-172.104357550858,333.958215664866,-178.347438689805,-176.850901869808,303.613114794806,-176.873151129029,-149.819105585466,194.151738888943,-199.597612509377,-100.782721667728,514.658718620227,-256.317573417427,-251.535111883629,548.382123064224,-458.636178425687,-192.45275225346
Competitive Suppression,349.633359792481,-198.848384124061,-191.579113495452,389.064298958564,-221.691440749866,-185.267863063667,305.884342302886,-163.743663545176,-162.337817358922,389.074500956266,-214.169775462815,-208.661128057953,360.920869458922,-208.325970565846,-168.450056066865,401.183543685306,-233.678984158433,-189.407885534472,488.112332705564,-254.689445477632,-237.120548133538,574.278915549475,-429.414627189766,-228.897061697083
Direct Suppression,346.434250467453,-188.004699813728,-183.73581110392,392.38313014482,-221.878313344066,-193.989634084718,429.883367785202,-230.433645096795,-227.609064359488,330.37733087667,-182.382912594791,-177.799626853306,492.237076131586,-294.084388047576,-237.721569676695,381.226702722052,-222.235391064494,-189.261556807389,592.595844539923,-299.524879941238,-293.125484401203,458.129783091732,-301.314582613185,-182.361513867484
Generalized Competitive Suppression,377.008031817214,-204.603127864677,-200.618152854808,269.746540634756,-281.289258010079,-145.186396469293,323.078855324184,-174.638641889707,-172.198858887546,417.585780875583,-230.033109942727,-223.371071491491,258.238790817726,-172.251614482997,-136.755224719022,284.875117319758,-210.896122267103,-155.10919187333,477.357886807268,-230.775851626966,-232.0032176749,634.408227028246,-512.742371179127,-250.320234066953
Generalized Direct Suppression,331.146235387225,-176.393362271594,-172.939223605952,234.255433855605,-144.885142263147,-118.708761911779,352.295658409935,-193.157300412643,-185.918200106556,366.142422912041,-192.548345848202,-190.297543555626,340.601047252458,-195.66615749363,-166.90336911384,201.258135102296,-128.892105678651,-107.325872449071,522.177752147377,-259.02266944385,-254.145996007027,570.82628933478,-427.021742342398,-204.350721912747
ROE Competitive Suppression,549.15883930161,-293.509267505107,-290.372526121895,582.636705477643,-352.363284154789,-292.609289147314,502.551503576675,-267.016700965932,-265.363547350974,569.805798044045,-303.309557770234,-299.045811643352,548.669588881001,-301.977725966541,-273.422678129141,590.764770560153,-359.580109836653,-293.640440769739,563.23690131485,-266.579311078925,-266.180659629391,689.863974426758,-388.583851676164,-305.107327385593
ROE Direct Suppression,588.227546976401,-317.226625968634,-312.336876474529,629.303658786255,-400.41625518408,-313.907651169552,613.526271648146,-330.905444477776,-327.645679444385,576.199823786234,-307.536292408421,-303.475615969056,667.322536542516,-378.332779738031,-329.660038238626,616.840473934309,-607.037674667042,-305.500801344273,704.544279156586,-348.533271744184,-352.054884636914,667.874059730323,-350.57440010831,-312.161309538696
OML,249.318661073918,-138.628420285004,-135.023319528836,300.010026693439,-168.030483720345,-134.643486565293,353.853045258194,-206.591429996791,-191.573898150819,281.321922318995,-159.074490362112,-151.454061422045,412.497335999508,-229.361294076633,-189.945538985407,315.660573380151,-200.367168039958,-144.976944091819,552.852601118621,-286.349193226205,-273.025695708736,474.004066959995,-500.221507954086,-140.692360938327
GML,326.258865797645,-173.894030506924,-168.794550450063,216.029075233323,-133.511151819288,-116.686476338701,352.042782137611,-187.880608738322,-184.7565898482,369.954378739862,-196.223089894941,-190.769141715697,334.905045798174,-187.956247117795,-165.298787251311,217.893293946005,-138.731601553095,-117.735725675001,524.566358737908,-258.163364294339,-254.940910123437,621.624580365734,-499.609217841248,-213.256504640249
Competitive Suppression,376.410594890414,-207.777905937407,-202.381236959672,421.697851552093,-223.541390310637,-203.604468587554,342.510005103764,-200.135477214613,-183.972728560791,411.211312883648,-224.8671377075,-219.831868090621,395.779433865689,-251.577772122242,-186.903927167375,432.942350540427,-231.102087677511,-209.099587713338,491.630112835981,-251.371159867,-241.006663757408,556.901368724301,-344.2628108375,-234.7298005931
Direct Suppression,346.304087677058,-185.776779531635,-182.460120032574,402.503695135998,-241.34837505843,-185.984986363162,429.768571078534,-230.437936258663,-225.382768696158,335.424927270173,-181.573277542168,-176.650937509051,495.545312847715,-267.09755669341,-223.992278434689,393.693301659678,-230.049643044654,-183.460459913437,587.243073454601,-289.633300099342,-288.480339725895,455.470783849215,-256.297036093268,-177.79543848351
Generalized Competitive Suppression,392.261900549912,-212.746813164101,-205.189771589585,351.721379279109,-204.982039857132,-178.797256163055,333.993049071998,-187.501011040321,-183.170718753297,431.363599112745,-232.332147519647,-224.864807119753,309.469060799205,-212.69632407747,-164.335101616149,360.155282910978,-204.411348562806,-183.411511869468,481.366904805603,-243.316114237545,-238.09246662249,598.385188983616,-394.284449094513,-236.567127943564
Generalized Direct Suppression,340.541604992392,-188.57846774283,-177.186649663562,246.936215332306,-161.94574836458,-127.498796654415,363.839566921534,-198.460360252842,-190.61951644428,373.209898197954,-206.79951738318,-193.589729866132,333.086465580078,-187.208271711042,-167.031639743463,207.322204158901,-140.404814226902,-110.536546670986,520.916634618487,-255.769997065667,-253.37531999235,572.203064063269,-587.538088167107,-205.298979059762
ROE Competitive Suppression,573.037483204117,-308.562549497962,-296.649737223932,620.19845968355,-347.773911952251,-291.334625751574,525.740418789108,-277.400178968046,-271.988270576578,590.678996001929,-318.914721473231,-306.347651762444,582.27059104716,-327.578954480769,-275.735440926814,621.506553701249,-352.567254344405,-294.046675012539,588.450817083773,-283.590072298592,-253.352209157102,686.876071041579,-361.919310421329,-313.160596572854
ROE Direct Suppression,577.136697909342,-323.594390799703,-318.347926420393,624.377724199348,-354.984405258501,-328.82079945195,605.418975100673,-339.00706359615,-337.60878852076,570.715694379387,-315.181435315894,-310.925629115988,659.958381349483,-384.300788092417,-345.277494021843,615.882025341693,-347.581112138139,-321.847785562519,708.375236281885,-366.269266343779,-362.986851505299,700.629111922384,-464.347048922493,-313.183691447916
OML,265.580490338395,-158.207876254776,-149.869283387752,312.312351342534,-214.406264281794,-150.321286683842,368.585776932839,-210.544061231723,-201.19610179845,313.630362991337,-189.271976543033,-172.746189315029,431.421869188733,-244.181242065329,-201.30945407315,334.691069435584,-285.248368462637,-168.098591595556,560.120658577439,-298.238108466827,-276.598692151736,581.215607826685,-572.768723120354,-187.530214013349
GML,331.007276742256,-183.512896833027,-173.331084227492,230.982251652809,-144.515360578942,-126.985802284931,346.064035275365,-189.941446477374,-185.140086142162,377.922468305056,-210.517620655007,-200.072562980713,340.663865854187,-197.734811075399,-170.13562084148,250.189880396781,-161.182981798222,-139.147610515588,515.285639145416,-256.274755061195,-254.122277715668,568.682464997994,-493.979904788195,-223.618100277049
Competitive Suppression,388.288049378832,-214.578288097671,-207.068643897178,430.861621793968,-248.111462580916,-201.108194128724,328.916914309779,-183.810220898312,-175.972343281413,426.118903200789,-233.788444072132,-225.233198478502,377.456503091724,-215.647111587125,-177.176806194988,447.126281005594,-254.53883566135,-207.267183720225,474.57801946616,-236.726856430259,-230.48926757892,602.691806703603,-438.118706356234,-242.791249161917
Direct Suppression,372.56042131223,-201.864517912594,-195.357342870037,424.713330430145,-241.024697804798,-192.196701471011,449.59743231728,-248.732934663102,-231.944054776072,352.319786787846,-192.825372308229,-184.299844410929,506.603683578173,-312.630415641035,-227.887753628341,418.068181744642,-235.620385811826,-184.972414561429,591.356096315426,-314.702399344011,-291.642338689412,440.718071260421,-262.997390719143,-195.347785189956
Generalized Competitive Suppression,407.186784548076,-220.230225930419,-214.061600353314,352.411436244383,-247.360008611048,-178.731206371791,329.623052251784,-179.72374956467,-175.811579328109,445.467030012962,-237.772553203092,-235.299537014093,290.641162853656,-179.058242675635,-148.164671061772,369.116465896928,-256.586290246233,-188.836004471186,463.447200196847,-223.251114758338,-226.145839200701,616.055539573694,-402.398872717507,-243.085238521005
Generalized Direct Suppression,322.84108034671,-175.18270206264,-168.142739451923,220.636359778585,-127.867038811902,-117.833698007333,348.792255869463,-191.059215960557,-183.310129727172,359.861727775024,-193.748514626499,-185.835158055442,349.622973560163,-197.895398969607,-168.977917940384,196.051117169603,-119.621572578107,-106.549981616402,525.982647575485,-261.391586211473,-256.398201785148,527.584097472987,-458.611290114956,-204.68851680728
ROE Competitive Suppression,539.90839633479,-286.160572345457,-281.383278408905,567.29596000231,-323.766243362674,-282.112110912934,485.552359677671,-256.62878520834,-254.267876618182,558.489709787628,-295.692879006375,-290.523925046697,531.479615157467,-292.090785460443,-262.89171615859,567.330737063081,-323.336071357773,-282.311760884032,531.357834410205,-256.044533076901,-247.52448507713,656.301641484554,-352.544095310802,-298.103076921922
ROE Direct Suppression,586.581499575397,-326.829424844069,-322.089383600667,624.107674098927,-603.589256508011,-325.083926229152,601.532854490067,-347.444697093502,-338.207943312075,575.39157904693,-317.627375593342,-313.650861743062,645.89991976516,-601.228329542966,-336.448500543589,611.086431903059,-588.47298801696,-318.954751015371,695.048613147777,-364.673967239904,-358.920034260452,650.143736498411,-437.530829420488,-314.29177629713
OML,287.9093041016,-213.588303898535,-158.227412694172,345.675219190036,-236.014409297655,-165.075993470445,383.074482484889,-219.308712048916,-203.535063766368,330.474948364535,-191.019037070186,-177.992938688213,451.594107731007,-283.80955772878,-204.77572346431,357.612102032094,-210.569433232352,-174.335294487065,562.777396640466,-287.04892033107,-275.466243137224,559.902574645901,-578.478230740214,-188.29434036043
GML,308.747504465042,-166.453910543297,-161.570095492542,220.222575975407,-141.81732046968,-114.834867205245,319.532163506694,-179.556002232805,-170.498166333179,362.00471409162,-195.532950903376,-190.265585693683,304.446567674971,-186.315212282153,-152.07559338651,256.282288412216,-171.38699134489,-132.668707988725,513.715322496595,-254.092770311346,-245.382651643682,585.610441133065,-467.272029456238,-202.744884423858
Competitive Suppression,392.902829951813,-257.547627824834,-212.635864742984,421.370169427395,-279.224565007354,-201.852455020623,321.234968267997,-181.986258385177,-170.889661599733,429.530495477954,-261.983455608483,-228.835470264135,364.312959913324,-210.17105306464,-170.552488398282,434.716406116574,-280.580006010946,-207.127856878104,466.792289669818,-230.214264924753,-226.823837142976,582.896898032362,-374.582705895974,-243.190463054898
Direct Suppression,354.046152585268,-196.997739365531,-188.797237544871,399.14241025108,-222.50330448182,-188.575455694792,435.170942117365,-238.482278356562,-228.883872581574,319.183936234749,-180.168723435301,-172.033994782645,486.236370319174,-256.032618427202,-227.550008063312,373.566349091012,-223.684382303373,-175.8889610114,594.496497394806,-306.479623892416,-290.691472014162,441.128608836677,-264.936380286742,-188.915079165973
Generalized Competitive Suppression,403.202285481201,-212.512170330796,-208.736564736852,336.883067623643,-248.632086352828,-179.435448081376,340.522235484608,-199.309588925167,-180.43659356791,439.835463373492,-232.566325708473,-228.223580643266,308.150930551973,-297.280925661062,-168.856149412625,347.915928576008,-256.327341358184,-184.699952490806,475.558125016817,-232.386179772417,-230.881510290317,597.655486032075,-414.732635708707,-245.337729444497
Generalized Direct Suppression,317.65700624455,-181.947475933818,-167.218205860316,202.980139703263,-127.601765181374,-103.639898853216,342.805104160228,-186.833894925178,-180.477133520809,353.60963247819,-192.362338025682,-183.300105631682,336.146131038311,-210.410111043324,-162.972663568573,174.967482736168,-112.26563718913,-94.0727031835057,526.478772590236,-260.182748545883,-255.647911486588,565.566516982707,-495.061908125783,-202.019832331025
ROE Competitive Suppression,562.542209327283,-315.881591976277,-295.003871574072,621.208972574307,-379.750524036289,-303.712167943978,510.516926527958,-285.663388583997,-270.442878205568,578.206236115057,-321.897946747436,-303.189399636796,582.734579605386,-334.753041444586,-285.067758130465,622.840333181794,-384.182215758083,-304.57687332194,539.84024000057,-254.237687058342,-254.068333655324,677.592539122007,-354.96747746988,-307.781398449544
ROE Direct Suppression,570.73460859756,-312.138982606875,-309.647450328326,618.389111164093,-348.729255733356,-318.770243209686,595.576381138011,-327.582862962948,-324.465746054709,559.211628038518,-305.567812151141,-302.84706601516,652.102006163482,-367.092458109153,-330.943962619755,611.033148981647,-349.602551789524,-310.619960340552,694.773595965793,-353.792550825933,-352.841223849762,625.048093371817,-339.283423596913,-305.442718483504
OML,313.427321324777,-178.954087334347,-168.729486156332,359.093392895238,-270.650907148312,-169.597296528721,367.959962793758,-210.358573516899,-198.015342743441,360.694638577023,-201.843820276929,-190.911910378708,424.35890208444,-314.188642544118,-200.407302745295,376.273295944638,-330.683902972519,-182.923058170334,544.931130283346,-278.137317750384,-269.198171740577,579.504238075568,-444.742266643467,-216.816446778964
GML,329.322475711485,-180.450598075756,-174.383497182155,236.407889080548,-166.647763849609,-122.17023749887,341.615315772176,-188.865898640028,-182.451319983883,374.398490197673,-201.236884283476,-196.123991127031,339.482443187551,-202.150369490235,-164.988422609177,246.445230491892,-151.661139047321,-125.281281835708,517.628326088698,-257.22298429842,-248.558691813734,577.451050835774,-441.823291881941,-207.107547278125
Competitive Suppression,379.461405613685,-202.573435826018,-197.600781535845,418.484145565604,-247.059841722047,-187.817197184807,329.040775083684,-178.555359082164,-172.045833686241,413.955384836219,-220.700057192237,-218.163848051016,386.79243257231,-255.083660473666,-173.720877517872,431.389227614392,-250.392636353648,-199.863018504573,485.246150003149,-239.96728049607,-233.812419059874,601.602747155866,-427.7213910509,-229.897882068886
Direct Suppression,383.357981451907,-209.71046784783,-201.645882809641,430.839176399727,-242.601221773628,-206.814838601918,441.862738582559,-237.787214002697,-232.017228452658,368.975833700287,-202.065108199246,-194.870627484778,493.963054236579,-255.35346502096,-236.950126447515,422.735034145015,-235.281647803051,-198.54510921857,592.301973130709,-299.726540729986,-291.48394474098,515.714834155218,-274.015331118621,-201.299672380132
Generalized Competitive Suppression,408.743624947185,-220.611846179803,-211.969838724892,355.265331537531,-226.055912984191,-181.145655337818,322.508934005698,-175.942310844606,-169.55938106748,445.498363376146,-241.590459991497,-233.524520933539,260.134639068247,-147.084204334931,-133.046977696637,369.561158222208,-229.018104169321,-188.832881804169,446.455337001258,-217.064303302958,-215.812436757881,619.525256642698,-382.643496513072,-246.744702621743
