originator,OML.aic,OML.ols,OML.sp,GML.aic,GML.ols,GML.sp,Competitive Suppression.aic,Competitive Suppression.ols,Competitive Suppression.sp,Direct Suppression.aic,Direct Suppression.ols,Direct Suppression.sp,Generalized Competitive Suppression.aic,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.sp,Generalized Direct Suppression.aic,Generalized Direct Suppression.ols,Generalized Direct Suppression.sp,ROE Competitive Suppression.aic,ROE Competitive Suppression.ols,ROE Competitive Suppression.sp,ROE Direct Suppression.aic,ROE Direct Suppression.ols,ROE Direct Suppression.sp
Competitive Suppression,380.012572259217,-222.484975691454,-206.666294434962,422.434532431945,-274.890269383197,-202.198721004229,325.977857912333,-185.38785662642,-176.775245148424,415.46154456699,-233.156855728155,-225.781713583389,390.920385108077,-327.642064562494,-186.214808533649,436.038999571152,-259.886820585679,-212.606686171699,476.294328305772,-236.989692843283,-234.507321871474,587.15933643337,-420.767494419521,-240.143948076111
Direct Suppression,345.505592061818,-190.25774047941,-188.119354634508,385.973024358108,-213.340123573616,-194.163035766524,432.145999793945,-240.015163221848,-225.715530921037,330.99917040352,-183.677278149566,-180.939237144952,486.228646457643,-268.643523006629,-227.240320054311,371.16288273775,-204.864636928875,-186.874998203216,590.164833742843,-301.133251311861,-286.728977898669,459.16313757415,-342.59811033081,-185.405223731137
Generalized Competitive Suppression,416.572303820308,-224.014809130008,-218.261855030776,349.723035732472,-304.015334144507,-189.302299563145,358.207496059115,-199.351307725625,-189.12561449139,448.496393680708,-238.137102904217,-234.943781946043,294.404277035838,-465.112641005668,-158.378525710113,362.219391571054,-319.872824068156,-193.927999752688,467.035589925975,-227.889290338859,-226.619493859474,619.199761014289,-378.217252438986,-242.818688361083
Generalized Direct Suppression,321.91000671651,-173.76181395626,-168.637625346065,227.844285170323,-133.737037131219,-118.81083053541,356.853867413669,-190.297219290252,-187.613587721253,353.708624441021,-186.630202227036,-183.463373129081,352.030753820719,-192.568410817928,-170.592051312568,193.448571743671,-117.642011522368,-99.6440373339675,533.326097231889,-265.237925854542,-259.183480510399,531.011817586932,-429.713776035294,-196.119590515808
ROE Competitive Suppression,555.641911586262,-292.834754086819,-288.160550000739,569.792523425202,-301.592739460871,-279.472563461079,508.156900994032,-268.074269758545,-265.928508572179,572.524508490437,-301.962379306483,-297.434323250724,541.42446932387,-280.45106385668,-267.339554496992,569.490820124911,-298.694377149005,-280.725027658752,564.45949968988,-275.554894167058,-264.239685495166,680.631028941068,-356.60088159547,-302.654863657971
ROE Direct Suppression,570.249330439886,-340.892300476394,-328.720749112068,606.557899955981,-379.71323751675,-328.624202796032,598.729110314309,-355.468737872302,-339.531262580349,560.765427126093,-329.077560091314,-322.764026653629,638.511077362035,-377.747898164793,-340.283771679183,602.359217664199,-384.051280830846,-322.721754071621,695.708427442054,-369.417392820902,-359.326551394013,627.437404705238,-341.001369220322,-328.695137398878
OML,274.754872910849,-151.973001893582,-145.641777534983,311.746128335191,-214.677441265365,-148.870996610645,381.399594435498,-205.503943886019,-201.036295962194,309.755960167958,-167.377983727388,-163.969225468711,449.839088451833,-259.961518669693,-204.611759609867,336.851396021491,-185.532979680979,-161.27651808636,557.585018124844,-289.839119234701,-274.353869308182,526.177186844776,-421.236356717996,-174.518207699145
GML,296.097019444529,-168.418230681084,-156.778766237792,176.521922170438,-105.407453748317,-93.0528773269495,336.539394257952,-183.537668243346,-178.11865901062,349.582223468416,-187.831689802237,-182.881364177507,326.171660585366,-190.279632234461,-160.860705958902,202.91021851103,-135.57308016572,-107.285162150389,520.516678037037,-260.786870195591,-253.8463517807,602.800692586022,-542.079571796195,-201.840380058433
Competitive Suppression,349.842183949748,-192.434204174088,-186.910240752283,377.974230478849,-220.328277440256,-189.619897669533,310.023882336018,-171.398186426337,-166.928428082829,401.113358258361,-217.199830029458,-215.012427612642,365.613232840873,-208.07345626225,-174.917610652201,401.872261714835,-227.518964375933,-198.165577932372,475.0731319314,-242.712162179276,-230.531545116473,578.932367532815,-557.803553950977,-238.320570211948
Direct Suppression,354.00800640887,-196.456119845793,-191.996834982892,405.201305168186,-235.382146896475,-198.116400023737,445.90835611563,-250.243486627615,-233.831626123786,336.064820793225,-184.34554305692,-180.081774536631,500.707851503278,-289.398151329391,-232.150790564621,394.015666534964,-228.75740900589,-187.391944108549,597.360859201609,-304.090902699567,-292.758502812366,458.773165842926,-337.778146166016,-191.872007219366
Generalized Competitive Suppression,398.926811312057,-217.963508628221,-214.440268792696,352.933928640135,-185.1109717805,-177.536534187122,334.529978627107,-197.426302031645,-179.455430878608,434.712828442338,-237.585435639356,-232.053184513373,304.702968144551,-178.093874355607,-157.674612141548,360.724358559495,-198.806334168657,-184.150678898115,476.11080819057,-238.066123546882,-231.47468115221,572.772756994835,-408.478955510007,-249.787945978885
Generalized Direct Suppression,330.985098989258,-176.418808836105,-172.886088873541,240.759099979408,-146.947990867251,-130.084544421614,368.808011759511,-204.974093808509,-197.553421592093,361.528304587253,-190.270174388736,-186.768975438148,368.073552144912,-212.014380042174,-186.653771440538,213.707995875866,-131.216187374023,-116.074913084627,539.283048734739,-269.805144316105,-264.475999714365,582.790412255149,-455.110808804499,-200.684425069091
ROE Competitive Suppression,542.339111458858,-290.042851782372,-282.295860669457,568.283517578228,-315.881511919015,-276.512465644663,485.731638674039,-254.805484858423,-252.244515644399,562.400270863362,-302.824006690138,-293.429534918762,535.546576865904,-273.928666822938,-257.910611498858,569.291978255292,-312.387589777901,-278.062532593336,537.775226237749,-255.221168799584,-272.663000785268,683.030216226585,-382.678504446684,-300.256782318308
ROE Direct Suppression,563.653329565808,-314.432994984789,-311.815193356112,622.027473350178,-402.858377367284,-317.68822577326,584.527165280322,-333.070370077436,-334.429504615357,551.211894986956,-302.908750482487,-300.972180909706,645.606404518476,-380.363067049126,-334.511809011701,608.360457037563,-362.581225597846,-307.854697882577,685.989752339635,-355.765755374643,-358.393849939082,638.787413049713,-364.946223683237,-308.960050615059
OML,299.930124253428,-172.452436346492,-164.02644173659,364.592242505111,-217.084496060698,-169.007009079553,388.014314228612,-213.286473570461,-205.819706650561,336.252168696569,-186.654338441223,-181.192161566317,447.922623760531,-252.845870526083,-204.054972473694,385.953416939848,-234.243511558502,-182.938539806826,558.65333912623,-292.088722490525,-274.423707540698,524.58938501253,-409.663463941375,-197.105457560862
GML,318.368286797392,-176.133058119385,-171.300669025303,210.09806683388,-181.022060168489,-112.773337577128,340.665965108984,-188.805693080048,-183.170462418238,367.702348070834,-204.10297469162,-195.848398808261,330.568125599379,-218.118472672975,-165.253446115536,237.68938540405,-238.721496308101,-124.747092370136,519.870980196438,-257.872975999039,-254.011984434614,611.885706158845,-475.65024396509,-211.73949092523
Competitive Suppression,359.217620702007,-189.328298780058,-187.577390971836,409.145550553966,-224.03690813036,-195.359220516663,315.300594105956,-166.578767370748,-164.621804534714,394.115795032298,-209.74170960357,-208.265769585837,345.785771715732,-179.758862696839,-165.722658909208,416.084956951471,-229.640363700015,-204.492135309734,483.991498677983,-243.608592786828,-234.387616251515,571.773491955064,-411.716317495908,-223.000237860611
Direct Suppression,352.138890310902,-191.786716106732,-185.592775170096,408.372641935746,-249.573855164968,-192.426633363886,430.451073230779,-241.967718453535,-229.969103255776,345.537494018706,-189.000452277321,-181.772990045362,499.125433372262,-288.155185927497,-233.40810448758,408.929201366331,-234.39918130532,-186.72592928479,592.420932827507,-309.170211313497,-292.939057583602,489.457580551544,-315.329856664316,-184.419595192574
Generalized Competitive Suppression,377.386114329357,-201.86896158435,-198.499199180358,304.329325359732,-175.543988609,-150.38631185453,309.724307937897,-184.98219477515,-167.264499749019,418.644154472974,-222.46233750885,-219.879467688369,268.223137040092,-198.734837767717,-136.16534931323,321.738717369089,-186.268468130355,-158.864369312929,470.962199856936,-230.510327794987,-227.445458006705,616.087409157162,-464.033305818571,-228.588745809935
Generalized Direct Suppression,310.29041784135,-176.441200670142,-166.118267716713,210.529407425308,-143.56148428824,-117.252491227329,349.251965017214,-191.356292358401,-185.038229296079,341.714423582276,-185.419333561132,-178.782764652731,335.636773054593,-183.07285524839,-170.246945171033,165.364195622382,-100.815953637916,-92.2765949126334,524.763131279323,-258.327214047316,-255.809091467124,537.857095265264,-485.57355682048,-193.760476169018
ROE Competitive Suppression,576.541348143418,-314.853156291236,-305.43254900789,601.509836741481,-346.300111061181,-297.225349182962,528.068593002887,-290.310710062672,-283.25586491303,594.11035716368,-325.885035558459,-313.728276350732,576.693972644474,-310.999002715522,-284.64347866,605.22536778789,-352.550319021703,-297.958018785616,585.878875902696,-286.881001687192,-298.767057082324,692.082961050842,-369.110862715546,-319.1479389605
ROE Direct Suppression,581.297505039748,-316.995261458382,-313.007121008059,607.153522819671,-342.771000517725,-313.104331732263,615.816497815003,-331.626038474025,-327.169841940301,573.306014992928,-310.664510270384,-306.376219933837,657.288469967088,-344.546944217962,-329.076138846482,603.765415650287,-340.895837818337,-307.930870426838,707.511802151038,-361.545897336762,-352.569521699387,671.600544251998,-403.62089422474,-310.713320754866
OML,296.32591866767,-169.508287559237,-159.632608253291,336.065043239852,-190.812412047827,-160.30370160649,389.390866202537,-212.678386289274,-206.072549673692,311.507408512126,-174.781762932353,-168.58729245311,443.437406090677,-243.252827093501,-202.099507302519,353.555689623332,-204.750160519365,-170.716683941081,565.547838741818,-288.159714387412,-278.885684232369,503.559402468932,-399.144386241483,-183.233205224989
GML,322.975390884856,-176.069935402854,-167.448652681824,191.545761541505,-120.991227550327,-103.385402878922,314.981375153457,-170.573432735523,-167.18469693063,371.945420796482,-198.023577456925,-194.833037457922,298.12431401703,-231.446101442245,-142.277947811043,216.764645912598,-134.834778891454,-112.79104620115,506.840272534384,-253.805764702748,-247.07291867681,561.896321705678,-472.444808776104,-211.684339151478
Competitive Suppression,361.835512700361,-200.286187957953,-190.823217835546,399.35358763128,-234.837598543081,-185.370026141521,302.313105143477,-165.180789990943,-160.640089683776,391.68774716667,-215.985185571385,-207.104026525322,363.94463502523,-217.101452549606,-167.714179130454,415.565180607104,-236.904570845317,-191.412096685453,481.974938457949,-246.788284286131,-239.886735061489,534.661070771051,-376.426376725417,-231.096139325332
Direct Suppression,350.536946852972,-197.432498396703,-188.535114468007,376.045765575352,-232.313278888733,-188.837755223039,398.406341713281,-223.32835738435,-213.735168825902,339.204500155294,-190.658169646412,-181.431019902468,450.647292330357,-282.99589079534,-219.893748310542,373.562381781872,-227.408368310509,-184.2638444826,566.580093494948,-292.26198468822,-281.89733471513,518.520586971269,-453.316862067474,-189.012225503382
Generalized Competitive Suppression,391.062023475578,-211.030871957158,-204.403033021711,336.085078253992,-192.497395384925,-162.158506946191,322.870101418715,-181.708977954251,-171.499645687342,429.338137102529,-226.901926800512,-224.201902562974,289.67054405827,-180.164946426086,-143.995568337951,346.362196598781,-181.3847524104,-168.039006308392,460.291295974993,-224.683516090186,-220.97849593079,581.571524304217,-389.275360241471,-236.124361247624
Generalized Direct Suppression,321.456499320627,-170.873105528872,-167.919986734811,216.65764495473,-137.079542925513,-117.972373706284,357.108244646223,-193.249017954337,-188.946497730496,357.207510065827,-187.961074131236,-185.779281827687,364.957628021617,-214.845378413273,-175.832115412173,187.015296641128,-113.966069522183,-103.30170876042,530.530736512372,-267.587153510241,-258.489835803165,537.210566863157,-442.293660505817,-199.484989772962
ROE Competitive Suppression,559.075496051261,-302.371114110024,-292.075691070395,597.092463030579,-330.208215245662,-286.333308418363,512.14476553518,-273.288778923729,-266.441077144017,579.929968310316,-313.368935665275,-302.689344168729,570.148653770048,-295.160645732829,-271.511193083836,602.134454901086,-332.485508980756,-287.857706834615,573.976901135068,-274.115784158374,-251.744809297702,703.606511277181,-372.114936024756,-307.853270760096
ROE Direct Suppression,580.563865065532,-305.017058376068,-303.83869039287,608.482658324216,-338.433242836626,-305.459654114869,613.531419906629,-326.857862423544,-323.931568063796,570.605959192092,-298.376085310666,-296.894505310375,654.778847721017,-346.489838077937,-330.321495866353,595.43297918637,-324.077873093233,-301.169681281623,709.737297963234,-359.153058247823,-355.879270423969,648.007932194764,-416.956517004648,-300.219937597915
OML,269.810254516817,-145.283382535257,-142.915359039502,333.101965137388,-195.073458534037,-151.389411715101,375.50145340002,-212.659929509355,-200.49878950519,319.698841698335,-178.475782471673,-170.500879728711,440.843559595377,-244.21569180843,-202.007489348804,360.855557981138,-210.547592750911,-167.200685987316,563.796309313717,-289.900173035849,-276.317517466735,599.499828422449,-523.885651871257,-181.580720951649
GML,319.434028113758,-169.208079423329,-167.489722252901,206.316354357876,-108.593278220308,-102.252575607357,338.384235854702,-185.282057369501,-182.34882793582,369.969652538472,-195.955949731584,-192.677863147774,320.640667113977,-173.368788530032,-160.156300016016,229.302764398046,-135.876113056238,-114.756590366758,521.195251452134,-259.619796772303,-254.599403275659,588.702811720838,-505.979642220493,-207.422129227736
Competitive Suppression,374.874450292692,-203.043923245352,-198.465696469384,410.252623183517,-228.745806335064,-190.87736036102,329.900007660403,-177.158214735882,-174.317529795203,407.878242069511,-219.336258399349,-215.851309501704,380.44150281482,-202.2432300067,-179.568217858562,419.323703596851,-344.166368224364,-198.344785117138,484.961774205055,-261.800108075703,-242.126111868688,563.431741084447,-345.306223645838,-226.74736041617
Direct Suppression,338.874406964322,-193.017149447532,-181.686127800345,391.507009837085,-233.424212464961,-183.523121816346,430.629787006377,-240.712054048066,-226.140510713288,325.4424534284,-185.244773180661,-177.4096798584,489.698185984478,-264.777307332633,-225.309306482847,383.294954547761,-220.80252686023,-181.188483399583,590.161788656803,-306.865932644699,-289.931398036729,459.326247363579,-316.087430919808,-181.054282069667
Generalized Competitive Suppression,364.075018197543,-198.504366531382,-192.093700152055,299.174260720522,-261.579487435112,-152.807171281905,314.866173097836,-175.780359058362,-170.066529663214,412.292718881075,-222.9548517269,-214.316269265254,273.476735753766,-239.819809927643,-144.991532711181,321.985006109005,-243.768441203271,-165.183622969581,482.43226188313,-241.293454909634,-235.38300748242,608.390002701725,-436.052789065387,-234.065471518118
Generalized Direct Suppression,306.939374723086,-164.910405541597,-159.666735550502,213.090592031646,-158.201676921027,-117.953248936728,343.559282438183,-192.852522424071,-181.094518006509,342.728353809723,-180.885962776185,-177.762760083468,325.528741919238,-436.60234240895,-166.509430173545,173.723503780328,-114.471989874253,-98.9067937347587,518.125673376282,-256.767227782937,-253.015137042866,534.949863102466,-430.706405511587,-194.147948575385
ROE Competitive Suppression,558.731156363446,-310.310950813327,-292.973402775634,601.919573909113,-365.783587308905,-291.81979249416,515.77977939146,-283.130419213437,-271.088006746336,578.464637514047,-318.266030478027,-303.108405199502,567.923390529668,-324.930432678294,-276.505121724785,605.367057453209,-370.258033281448,-293.898259515336,569.554841636917,-285.684320104579,-264.069976670471,708.560326784156,-379.744985709553,-309.601231707407
ROE Direct Suppression,591.678319897253,-331.401181994449,-333.452850112618,646.850339840088,-374.087653555196,-333.756376675593,618.663081911238,-348.711694763448,-343.675246024126,576.75433237592,-320.661551999556,-319.95037144229,685.106929171139,-377.240471362404,-344.867804355819,628.697898206929,-369.308244717932,-325.789156340659,707.041131398787,-373.948388981384,-363.76868699444,643.949879001567,-328.303912044486,-324.981551764098
OML,309.688679731709,-193.353805148423,-167.159226788933,358.17217387621,-211.170102501235,-170.185557294326,386.535506832878,-213.682580336086,-202.661538288635,338.122872576513,-223.9625681639,-181.496853881215,450.908302332975,-250.197215190242,-202.717516279767,369.367996628144,-265.713805169022,-179.263928128436,558.321880055274,-280.333478168239,-272.954169491288,572.442731422264,-515.332338453035,-193.927689567936
GML,314.344685401579,-167.541732726309,-165.681000968337,213.666356163796,-130.676471553621,-113.489452440769,339.228992082883,-184.923610361576,-182.220487702133,359.128994200794,-191.909407343552,-189.85864905433,323.751097590939,-242.062592687478,-163.394712887295,223.211749284855,-144.879516756899,-118.751989021757,525.115392238445,-262.260009169969,-256.258217744815,550.712428330495,-502.312129220806,-198.184240615101
Competitive Suppression,389.581926065806,-220.963641114479,-209.604277848174,432.364318021187,-236.23160079009,-208.377774223473,291.69989050818,-156.11724376381,-155.648444672058,429.591787860145,-249.221788007819,-231.960037679778,346.746716818653,-199.468087611209,-167.909385985758,448.674223784464,-261.131433493719,-217.495715311849,459.640777733214,-246.954424018966,-225.080373207463,597.24097636323,-486.956188167691,-244.469369492684
Direct Suppression,349.382636496158,-187.05378916902,-184.392521102025,384.86328690671,-226.567501591951,-181.355913857411,434.120244737896,-233.905453913862,-228.217181880728,330.692884816195,-176.647655182787,-173.622271606313,479.727202194596,-263.351570196972,-222.45317929945,378.056325241997,-223.737420991897,-176.746872039651,596.717289085763,-299.915569649927,-291.747307943464,449.919411424759,-365.61158823515,-181.718066717981
Generalized Competitive Suppression,422.91999646887,-226.701101263782,-221.198074780873,363.314237913882,-209.705897785199,-185.627791301123,357.029973646697,-207.465487544383,-190.957177554067,455.297359526866,-244.397905133302,-238.284600024776,307.769363417388,-230.745428110562,-167.408721895574,368.805255054848,-209.007573924183,-187.494851635653,473.333250725077,-231.226601240857,-228.646839630218,601.994813331547,-413.027914732384,-249.255949429209
Generalized Direct Suppression,324.986826596327,-174.741748835586,-169.478079299954,210.099492499719,-139.230511087014,-109.318202678368,343.166237603678,-182.920052334845,-179.600677483149,366.31947337369,-198.895565765055,-193.168240673803,319.994890337529,-176.401348216979,-157.274409150396,200.567672066918,-115.872948115024,-103.053985952505,517.710131280628,-253.697073676006,-250.556808468967,527.966321589532,-508.976459611851,-204.972300407363
ROE Competitive Suppression,556.015787800914,-307.067575273782,-292.207057076128,561.537638799197,-349.710573496151,-276.861928630174,501.580257004376,-270.534422775453,-264.018980957677,573.416608908275,-315.522371630014,-301.502709934838,527.368877285313,-300.883124079919,-260.150783371132,563.781893021411,-342.377353384275,-277.546835913332,565.018075624903,-262.948105097009,-252.374177235376,666.044684199483,-352.152624027173,-310.272224988947
ROE Direct Suppression,588.40645109591,-334.794402405487,-320.106782644397,624.972637308705,-350.285636707228,-319.02008252097,601.412446768554,-333.416497167509,-331.017022852885,578.335358894273,-322.827547010069,-312.390800063233,659.576108172548,-351.429699818699,-335.780409906283,612.768049273987,-336.192702209417,-311.103021587699,687.388032969673,-350.342476280523,-348.323161058691,668.237258738976,-385.375014659925,-317.957983580317
OML,288.085218786711,-160.771765801274,-153.438643592,345.771822616697,-227.892781819318,-160.055769859388,379.741249824714,-206.860684686907,-199.458687003115,326.851071048361,-175.056304353457,-171.943115345022,437.705689723433,-250.948866043644,-199.0770585359,368.196616337352,-203.97194717759,-173.452371879889,559.046671448075,-281.273978162941,-273.233678890076,613.118954796841,-547.572068682186,-191.186316405386
GML,318.122242278118,-181.817803674433,-165.150307482172,173.234408465657,-167.729672157252,-110.455340574622,337.476733011033,-190.098772624702,-178.706544784747,364.010426165906,-208.061851127359,-190.712372857347,295.771269069286,-193.651899548114,-157.590901267542,198.852842920531,-162.493461334145,-115.363217683075,511.623922916301,-252.187061597148,-249.724617703503,552.748710852606,-399.748327416602,-203.611032951903
Competitive Suppression,370.592526686098,-232.993104752666,-207.711900308555,412.831262432264,-268.464851122466,-202.963259218712,314.741989184271,-178.504354865931,-168.517690437847,404.878580277166,-244.5990517352,-226.348928402809,373.553179711448,-232.95290042101,-173.406584298373,422.463214558522,-275.91923973678,-209.955677255411,472.45844928379,-241.404680785863,-229.647621651389,613.433517088111,-434.383231544951,-237.309619584202
Direct Suppression,364.487679488924,-199.468417402599,-192.100080375049,416.402589203489,-231.821072436037,-195.754209346582,434.783466437517,-230.943327426731,-227.354951009887,342.505731094987,-186.529497898898,-181.449355195841,490.790232850806,-262.501521780793,-231.624007008714,398.090173081815,-217.293158337151,-185.828117376209,592.914124093969,-295.187397793479,-290.187923673343,483.313219563018,-305.838615024885,-193.333588551133
Generalized Competitive Suppression,407.683837712685,-224.569741083198,-215.115170037715,373.626284695868,-254.721602776012,-191.05029991103,334.791250916838,-182.559547918877,-177.873854250948,443.745960990748,-243.633911336161,-235.011411601165,316.020810063333,-191.068788113084,-161.447021174928,387.055684139795,-273.038621901254,-198.324498686216,463.267663845939,-228.655324462738,-226.554398053985,612.9521092342,-364.195843158447,-250.6635215465
Generalized Direct Suppression,325.64598231786,-174.874730988426,-171.054994881818,194.871758276175,-120.543636782562,-102.255909873582,363.554538983849,-199.206661030522,-193.305996963297,364.881311688054,-190.714251385368,-188.668367572291,327.185297981832,-1222.11811712424,-166.068137385473,163.678527070586,-99.9928122618959,-84.6843717027392,527.30986210422,-260.73685835901,-257.101627552064,603.351600742479,-433.491880695452,-202.095876704252
ROE Competitive Suppression,557.109283062809,-301.244519593246,-289.768632811765,581.542961829945,-339.797257179851,-294.693972363942,509.282631826017,-279.9631749333,-267.468784586859,577.692690366356,-307.209762377858,-301.277800372089,540.444183858662,-300.282255705129,-269.575949262721,585.099409757699,-346.277178415865,-296.859716302467,546.471849719786,-269.741431455382,-266.286612006577,697.771086707889,-375.249716396583,-305.303539126399
ROE Direct Suppression,596.396814046439,-333.468650410889,-326.707355544808,613.821877325122,-373.171066880543,-315.426339112524,627.285942755405,-344.300910946151,-340.326048821081,586.1087848219,-323.701953346269,-316.973795426576,664.592670805671,-379.863196311,-340.215770107466,597.923680051208,-345.629636825595,-302.072744562192,717.940133957771,-365.851093735481,-362.367832830938,685.605313817079,-415.688889323031,-325.643012874548
OML,315.609745688028,-208.844226574381,-167.805499410258,376.542968194275,-312.091546766659,-170.887568516287,388.699399222774,-231.420282043482,-205.71730549363,332.228065487045,-239.789517807994,-175.577087939349,451.072491252996,-311.950725073972,-204.025971293033,375.215733355533,-295.233357698014,-175.981033709563,559.164683413741,-285.91432066423,-275.647380442351,505.427280136177,-1116.45991483306,-167.406892048678
GML,306.751342904727,-168.237678147742,-159.175932901701,175.758207092869,-106.08625707429,-94.9627791401827,323.730784049454,-183.713165887357,-171.630749697075,359.21014114272,-192.315967322825,-187.077767241253,295.308727799297,-196.551556858081,-150.370601513783,195.833570903115,-126.953522108663,-103.314055194566,513.494245510118,-255.835138458171,-250.188358892377,571.317726716044,-586.55058833165,-205.388125748616
Competitive Suppression,408.052266199731,-222.794622109607,-216.843004185434,435.392721638578,-253.900427010919,-208.760153159389,335.818790612657,-182.945035683284,-178.775508085547,444.19427118157,-245.673246982281,-237.143034483683,383.343451310915,-219.183202675504,-180.53491965051,448.400360321213,-265.132703451595,-215.122085967208,461.545889427833,-228.111302946947,-223.230555616428,588.485441849159,-427.420812327533,-247.542357771207
Direct Suppression,381.961019108238,-203.828945154323,-200.537522028312,433.671290171335,-250.333889660142,-207.386523501514,452.336139088707,-245.971623634512,-240.116080888442,356.943979124157,-189.521283762217,-187.166259513762,507.419088071329,-270.102554457803,-246.793763281153,409.103858486284,-224.588814067962,-194.328436760375,602.605595201971,-306.110302752323,-297.391238240241,440.756635251358,-281.235290072355,-200.751228073533
Generalized Competitive Suppression,379.084084514399,-201.358658542154,-199.665866675528,281.795068888807,-162.76004519062,-147.933285022879,321.604316295247,-176.333698176503,-173.508052381037,419.239595609754,-221.569241162488,-220.126034978941,265.803201226839,-161.608131177966,-146.26194051502,304.034312323754,-253.113888263477,-156.524393534132,465.179896353429,-231.133354186953,-225.314342455332,622.938066906032,-449.409646591191,-230.844461404071
